,Unnamed: 0,src,dst,id,importance,weight,weight_positive,weight_negative,edge_weight(btw),Unnamed: 9,Unnamed: 10,hybrid
37,169,12,45,0,2.0,0.13149756,0.13149756,0.12864134,0.008664815,,,0.0130408101785
38,61,12,43,0,2.0,0.12357682,0.12357682,0.12029485,0.008664815,,,0.012198043442499999
39,207,13,45,0,2.0,0.15258548,0.15258548,0.12573108,0.008664815,,,0.015284564866499997
40,153,13,52,0,2.0,0.13928036,0.13928036,0.12943679,0.008664815,,,0.013868900098499998
41,99,13,43,0,2.0,0.12691566,0.12691566,0.118640035,0.008664815,,,0.0125532960185
42,126,14,52,0,2.0,0.1431647,0.1431647,0.14025752,0.008664815,,,0.014282193874499999
43,72,14,43,0,2.0,0.13551402,0.10839662,0.13551402,0.008664815,,,0.013468161522500001
44,180,14,45,0,2.0,0.12761399,0.12761399,0.1137132,0.008664815,,,0.0126275983305
45,79,15,43,0,2.0,0.14462523,0.11551723,0.14462523,0.008664815,,,0.014437594266499997
46,133,15,52,0,2.0,0.1398914,0.13608143,0.1398914,0.008664815,,,0.0139339147545
47,187,15,45,0,2.0,0.13430622,0.13430622,0.13043381,0.008664815,,,0.013339651602499999
48,190,16,45,0,2.0,0.15173182,0.15173182,0.11819551,0.008664815,,,0.015193735442499998
49,82,16,43,0,2.0,0.14657041,0.14657041,0.12946647,0.008664815,,,0.0146445614185
50,136,16,52,0,2.0,0.122045316,0.122045316,0.11404232,0.008664815,,,0.012035091416899998
51,195,17,45,0,2.0,0.13801835,0.13801835,0.13045910000000002,0.008664815,,,0.0137346222345
52,141,17,52,0,2.0,0.13321215,0.12739277,0.13321215,0.008664815,,,0.0132232425545
53,87,17,43,0,2.0,0.12784512,0.12338219999999998,0.12784512,0.008664815,,,0.0126521905625
54,199,18,45,0,2.0,0.14946549,0.11842651,0.14946549,0.008664815,,,0.014952597930499998
55,91,18,43,0,2.0,0.14297238,0.14297238,0.09563084,0.008664815,,,0.0142617310265
56,145,18,52,0,2.0,0.117725305,0.1103105,0.117725305,0.008664815,,,0.0115754422465
57,124,19,52,0,2.0,0.1481095,0.12552042,0.1481095,0.008664815,,,0.014808320594499998
58,178,19,45,0,2.0,0.14047804,0.14047804,0.12265487,0.008664815,,,0.013996333250499999
59,70,19,43,0,2.0,0.13223827,0.104529,0.13223827,0.008664815,,,0.013119621722499997
60,100,20,43,0,2.0,0.1553849,0.13312376,0.1553849,0.008664815,,,0.015582423154499998
61,208,20,45,0,2.0,0.1509659,0.11474554,0.1509659,0.008664815,,,0.015112241554499996
62,154,20,52,0,2.0,0.14616529999999997,0.11966412,0.14616529999999997,0.008664815,,,0.014601457714499996
63,119,21,52,0,2.0,0.12930682,0.11927246,0.12930682,0.008664815,,,0.012807715442499997
64,65,21,43,0,2.0,0.12631289999999998,0.11716184,0.12631289999999998,0.008664815,,,0.012489162354499997
65,173,21,45,0,2.0,0.11422138,0.11422138,0.10438154,0.008664815,,,0.011202624626499999
66,113,22,52,0,2.0,0.15021953,0.15021953,0.12131821,0.008664815,,,0.0150328277865
67,167,22,45,0,2.0,0.13990605,0.13990605,0.10568666,0.008664815,,,0.013935473514499998
68,59,22,43,0,2.0,0.13397066,0.110536605,0.13397066,0.008664815,,,0.013303948018499998
69,171,23,45,0,2.0,0.14830919,0.09509576,0.14830919,0.008664815,,,0.0148295676105
70,63,23,43,0,2.0,0.14176375,0.10911929,0.14176375,0.008664815,,,0.014133132794499998
71,117,23,52,0,2.0,0.134404,0.111912474,0.134404,0.008664815,,,0.013350055394499998
72,179,24,45,0,2.0,0.14554317,0.14554317,0.11665395,0.008664815,,,0.0145352630825
73,71,24,43,0,2.0,0.12282769,0.11386903400000001,0.12282769,0.008664815,,,0.012118336010499999
74,125,24,52,0,2.0,0.118176065,0.118176065,0.10966131,0.008664815,,,0.011623403110499999
75,89,25,43,0,2.0,0.14264867,0.121324435,0.14264867,0.008664815,,,0.014227288282499998
76,197,25,45,0,2.0,0.13970760000000002,0.13970760000000002,0.12225886400000001,0.008664815,,,0.0139143584345
77,143,25,52,0,2.0,0.12237494,0.09841367,0.12237494,0.008664815,,,0.012070163410499999
78,156,26,52,0,2.0,0.14199233,0.09384956,0.14199233,0.008664815,,,0.0141574537065
79,102,26,43,0,2.0,0.13451448,0.13451448,0.13030124,0.008664815,,,0.013361810466499998
80,210,26,45,0,2.0,0.12697291,0.11592809999999999,0.12697291,0.008664815,,,0.012559387418499999
81,184,27,45,0,2.0,0.14184463,0.14184463,0.13209513,0.008664815,,,0.0141417384265
82,130,27,52,0,2.0,0.13184695,0.12538552,0.13184695,0.008664815,,,0.013077985274499998
83,76,27,43,0,2.0,0.12596008,0.11431709,0.12596008,0.008664815,,,0.0124516223065
84,201,28,45,0,2.0,0.15019663,0.11138045,0.15019663,0.008664815,,,0.0150303912265
85,147,28,52,0,2.0,0.122466594,0.122466594,0.10720137,0.008664815,,,0.012079915396099998
86,93,28,43,0,2.0,0.12169991,0.09573612,0.12169991,0.008664815,,,0.011998340218499999
87,60,29,43,0,2.0,0.13470669,0.13470669,0.13052137,0.008664815,,,0.013382261610499997
88,114,29,52,0,2.0,0.12816028,0.113330625,0.12816028,0.008664815,,,0.012685723586499997
89,168,29,45,0,2.0,0.12512662,0.12512662,0.12115385,0.008664815,,,0.012362942162499998
90,183,30,45,0,1.0,0.13960272,0.13960272,0.106168225,0.008664815,,,0.013903199202500001
91,129,30,52,0,1.0,0.11640402,0.10577752,0.11640402,0.008664815,,,0.011434857522499998
92,75,30,43,0,1.0,0.116273135,0.116273135,0.09919013,0.008664815,,,0.0114209313585
93,112,31,52,0,1.0,0.14602374,0.12105450000000001,0.14602374,0.008664815,,,0.0145863957305
94,58,31,43,0,1.0,0.14043796,0.1326058,0.14043796,0.008664815,,,0.013992068738499999
95,166,31,45,0,1.0,0.12814023,0.12814023,0.12114958,0.008664815,,,0.012683590266499999
96,202,32,45,0,2.0,0.14406511,0.14406511,0.09626259,0.008664815,,,0.014377997498499998
97,148,32,52,0,2.0,0.12890483,0.12890483,0.10920488,0.008664815,,,0.012764943706499998
98,94,32,43,0,2.0,0.11234749,0.10877928,0.11234749,0.008664815,,,0.011003242730499999
99,118,33,52,0,2.0,0.15986301,0.15986301,0.12075024,0.008664815,,,0.016058894058499997
100,64,33,43,0,2.0,0.15550227,0.15550227,0.10261197,0.008664815,,,0.015594911322499998
101,172,33,45,0,2.0,0.1473654,0.13408116,0.1473654,0.008664815,,,0.0147291483545
102,54,34,43,0,2.0,0.14859888,0.14859888,0.1420006,0.008664815,,,0.014860390626499999
103,162,34,45,0,2.0,0.14058408,0.12939852,0.14058408,0.008664815,,,0.0140076159065
104,108,34,52,0,2.0,0.1343831,0.1343831,0.10308082,0.008664815,,,0.013347831634499999
105,109,36,52,0,2.0,0.15795094,0.15795094,0.1344615,0.008664815,,,0.0158554498105
106,55,36,43,0,2.0,0.13397743,0.10276997,0.13397743,0.008664815,,,0.0133046683465
107,163,36,45,0,2.0,0.11950924,0.11876167,0.11950924,0.008664815,,,0.011765252930499999
108,138,37,52,0,2.0,0.13793764,0.110122524,0.13793764,0.008664815,,,0.013726034690499999
109,84,37,43,0,2.0,0.12529884,0.12529884,0.12207171,0.008664815,,,0.012381266370499999
110,192,37,45,0,2.0,0.121542916,0.11614475,0.121542916,0.008664815,,,0.011981636056899999
111,194,38,45,0,2.0,0.13896994,0.13322659,0.13896994,0.008664815,,,0.013835871410499998
112,140,38,52,0,2.0,0.12850106,0.11711136,0.12850106,0.008664815,,,0.0127219825785
113,86,38,43,0,2.0,0.11030049,0.09906381,0.11030049,0.008664815,,,0.0107854419305
114,53,39,43,0,2.0,0.13713764,0.13713764,0.11694845599999999,0.008664815,,,0.0136409146905
115,107,39,52,0,2.0,0.13395073,0.11061865,0.13395073,0.008664815,,,0.013301827466499997
116,161,39,45,0,2.0,0.11575059,0.11575059,0.11064382,0.008664815,,,0.011365332570499998
117,146,40,52,0,2.0,0.15057325,0.15057325,0.1338704,0.008664815,,,0.015070463594499997
118,200,40,45,0,2.0,0.14118335,0.14118335,0.09953231,0.008664815,,,0.0140713782345
119,92,40,43,0,2.0,0.12844262,0.12844262,0.11639823,0.008664815,,,0.012715764562499999
120,185,41,45,0,2.0,0.14927053,0.13540258,0.14927053,0.008664815,,,0.0149318541865
121,77,41,43,0,2.0,0.13392876,0.13392876,0.12060513,0.008664815,,,0.0132994898585
122,131,41,52,0,2.0,0.12892036,0.12159715,0.12892036,0.008664815,,,0.0127665960985
123,155,44,52,0,2.0,0.12791026,0.11735986,0.12791026,0.008664815,,,0.012659121458499999
124,209,44,45,0,2.0,0.123611376,0.123611376,0.11076731,0.008664815,,,0.012201720200899999
125,101,44,43,0,2.0,0.12007759,0.11369219,0.12007759,0.008664815,,,0.0118257253705
126,134,46,52,0,2.0,0.13476954,0.13470203,0.13476954,0.008664815,,,0.013388948850499998
127,188,46,45,0,2.0,0.12408699,0.1129019,0.12408699,0.008664815,,,0.012252325530499998
128,80,46,43,0,2.0,0.120816745,0.116379224,0.120816745,0.008664815,,,0.011904371462499999
129,211,47,45,0,2.0,0.13794722,0.13794722,0.13687004,0.008664815,,,0.0137270540025
130,157,47,52,0,2.0,0.13551553,0.115770996,0.13551553,0.008664815,,,0.013468322186499999
131,103,47,43,0,2.0,0.1261895,0.1261895,0.108858235,0.008664815,,,0.0124760325945
132,191,48,45,0,2.0,0.14755653,0.14755653,0.10823657,0.008664815,,,0.014749484586499998
133,137,48,52,0,2.0,0.12526496,0.12526496,0.11470639999999999,0.008664815,,,0.0123776615385
134,83,48,43,0,2.0,0.112146325,0.112146325,0.10731773,0.008664815,,,0.0109818387745
135,203,49,45,0,2.0,0.14851046,0.14851046,0.12902552,0.008664815,,,0.0148509827385
136,95,49,43,0,2.0,0.13947776,0.13947776,0.124909945,0.008664815,,,0.013889903458499999
137,149,49,52,0,2.0,0.12326944599999999,0.11477021,0.12326944599999999,0.008664815,,,0.012165338848899998
138,97,50,43,0,2.0,0.14809427,0.14809427,0.110283345,0.008664815,,,0.014806700122499999
139,151,50,52,0,2.0,0.13954282,0.09736743,0.13954282,0.008664815,,,0.0138968258425
140,205,50,45,0,2.0,0.13712366,0.13712366,0.12519778,0.008664815,,,0.0136394272185
141,174,51,45,0,2.0,0.13956459,0.111994445,0.13956459,0.008664815,,,0.013899142170499998
142,66,51,43,0,2.0,0.13617107,0.12529625,0.13617107,0.008664815,,,0.0135380716425
143,120,51,52,0,2.0,0.11795660000000001,0.112595186,0.11795660000000001,0.008664815,,,0.0116000520345
144,67,53,43,0,2.0,0.13275631,0.11138952,0.13275631,0.008664815,,,0.013174741178499998
145,175,53,45,0,2.0,0.13088633,0.13088633,0.121200524,0.008664815,,,0.0129757753065
146,121,53,52,0,2.0,0.11596382400000001,0.11596382400000001,0.11063419999999999,0.008664815,,,0.0113880206681
147,116,54,52,0,2.0,0.13542365,0.13542365,0.1295326,0.008664815,,,0.0134585461545
148,62,54,43,0,2.0,0.13377473,0.13377473,0.13310024,0.008664815,,,0.0132831010665
149,170,54,45,0,2.0,0.1260269,0.12595028,0.1260269,0.008664815,,,0.012458731954499999
150,85,55,43,0,2.0,0.15099989,0.1169812,0.15099989,0.008664815,,,0.0151158580905
151,139,55,52,0,2.0,0.12308397,0.12308397,0.12304827,0.008664815,,,0.012145604202499998
152,193,55,45,0,2.0,0.111966394,0.10130916,0.111966394,0.008664815,,,0.010962694116099998
153,69,56,43,0,2.0,0.16197607,0.16197607,0.13164088,0.008664815,,,0.016283723642499998
154,177,56,45,0,2.0,0.12685373,0.12685373,0.121577725,0.008664815,,,0.012546706666499999
155,123,56,52,0,2.0,0.12452293,0.12452293,0.12141179,0.008664815,,,0.0122987095465
156,96,57,43,0,2.0,0.15669063,0.15669063,0.12981041,0.008664815,,,0.015721352826499998
157,204,57,45,0,2.0,0.14864504,0.10796528,0.14864504,0.008664815,,,0.0148653020505
158,150,57,52,0,2.0,0.12042872,0.12042872,0.107260615,0.008664815,,,0.011863085602499998
159,132,58,52,0,2.0,0.13703783,0.13129768,0.13703783,0.008664815,,,0.0136302949065
160,78,58,43,0,2.0,0.12582536,0.12381632,0.12582536,0.008664815,,,0.0124372880985
161,186,58,45,0,2.0,0.118358225,0.10933312,0.118358225,0.008664815,,,0.011642784934499998
162,0,2,42,0,2.0,0.121310785,0.10402089999999999,0.121310785,0.008103673,,,0.0120184945959
163,16,0,42,0,2.0,0.8540501,0.115603924,0.8540501,0.0,,,0.09087093064
164,105,1,43,0,1.0,0.13620384,0.13620384,0.11197384,0.0,,,0.014492088575999998
165,46,3,42,0,2.0,0.12972088,0.12972088,0.114320576,0.0,,,0.013802301632
166,22,4,42,0,2.0,0.13545391,0.12872732,0.13545391,0.0,,,0.014412296024
167,36,5,42,0,2.0,0.12816246,0.12816246,0.111824885,0.0,,,0.013636485744
168,38,6,42,0,2.0,0.12591831,0.11961830400000001,0.12591831,0.0,,,0.013397708184
169,5,7,42,0,2.0,0.14249669,0.11715975,0.14249669,0.0,,,0.015161647816
170,21,8,42,0,2.0,0.13698189,0.11386254400000001,0.13698189,0.0,,,0.014574873095999998
171,4,9,42,0,2.0,0.12362443,0.12224682,0.12362443,0.0,,,0.013153639351999999
172,29,10,42,0,2.0,0.13020001,0.13020001,0.1195142,0.0,,,0.013853281064
173,9,12,42,0,2.0,0.14667370000000002,0.14667370000000002,0.115324825,0.0,,,0.015606081680000002
174,47,13,42,0,2.0,0.14150582,0.14150582,0.14024803,0.0,,,0.015056219248
175,20,14,42,0,2.0,0.15326878,0.12120853,0.15326878,0.0,,,0.016307798191999998
176,27,15,42,0,2.0,0.1392388,0.1392388,0.1249756,0.0,,,0.014815008319999998
177,30,16,42,0,2.0,0.1409375,0.120133474,0.1409375,0.0,,,0.014995749999999999
178,35,17,42,0,2.0,0.13607623,0.13607623,0.11123401,0.0,,,0.014478510871999998
179,39,18,42,0,2.0,0.1235825,0.10427432,0.1235825,0.0,,,0.013149178
180,18,19,42,0,2.0,0.11056809,0.10907168,0.11056809,0.0,,,0.011764444776
181,48,20,42,0,2.0,0.11853577,0.11475983,0.11853577,0.0,,,0.012612205928
182,13,21,42,0,2.0,0.104522906,0.10336656,0.104522906,0.0,,,0.011121237198399999
183,7,22,42,0,2.0,0.15943666,0.08553048,0.15943666,0.0,,,0.016964060624
184,11,23,42,0,2.0,0.14129877,0.11819681,0.14129877,0.0,,,0.015034189127999998
185,19,24,42,0,2.0,0.13471399,0.13471399,0.123415545,0.0,,,0.014333568536
186,37,25,42,0,2.0,0.12966534,0.1281603,0.12966534,0.0,,,0.013796392175999999
187,50,26,42,0,2.0,0.13659854,0.12911877,0.13659854,0.0,,,0.014534084655999998
188,24,27,42,0,2.0,0.1353809,0.1353809,0.10681777,0.0,,,0.014404527759999999
189,41,28,42,0,2.0,0.12024636,0.12024636,0.11243367,0.0,,,0.012794212703999998
190,8,29,42,0,2.0,0.115878776,0.10854801,0.115878776,0.0,,,0.0123295017664
191,23,30,42,0,1.0,0.12600327,0.11049118,0.12600327,0.0,,,0.013406747928
192,6,31,42,0,1.0,0.14086175,0.13784702,0.14086175,0.0,,,0.0149876902
193,42,32,42,0,2.0,0.1309448,0.11576027400000001,0.1309448,0.0,,,0.01393252672
194,12,33,42,0,2.0,0.12363796,0.12363796,0.10046564,0.0,,,0.013155078944
195,2,34,42,0,2.0,0.12203231,0.09837023,0.12203231,0.0,,,0.012984237784
196,104,35,43,0,1.0,0.12868968,0.12868968,0.11864226,0.0,,,0.013692581952
197,3,36,42,0,2.0,0.11959457,0.11959457,0.1140527,0.0,,,0.012724862247999999
198,32,37,42,0,2.0,0.12448819,0.1029012,0.12448819,0.0,,,0.013245543415999999
199,34,38,42,0,2.0,0.12882069,0.11183077,0.12882069,0.0,,,0.013706521415999998
200,1,39,42,0,2.0,0.12057068,0.10690652,0.12057068,0.0,,,0.012828720351999999
201,40,40,42,0,2.0,0.12831187,0.12831187,0.12793091,0.0,,,0.013652382967999999
202,25,41,42,0,2.0,0.13802357,0.12230851,0.13802357,0.0,,,0.014685707848000001
203,49,44,42,0,2.0,0.11813872,0.10498756,0.11813872,0.0,,,0.012569959807999999
204,28,46,42,0,2.0,0.13814633,0.11701622,0.13814633,0.0,,,0.014698769512
205,51,47,42,0,2.0,0.121216,0.121216,0.10996996,0.0,,,0.012897382399999999
206,31,48,42,0,2.0,0.11894216,0.10572974,0.11894216,0.0,,,0.012655445824
207,43,49,42,0,2.0,0.13549092,0.13549092,0.119882405,0.0,,,0.014416233887999999
208,45,50,42,0,2.0,0.12386129,0.119693585,0.12386129,0.0,,,0.013178841256
209,14,51,42,0,2.0,0.1324546,0.1324546,0.1285792,0.0,,,0.014093169439999999
210,15,53,42,0,2.0,0.14409673,0.14236717,0.14409673,0.0,,,0.015331892072
211,10,54,42,0,2.0,0.12439565,0.10612528,0.12439565,0.0,,,0.013235697159999999
212,33,55,42,0,2.0,0.13581197,0.11522909,0.13581197,0.0,,,0.014450393608
213,17,56,42,0,2.0,0.122540414,0.122540414,0.11015710000000001,0.0,,,0.013038300049599999
214,44,57,42,0,2.0,0.13876401,0.109519035,0.13876401,0.0,,,0.014764490663999999
215,26,58,42,0,2.0,0.13302335,0.124548756,0.13302335,0.0,,,0.014153684440000001
216,356,0,6,1,1.0,0.8707617,0.10588583,0.8707617,0.011495696000000001,,,0.09138796702879999
217,320,0,27,1,1.0,0.8544351,0.13529645,0.8544351,0.012639487,,,0.0895253429161
218,248,0,8,1,1.0,0.8506773999999999,0.1260786,0.8506773999999999,0.0,,,0.09051207535999999
219,284,0,34,1,1.0,0.82666177,0.12119318,0.82666177,0.012639487,,,0.0865702606041
220,324,32,7,1,0.0,0.43765548,0.43765548,0.110862456,0.024695122000000003,,,0.0438574881886
221,216,32,8,1,1.0,0.1541195,0.1541195,0.15101217,0.02354336,,,0.013815608207999997
222,242,22,8,1,1.0,0.15280660000000001,0.15280660000000001,0.10719576,0.0,,,0.01625862224
223,277,3,34,1,1.0,0.15101872,0.11591660000000002,0.15101872,0.012639487,,,0.014681840084099998
224,220,18,8,1,1.0,0.14825647,0.14825647,0.11250228400000001,0.0,,,0.015774488407999998
225,252,32,34,1,1.0,0.14728798,0.14728798,0.12637069999999997,0.02354336,,,0.013088734480000001
226,344,15,6,1,1.0,0.14676191,0.14676191,0.12942754,0.011495696000000001,,,0.014354389372799998
227,325,23,7,1,0.0,0.14620215,0.14620215,0.11754681,0.024695122000000003,,,0.0128468538766
228,302,38,27,1,1.0,0.14233059,0.12152753,0.14233059,0.012639487,,,0.0137574230521
229,219,28,8,1,1.0,0.14148387,0.118067525,0.14148387,0.0,,,0.015053883768000001
230,359,17,6,1,1.0,0.1414721,0.1414721,0.11257635,0.011495696000000001,,,0.013791553588799998
231,225,39,8,1,2.0,0.14123936,0.13572244,0.14123936,0.0,,,0.015027867904
232,354,19,6,1,1.0,0.14064214,0.14064214,0.107062474,0.011495696000000001,,,0.013703245844799998
233,232,24,8,1,1.0,0.1401137,0.11540839999999998,0.1401137,0.0,,,0.01490809768
234,289,23,27,1,1.0,0.13992909,0.13992909,0.11946037,0.02354336,,,0.012305748584
235,245,31,8,1,1.0,0.13935514,0.11329343,0.13935514,0.0,,,0.014827386895999998
236,338,38,6,1,1.0,0.1391471,0.1391471,0.12765275,0.011495696000000001,,,0.013544173588799998
237,294,13,27,1,1.0,0.13809721,0.13809721,0.13580628,0.012639487,,,0.013306991420099999
238,323,17,27,1,1.0,0.13775586,0.12143055,0.13775586,0.012639487,,,0.0132706717801
239,281,31,34,1,1.0,0.13710384,0.13710384,0.12132668,0.012639487,,,0.0132012968521
240,256,18,34,1,1.0,0.13666055,0.13666055,0.11395316,0.012639487,,,0.013154130796099998
241,269,33,34,1,1.0,0.1359681,0.1359681,0.12792742,0.012639487,,,0.0130804541161
242,287,17,34,1,1.0,0.13504128,0.13504128,0.13145728,0.012639487,,,0.0129818404681
243,319,30,27,1,1.0,0.13473292,0.13473292,0.08577809,0.012639487,,,0.0129490309641
244,305,33,27,1,1.0,0.13456947,0.13456947,0.122456,0.012639487,,,0.012931639884099998
245,290,26,27,1,1.0,0.13406479999999998,0.12262541,0.13406479999999998,0.012639487,,,0.012877942996099997
246,339,35,6,1,1.0,0.13378175,0.13378175,0.070480116,0.011495696000000001,,,0.0129733003488
247,288,32,27,1,1.0,0.13328297,0.13328297,0.11219453,0.02354336,,,0.011598601416
248,226,12,8,1,1.0,0.13300717,0.13300717,0.115868926,0.0,,,0.014151962888
249,251,17,8,1,1.0,0.1328741,0.1328741,0.117984615,0.0,,,0.01413780424
250,343,1,6,1,1.0,0.13282852,0.13282852,0.10904368,0.011495696000000001,,,0.012871876676799999
251,299,36,27,1,1.0,0.13267744,0.10914449999999999,0.13267744,0.012639487,,,0.0127303278921
252,237,9,8,1,2.0,0.13219173,0.13219173,0.11122909,0.0,,,0.014065200072
253,322,21,27,1,2.0,0.13205567,0.13205567,0.12328095,0.012639487,,,0.0126641715641
254,321,11,27,1,1.0,0.13202913,0.11467866,0.13202913,0.012639487,,,0.012661347708099999
255,221,25,8,1,1.0,0.13201502,0.10250253,0.13201502,0.0,,,0.014046398128000001
256,246,19,8,1,1.0,0.13179649999999998,0.13179649999999998,0.12044142,0.0,,,0.014023147599999997
257,332,29,6,1,1.0,0.13161083,0.13161083,0.12465194,0.011495696000000001,,,0.0127423144608
258,253,23,34,1,1.0,0.1314432,0.1289759,0.1314432,0.02354336,,,0.011402849888
259,223,40,8,1,1.0,0.131399,0.131399,0.12054000000000001,0.0,,,0.013980853599999997
260,331,40,6,1,1.0,0.13093375,0.13093375,0.11234501,0.011495696000000001,,,0.012670273148799998
261,239,20,8,1,1.0,0.13090839999999998,0.10124296,0.13090839999999998,0.0,,,0.013928653759999998
262,249,11,8,1,1.0,0.13020138,0.13020138,0.1148579,0.0,,,0.013853426832
263,328,18,6,1,1.0,0.12963746,0.12963746,0.10632902,0.011495696000000001,,,0.0125323478928
264,333,39,6,1,2.0,0.12942904,0.12942904,0.11391669,0.011495696000000001,,,0.012510172004799999
265,296,29,27,1,1.0,0.12911385,0.12911385,0.12195115,0.012639487,,,0.012351161916099999
266,357,11,6,1,1.0,0.12860313,0.12860313,0.09911256,0.011495696000000001,,,0.0124222951808
267,334,12,6,1,1.0,0.12835458,0.12811767,0.12835458,0.011495696000000001,,,0.012395849460799998
268,342,37,6,1,1.0,0.12832311,0.12832311,0.11064579,0.011495696000000001,,,0.012392501052799997
269,316,5,27,1,1.0,0.12819128,0.12819128,0.121402025,0.012639487,,,0.012253000468099998
270,329,25,6,1,1.0,0.12814507,0.12814507,0.11010460000000001,0.011495696000000001,,,0.012373557596799999
271,275,20,34,1,1.0,0.12805897,0.12805897,0.11102818,0.012639487,,,0.012238922684099998
272,330,13,6,1,1.0,0.12800330000000001,0.12800330000000001,0.106449135,0.011495696000000001,,,0.0123584732688
273,263,36,34,1,1.0,0.12763782,0.12763782,0.09302745,0.012639487,,,0.0121941123241
274,224,29,8,1,1.0,0.1270398,0.1270398,0.114286125,0.0,,,0.01351703472
275,257,25,34,1,1.0,0.1268134,0.10523515,0.1268134,0.012639487,,,0.012106394036099997
276,283,30,34,1,1.0,0.12670809,0.11728644,0.12670809,0.012639487,,,0.012095189052099999
277,258,13,34,1,1.0,0.12630375,0.12630375,0.10769877,0.012639487,,,0.012052167276099998
278,317,31,27,1,1.0,0.12593576,0.11655606,0.12593576,0.012639487,,,0.0120130131401
279,313,3,27,1,1.0,0.12574057,0.11842581,0.12574057,0.012639487,,,0.011992244924099999
280,274,14,34,1,1.0,0.12571636,0.12571636,0.11310299,0.012639487,,,0.0119896689801
281,282,19,34,1,1.0,0.12523325,0.124018565,0.12523325,0.012639487,,,0.011938266076099997
282,260,29,34,1,1.0,0.12502393,0.12502393,0.10008479,0.012639487,,,0.011915994428099999
283,272,15,34,1,1.0,0.12428875,0.12428875,0.11282242,0.012639487,,,0.0118377712761
