src,dst,id,edge_weight,edge_importance
23,15,3,0.12403692,1
35,15,3,0.14879033,2
33,15,3,0.09169046,2
4,15,3,0.092832744,2
5,15,3,0.12403412,2
19,15,3,0.102032095,2
32,15,3,0.11801069,2
26,15,3,0.15505102,2
1,15,3,0.12148474,2
27,15,3,0.117349565,2
28,15,3,0.13893385,2
8,15,3,0.14814419,1
13,15,3,0.13735609,2
34,15,3,0.12196477,2
25,15,3,0.09144155,2
9,15,3,0.104026005,2
14,15,3,0.11317482,2
3,15,3,0.12035951,2
10,15,3,0.1387613,2
18,15,3,0.11806517,2
11,15,3,0.11503507,2
21,15,3,0.13316225,2
17,15,3,0.11049266,2
20,15,3,0.1033681,2
12,15,3,0.11740332,2
6,15,3,0.08501478,2
29,15,3,0.097948685,2
7,15,3,0.10632182,2
24,15,3,0.14724502,2
16,15,3,0.11748103,2
36,15,3,0.121094316,2
0,22,3,0.10906846,2
2,22,3,0.12193989,2
23,22,3,0.12937398,1
35,22,3,0.12456237,2
33,22,3,0.11731799,2
4,22,3,0.11642881,2
5,22,3,0.11631865,2
19,22,3,0.13304621,2
32,22,3,0.10458069,2
26,22,3,0.11090991,2
1,22,3,0.09380926,2
27,22,3,0.116216615,2
28,22,3,0.14044677,2
8,22,3,0.13563344,1
13,22,3,0.11219743,2
34,22,3,0.11697833,2
25,22,3,0.108411,2
9,22,3,0.10149641,2
14,22,3,0.11413805,2
3,22,3,0.09295075,2
10,22,3,0.14385861,2
18,22,3,0.11078044,2
11,22,3,0.10957258,2
21,22,3,0.092752,2
17,22,3,0.109042145,2
20,22,3,0.1052003,2
12,22,3,0.10851184,2
6,22,3,0.08619515,2
29,22,3,0.12039487,2
7,22,3,0.10705746,2
24,22,3,0.12381655,2
16,22,3,0.106282584,2
36,22,3,0.09570229,2
30,0,3,0.6701592,2
30,2,3,0.12424952,2
30,23,3,0.11523001,1
30,35,3,0.120668836,2
30,33,3,0.11772858,2
30,4,3,0.13450608,2
30,5,3,0.114510894,2
30,19,3,0.09495481,2
30,32,3,0.11691824,2
30,26,3,0.124907054,2
30,1,3,0.087280676,2
30,27,3,0.1271252,2
30,28,3,0.124060765,2
30,8,3,0.09196965,1
30,13,3,0.09102012,2
30,34,3,0.13068147,2
30,25,3,0.11201593,2
30,9,3,0.12093736,2
30,14,3,0.10996559,2
30,3,3,0.10181995,2
30,10,3,0.104636274,2
30,18,3,0.1179764,2
30,11,3,0.11801904,2
30,21,3,0.13331258,2
30,17,3,0.10992953,2
30,20,3,0.10710053,2
30,12,3,0.11994721,2
30,6,3,0.10848962,2
30,29,3,0.13226156,2
30,7,3,0.098688394,2
30,24,3,0.09853072,2
30,16,3,0.120379,2
30,36,3,0.09569138,2
31,0,3,0.67637473,2
31,2,3,0.11239883,2
31,23,3,0.09152419,1
31,35,3,0.11965926,2
31,33,3,0.113716185,2
31,4,3,0.122106284,2
31,5,3,0.09107678,2
31,19,3,0.11252215,2
31,32,3,0.12063915,2
31,26,3,0.11185593,2
31,1,3,0.11054179,2
31,27,3,0.11609206,2
31,28,3,0.09748448,2
31,8,3,0.09883579,1
31,13,3,0.09241048,2
31,34,3,0.110833615,2
31,25,3,0.12077608,2
31,9,3,0.118451454,2
31,14,3,0.10745629,2
31,3,3,0.13199309,2
31,10,3,0.115014076,2
31,18,3,0.113474205,2
31,11,3,0.091304794,2
31,21,3,0.10462845,2
31,17,3,0.105966404,2
31,20,3,0.09802391,2
31,12,3,0.122382246,2
31,6,3,0.10092415,2
31,29,3,0.11673426,2
31,7,3,0.11759681,2
31,24,3,0.09138452,2
31,16,3,0.09535261,2
31,36,3,0.0936302,2
15,0,3,0.6530832,2
15,2,3,0.10438584,2
15,23,3,0.11577221,1
15,35,3,0.10912153,2
15,33,3,0.10894898,2
15,4,3,0.10484823,2
15,5,3,0.1312214,2
15,19,3,0.112858795,2
15,32,3,0.10449784,2
15,26,3,0.09327963,2
15,1,3,0.14527512,2
15,27,3,0.09413573,2
15,28,3,0.10981821,2
15,8,3,0.110385336,1
15,13,3,0.12815174,2
15,34,3,0.1089963,2
15,25,3,0.10302532,2
15,9,3,0.1019883,2
15,14,3,0.10951453,2
15,3,3,0.118107036,2
15,10,3,0.09257207,2
15,18,3,0.09608898,2
15,11,3,0.11500772,2
15,21,3,0.11374376,2
15,17,3,0.102218635,2
15,20,3,0.095558666,2
15,12,3,0.10348511,2
15,6,3,0.11225106,2
15,29,3,0.11087391,2
15,7,3,0.11401903,2
15,24,3,0.11261323,2
15,16,3,0.12260041,2
15,36,3,0.114846736,2
22,0,3,0.6112248,2
22,2,3,0.12794665,2
22,23,3,0.10245149,1
22,35,3,0.112371124,2
22,33,3,0.11089661,2
22,4,3,0.10112509,2
22,5,3,0.10513053,2
22,19,3,0.11150618,2
22,32,3,0.10222928,2
22,26,3,0.10608821,2
22,1,3,0.13915232,2
22,27,3,0.115206584,2
22,28,3,0.12065578,2
22,8,3,0.108137205,1
22,13,3,0.120626904,2
22,34,3,0.0994942,2
22,25,3,0.09735014,2
22,9,3,0.093593486,2
22,14,3,0.122299016,2
22,3,3,0.13951308,2
22,10,3,0.11029279,2
22,18,3,0.08460697,2
22,11,3,0.09049271,2
22,21,3,0.10710105,2
22,17,3,0.12397856,2
22,20,3,0.09541964,2
22,12,3,0.12003362,2
22,6,3,0.09873035,2
22,29,3,0.116161175,2
22,7,3,0.11920646,2
22,24,3,0.102070555,2
22,16,3,0.13020514,2
22,36,3,0.096785024,2
35,8,4,0.0,0
16,8,4,0.0,0
37,7,4,0.0,0
19,7,4,0.0,0
26,61,4,0.10991938,0
44,61,4,0.107186854,0
2,61,4,0.13868944,0
46,61,4,0.114397034,0
23,54,4,0.1145267,0
13,54,4,0.1118206,0
34,54,4,0.11388477,0
55,54,4,0.1255144,0
32,0,4,0.8268817,0
11,0,4,0.8103058,0
28,45,4,0.12634507,2
5,45,4,0.12924008,2
57,45,4,0.115661114,2
47,45,4,0.108743764,2
40,1,4,0.12112587,0
12,1,4,0.119248405,0
43,33,4,0.08524197,0
53,33,4,0.10331191,0
58,33,4,0.10441666,0
35,52,4,0.0,0
16,52,4,0.0,0
37,14,4,0.0,0
19,14,4,0.0,0
26,21,4,0.12324592,1
44,21,4,0.10075372,1
2,21,4,0.1168891,1
46,21,4,0.10226657,1
23,24,4,0.13013858,0
13,24,4,0.11928028,0
34,24,4,0.109128304,0
55,24,4,0.120542794,0
10,27,4,0.14583321,0
32,17,4,0.21828017,0
11,17,4,0.20878704,0
28,21,4,0.11863346,2
5,21,4,0.11705269,2
57,21,4,0.10720537,2
47,21,4,0.119193316,2
40,15,4,0.12097174,0
12,15,4,0.107996695,0
59,27,4,0.123807535,0
43,25,4,0.11866439,0
53,25,4,0.108366184,0
58,25,4,0.09479937,0
35,22,4,0.0,0
16,22,4,0.0,0
37,50,4,0.0,0
19,50,4,0.0,0
26,60,4,0.11368489,1
44,60,4,0.103722356,1
2,60,4,0.1223985,1
46,60,4,0.101407394,1
23,56,4,0.113159515,0
13,56,4,0.13022104,0
34,56,4,0.09274493,0
55,56,4,0.11223477,0
10,39,4,0.12828368,0
32,48,4,0.26438066,0
11,48,4,0.25399247,0
28,60,4,0.121187665,2
5,60,4,0.110108696,2
57,60,4,0.117599584,2
47,60,4,0.123474695,2
40,20,4,0.11417521,0
12,20,4,0.117292166,0
59,39,4,0.13099313,0
43,36,4,0.10290822,0
53,36,4,0.10406816,0
58,36,4,0.108319156,0
26,3,4,0.07912078,1
44,3,4,0.08480542,1
2,3,4,0.08826945,1
46,3,4,0.08178615,1
41,3,4,0.42694134,1
23,3,4,0.06858171,1
13,3,4,0.08025053,1
34,3,4,0.06777654,1
55,3,4,0.07573978,1
10,3,4,0.08940238,1
32,3,4,0.095105365,1
11,3,4,0.0851387,1
29,3,4,0.06742749,1
4,3,4,0.09158964,1
18,3,4,0.11308614,1
28,3,4,0.09331361,2
5,3,4,0.10752882,2
57,3,4,0.100724734,2
47,3,4,0.09563616,2
38,3,4,0.30893126,1
9,3,4,0.4297173,1
49,3,4,0.08319083,1
40,3,4,0.070667714,1
12,3,4,0.06687186,1
31,3,4,0.07973828,1
30,3,4,0.16496457,1
42,3,4,0.42629468,1
59,3,4,0.06888197,1
43,3,4,0.062902726,1
53,3,4,0.08495484,1
58,3,4,0.10757876,1
6,3,4,0.6137659,1
51,3,4,0.095372215,1
8,35,4,0.0,0
8,16,4,0.0,0
7,37,4,0.0,0
7,19,4,0.0,0
61,26,4,0.09047733,0
61,44,4,0.1138386,0
61,2,4,0.097557895,0
61,46,4,0.11964509,0
54,23,4,0.10705653,0
54,13,4,0.11149847,0
54,34,4,0.10026303,0
54,55,4,0.09403572,0
0,32,4,0.1766651,0
0,11,4,0.14111525,0
45,28,4,0.11597614,2
45,5,4,0.09671281,2
45,57,4,0.114237756,2
45,47,4,0.10921423,2
1,40,4,0.09034285,0
1,12,4,0.10976473,0
33,43,4,0.113779984,0
33,53,4,0.1095757,0
33,58,4,0.09149117,0
52,35,4,0.0,0
52,16,4,0.0,0
14,37,4,0.0,0
14,19,4,0.0,0
21,26,4,0.10503129,1
21,44,4,0.090250626,1
21,2,4,0.122181624,1
21,46,4,0.12600777,1
24,23,4,0.09359701,0
24,13,4,0.11347776,0
24,34,4,0.09845905,0
24,55,4,0.08667827,0
27,10,4,0.11209326,0
17,32,4,0.20210801,0
17,11,4,0.16381028,0
21,28,4,0.10617732,2
21,5,4,0.11724892,2
21,57,4,0.11142137,2
21,47,4,0.10816426,2
15,40,4,0.1052856,0
15,12,4,0.11478496,0
27,59,4,0.117153585,0
25,43,4,0.10685672,0
25,53,4,0.10826637,0
25,58,4,0.091919824,0
22,35,4,0.0,0
22,16,4,0.0,0
50,37,4,0.0,0
50,19,4,0.0,0
60,26,4,0.108186424,1
60,44,4,0.10772749,1
60,2,4,0.11400762,1
60,46,4,0.092271134,1
56,23,4,0.10492779,0
56,13,4,0.09877615,0
56,34,4,0.116562374,0
56,55,4,0.09075201,0
39,10,4,0.089296296,0
48,32,4,0.14848618,0
48,11,4,0.13883694,0
60,28,4,0.111709006,2
60,5,4,0.104106896,2
60,57,4,0.1052774,2
60,47,4,0.10476717,2
20,40,4,0.095566876,0
20,12,4,0.11226916,0
39,59,4,0.10606424,0
36,43,4,0.103855446,0
36,53,4,0.11035297,0
36,58,4,0.113579705,0
3,26,4,0.097048335,1
3,44,4,0.115334645,1
3,2,4,0.10584596,1
3,46,4,0.1009992,1
3,41,4,0.1110186,1
3,23,4,0.12209879,1
3,13,4,0.10834953,1
3,34,4,0.12164805,1
3,55,4,0.10988094,1
3,10,4,0.10903988,1
3,32,4,0.5031371,1
3,11,4,0.52483314,1
3,29,4,0.1158016,1
3,4,4,0.10452954,1
3,18,4,0.09872145,1
3,28,4,0.09742461,2
3,5,4,0.10599728,2
3,57,4,0.112638295,2
3,47,4,0.106206916,2
3,38,4,0.09197161,1
3,9,4,0.074471936,1
3,49,4,0.093900055,1
3,40,4,0.11557206,1
3,12,4,0.11869667,1
3,31,4,0.09921954,1
3,30,4,0.089994356,1
3,42,4,0.08793255,1
3,59,4,0.12540904,1
3,43,4,0.12018774,1
3,53,4,0.103435285,1
3,58,4,0.120926715,1
3,6,4,0.10938983,1
3,51,4,0.09659877,1
9,17,5,0.10538719,2
1,17,5,0.1272093,2
30,17,5,0.10906907,2
7,17,5,0.14747192,2
5,17,5,0.13968162,2
36,17,5,0.13215941,2
13,17,5,0.1070521,2
28,17,5,0.115788296,2
8,17,5,0.12072616,2
16,17,5,0.12854122,1
19,17,5,0.11963526,2
25,17,5,0.111469135,2
6,17,5,0.1004753,1
10,17,5,0.11144763,2
27,17,5,0.09079391,2
26,17,5,0.13796277,1
23,17,5,0.11679378,2
35,17,5,0.1831957,2
20,17,5,0.23353815,2
3,17,5,0.19284372,2
24,17,5,0.13056068,2
0,17,5,0.105235584,2
34,17,5,0.10677956,2
11,17,5,0.13667122,2
14,17,5,0.10219528,2
2,17,5,0.10328293,2
21,17,5,0.11051953,2
4,17,5,0.10401285,1
38,17,5,0.09960824,1
22,17,5,0.07913431,1
33,17,5,0.09870467,1
32,17,5,0.074859574,1
4,15,5,0.12436031,0
38,15,5,0.13966964,0
22,15,5,0.13048658,0
33,15,5,0.110722765,0
32,15,5,0.11938701,0
9,37,5,0.11860363,2
1,37,5,0.12894678,2
30,37,5,0.10812203,2
7,37,5,0.15597884,2
5,37,5,0.15016022,2
36,37,5,0.120734975,2
13,37,5,0.08922252,2
28,37,5,0.17257863,2
8,37,5,0.10046672,2
16,37,5,0.08758336,1
19,37,5,0.118685775,2
25,37,5,0.09977151,2
6,37,5,0.08539267,1
10,37,5,0.11752957,2
27,37,5,0.15066275,2
26,37,5,0.13093777,1
23,37,5,0.106890276,2
35,37,5,0.15753442,2
20,37,5,0.15124868,2
3,37,5,0.17493188,2
24,37,5,0.1049125,2
0,37,5,0.08425089,2
34,37,5,0.09067779,2
11,37,5,0.13788173,2
14,37,5,0.10646571,2
2,37,5,0.10649061,2
21,37,5,0.092116624,2
9,18,5,0.126807,2
1,18,5,0.084755205,2
30,18,5,0.12071042,2
7,18,5,0.11124592,2
5,18,5,0.19654551,2
36,18,5,0.117881134,2
13,18,5,0.08717637,2
28,18,5,0.18212046,2
8,18,5,0.117029436,2
16,18,5,0.110283844,1
19,18,5,0.10796116,2
25,18,5,0.114679836,2
6,18,5,0.08740668,1
10,18,5,0.12516557,2
27,18,5,0.13801429,2
26,18,5,0.1470913,1
23,18,5,0.10631159,2
35,18,5,0.1809885,2
20,18,5,0.20251165,2
3,18,5,0.14340597,2
24,18,5,0.100931555,2
0,18,5,0.11429497,2
34,18,5,0.09073383,2
11,18,5,0.12573913,2
14,18,5,0.11888393,2
2,18,5,0.09296276,2
21,18,5,0.095501535,2
4,31,5,0.12576114,0
38,31,5,0.13005668,0
22,31,5,0.101934545,0
33,31,5,0.08315089,0
32,31,5,0.11581866,0
4,12,5,0.12582926,0
38,12,5,0.12573181,0
22,12,5,0.098811455,0
33,12,5,0.120891154,0
32,12,5,0.101074256,0
9,29,5,0.12632461,2
1,29,5,0.1003446,2
30,29,5,0.09424392,2
7,29,5,0.12775874,2
5,29,5,0.14823556,2
36,29,5,0.15819396,2
13,29,5,0.081898816,2
28,29,5,0.17142911,2
8,29,5,0.1422571,2
16,29,5,0.1308593,1
19,29,5,0.10951955,2
25,29,5,0.10605226,2
6,29,5,0.10178597,1
10,29,5,0.09993466,2
27,29,5,0.12253181,2
26,29,5,0.14375405,1
23,29,5,0.11450939,2
35,29,5,0.13318662,2
20,29,5,0.17867865,2
3,29,5,0.1836354,2
24,29,5,0.09707103,2
0,29,5,0.095886834,2
34,29,5,0.09042245,2
11,29,5,0.11982931,2
14,29,5,0.09694498,2
2,29,5,0.09251123,2
21,29,5,0.1154815,2
17,9,5,0.1292025,2
17,1,5,0.123551294,2
17,30,5,0.12676814,2
17,7,5,0.103394896,2
17,5,5,0.10246334,2
17,36,5,0.11407567,2
17,13,5,0.111902416,2
17,28,5,0.107609786,2
17,8,5,0.10498817,2
17,16,5,0.10475747,1
17,19,5,0.1137504,2
17,25,5,0.098934196,2
17,6,5,0.13137951,1
17,10,5,0.1120884,2
17,27,5,0.12111133,2
17,26,5,0.10226307,1
17,23,5,0.122748576,2
17,35,5,0.10228293,2
17,20,5,0.12633,2
17,3,5,0.095193595,2
17,24,5,0.12408055,2
17,0,5,0.5835974,2
17,34,5,0.13891932,2
17,11,5,0.11451624,2
17,14,5,0.12128441,2
17,2,5,0.12092266,2
17,21,5,0.13023123,2
17,4,5,0.13293304,1
17,38,5,0.123979926,1
17,22,5,0.09361068,1
17,33,5,0.14336398,1
17,32,5,0.11584102,1
15,4,5,0.098094635,0
15,38,5,0.09138038,0
15,22,5,0.12228788,0
15,33,5,0.13851681,0
15,32,5,0.12372161,0
37,9,5,0.12699182,2
37,1,5,0.14925045,2
37,30,5,0.14203037,2
37,7,5,0.124976255,2
37,5,5,0.107151605,2
37,36,5,0.14000182,2
37,13,5,0.11996704,2
37,28,5,0.10704395,2
37,8,5,0.109802455,2
37,16,5,0.13583674,1
37,19,5,0.10981166,2
37,25,5,0.14840572,2
37,6,5,0.14155126,1
37,10,5,0.12429585,2
37,27,5,0.11560291,2
37,26,5,0.1191343,1
37,23,5,0.123080015,2
37,35,5,0.094757184,2
37,20,5,0.10842343,2
37,3,5,0.08791406,2
37,24,5,0.14321645,2
37,0,5,0.4732057,2
37,34,5,0.12655827,2
37,11,5,0.12872814,2
37,14,5,0.14068966,2
37,2,5,0.10701528,2
37,21,5,0.13804853,2
18,9,5,0.13001022,2
18,1,5,0.13860965,2
18,30,5,0.11821666,2
18,7,5,0.14479022,2
18,5,5,0.103665404,2
18,36,5,0.13049647,2
18,13,5,0.1151066,2
18,28,5,0.12557651,2
18,8,5,0.094607495,2
18,16,5,0.09742861,1
18,19,5,0.12894922,2
18,25,5,0.10135997,2
18,6,5,0.09587088,1
18,10,5,0.14243074,2
18,27,5,0.10532535,2
18,26,5,0.11748158,1
18,23,5,0.11698601,2
18,35,5,0.10359791,2
18,20,5,0.108690046,2
18,3,5,0.080268554,2
18,24,5,0.12326227,2
18,0,5,0.58007306,2
18,34,5,0.13034812,2
18,11,5,0.11891188,2
18,14,5,0.124086164,2
18,2,5,0.1388363,2
18,21,5,0.13549578,2
31,4,5,0.11415058,0
31,38,5,0.09255115,0
31,22,5,0.12944932,0
31,33,5,0.09272772,0
31,32,5,0.11616964,0
12,4,5,0.11264092,0
12,38,5,0.11690973,0
12,22,5,0.11314862,0
12,33,5,0.097075164,0
12,32,5,0.11787147,0
29,9,5,0.12898804,2
29,1,5,0.14020517,2
29,30,5,0.11932764,2
29,7,5,0.11829172,2
29,5,5,0.11131548,2
29,36,5,0.097406976,2
29,13,5,0.1282096,2
29,28,5,0.101196066,2
29,8,5,0.12401249,2
29,16,5,0.11599366,1
29,19,5,0.105075344,2
29,25,5,0.1280995,2
29,6,5,0.14503852,1
29,10,5,0.114523426,2
29,27,5,0.120857626,2
29,26,5,0.11784806,1
29,23,5,0.1331502,2
29,35,5,0.1193377,2
29,20,5,0.1079093,2
29,3,5,0.10484596,2
29,24,5,0.12459641,2
29,0,5,0.4907398,2
29,34,5,0.11365073,2
29,11,5,0.10602389,2
29,14,5,0.1274872,2
29,2,5,0.13890074,2
29,21,5,0.12980919,2
19,22,6,0.0,0
59,22,6,0.0,0
54,22,6,0.0,0
2,16,6,0.0,0
39,41,6,0.0,0
42,41,6,0.0,0
58,41,6,0.0,0
20,41,6,0.0,0
55,33,6,0.0,0
30,33,6,0.0,0
11,50,6,0.0,0
53,50,6,0.0,0
60,5,6,0.0,0
61,41,6,0.0,0
14,51,6,0.0,0
62,51,6,0.0,0
25,6,6,0.0,0
40,6,6,0.0,0
46,16,6,0.0,0
24,5,6,0.0,0
49,5,6,0.0,0
24,9,6,0.0,0
49,9,6,0.0,0
19,52,6,0.0,0
59,52,6,0.0,0
54,52,6,0.0,0
2,32,6,0.0,0
39,34,6,0.0,0
42,34,6,0.0,0
58,34,6,0.0,0
20,34,6,0.0,0
2,56,6,0.0,0
39,4,6,0.0,0
42,4,6,0.0,0
58,4,6,0.0,0
20,4,6,0.0,0
19,15,6,0.0,0
59,15,6,0.0,0
54,15,6,0.0,0
3,35,6,0.0,0
23,9,6,0.0,0
13,37,6,0.0,0
18,35,6,0.0,0
55,36,6,0.0,0
30,36,6,0.0,0
11,43,6,0.0,0
53,43,6,0.0,0
60,9,6,0.0,0
31,44,6,0.6493528,2
61,34,6,0.0,0
14,28,6,0.0,0
62,28,6,0.0,0
48,37,6,0.0,0
7,37,6,0.0,0
25,47,6,0.0,0
40,47,6,0.0,0
1,44,6,0.7884407,2
26,35,6,0.0,0
21,15,6,0.0,0
29,37,6,0.0,0
46,32,6,0.0,0
3,27,6,0.0,0
23,17,6,0.0,0
18,27,6,0.0,0
55,12,6,0.0,0
30,12,6,0.0,0
11,8,6,0.0,0
53,8,6,0.0,0
60,17,6,0.0,0
31,0,6,0.70131207,2
61,4,6,0.0,0
14,45,6,0.0,0
62,45,6,0.0,0
25,57,6,0.0,0
40,57,6,0.0,0
1,0,6,0.42852402,2
21,52,6,0.0,0
46,56,6,0.0,0
24,17,6,0.0,0
49,17,6,0.0,0
24,10,6,0.0,0
49,10,6,0.0,0
39,38,6,0.0,0
42,38,6,0.0,0
58,38,6,0.0,0
20,38,6,0.0,0
22,19,6,0.0,0
22,59,6,0.0,0
22,54,6,0.0,0
16,2,6,0.0,0
41,39,6,0.0,0
41,42,6,0.0,0
41,58,6,0.0,0
41,20,6,0.0,0
33,55,6,0.0,0
33,30,6,0.0,0
50,11,6,0.0,0
50,53,6,0.0,0
5,60,6,0.0,0
41,61,6,0.0,0
51,14,6,0.0,0
51,62,6,0.0,0
6,25,6,0.0,0
6,40,6,0.0,0
16,46,6,0.0,0
5,24,6,0.0,0
5,49,6,0.0,0
9,24,6,0.0,0
9,49,6,0.0,0
52,19,6,0.0,0
52,59,6,0.0,0
52,54,6,0.0,0
32,2,6,0.0,0
34,39,6,0.0,0
34,42,6,0.0,0
34,58,6,0.0,0
34,20,6,0.0,0
56,2,6,0.0,0
4,39,6,0.0,0
4,42,6,0.0,0
4,58,6,0.0,0
4,20,6,0.0,0
15,19,6,0.0,0
15,59,6,0.0,0
15,54,6,0.0,0
35,3,6,0.0,0
9,23,6,0.0,0
37,13,6,0.0,0
35,18,6,0.0,0
36,55,6,0.0,0
36,30,6,0.0,0
43,11,6,0.0,0
43,53,6,0.0,0
9,60,6,0.0,0
44,31,6,0.8981747,2
34,61,6,0.0,0
28,14,6,0.0,0
28,62,6,0.0,0
37,48,6,0.0,0
37,7,6,0.0,0
47,25,6,0.0,0
47,40,6,0.0,0
44,1,6,0.050714478,2
35,26,6,0.0,0
15,21,6,0.0,0
37,29,6,0.0,0
32,46,6,0.0,0
27,3,6,0.0,0
17,23,6,0.0,0
27,18,6,0.0,0
12,55,6,0.0,0
12,30,6,0.0,0
8,11,6,0.0,0
8,53,6,0.0,0
17,60,6,0.0,0
0,31,6,0.07349968,2
4,61,6,0.0,0
45,14,6,0.0,0
45,62,6,0.0,0
57,25,6,0.0,0
57,40,6,0.0,0
0,1,6,0.11909998,2
52,21,6,0.0,0
56,46,6,0.0,0
17,24,6,0.0,0
17,49,6,0.0,0
10,24,6,0.0,0
10,49,6,0.0,0
38,39,6,0.0,0
38,42,6,0.0,0
38,58,6,0.0,0
38,20,6,0.0,0
45,7,7,0.12987046,1
19,4,7,0.7097644,0
17,44,7,0.13142112,0
30,44,7,0.13331012,0
1,44,7,0.101242855,0
14,26,7,0.10791235,0
49,26,7,0.11834647,0
33,7,7,0.09879794,2
13,7,7,0.10445223,2
35,7,7,0.11010444,2
36,7,7,0.11575474,2
32,38,7,0.13869645,0
43,38,7,0.08988124,0
0,4,7,0.24990681,0
11,4,7,0.18807732,0
16,4,7,0.11747961,0
19,56,7,0.17259915,0
17,50,7,0.12275808,0
30,50,7,0.122129284,0
1,50,7,0.16308568,0
14,42,7,0.11577349,0
49,42,7,0.09457954,0
33,37,7,0.11183445,2
13,37,7,0.108396046,2
35,37,7,0.1311414,2
36,37,7,0.13751118,2
32,29,7,0.125366,0
43,29,7,0.10453626,0
11,56,7,0.1762711,0
16,56,7,0.16111942,0
19,23,7,0.17216998,0
17,27,7,0.12553549,0
30,27,7,0.13103773,0
1,27,7,0.15248159,0
14,9,7,0.11946095,0
49,9,7,0.10967968,0
33,57,7,0.11738172,2
13,57,7,0.123854324,2
35,57,7,0.12119077,2
36,57,7,0.13060011,2
32,28,7,0.13062732,0
43,28,7,0.107585005,0
11,23,7,0.18330969,0
16,23,7,0.19247124,0
17,5,7,0.85790956,1
30,5,7,0.8576509,1
1,5,7,0.87292004,1
8,5,7,0.18109614,1
53,5,7,0.16888765,1
14,5,7,0.8676195,1
49,5,7,0.8261578,1
3,5,7,0.52791953,1
25,5,7,0.1410359,1
31,5,7,0.16736999,1
12,5,7,0.09240677,1
34,5,7,0.18777394,1
46,5,7,0.13114206,1
58,5,7,0.13440539,1
59,5,7,0.14306407,1
41,5,7,0.14242363,1
33,5,7,0.8324973,2
13,5,7,0.8217855,2
35,5,7,0.856898,2
36,5,7,0.88778126,2
48,5,7,0.1323488,1
39,5,7,0.12537341,1
52,5,7,0.17789112,1
6,5,7,0.7284522,1
18,5,7,0.2626802,1
40,5,7,0.150456,1
32,5,7,0.8352036,1
43,5,7,0.77758956,1
15,5,7,0.12357886,1
54,5,7,0.15475272,1
55,5,7,0.09254101,1
21,5,7,0.11760563,1
2,5,7,0.1523712,1
47,5,7,0.17715283,1
22,5,7,0.12583245,1
20,5,7,0.19300051,1
24,5,7,0.15639149,1
10,5,7,0.44110572,1
0,5,7,0.8520538,1
11,5,7,0.8632835,1
16,5,7,0.8229012,1
51,5,7,0.10424316,1
7,45,7,0.108578704,1
4,19,7,0.18430072,0
44,17,7,0.103161596,0
44,30,7,0.11280262,0
44,1,7,0.08964765,0
26,14,7,0.098552,0
26,49,7,0.095318004,0
7,33,7,0.107426,2
7,13,7,0.12160922,2
7,35,7,0.116631635,2
7,36,7,0.111206606,2
38,32,7,0.115552224,0
38,43,7,0.10992206,0
4,0,7,0.8148634,0
4,11,7,0.11715191,0
4,16,7,0.10771693,0
56,19,7,0.13693228,0
50,17,7,0.10330407,0
50,30,7,0.117420465,0
50,1,7,0.10402921,0
42,14,7,0.10440878,0
42,49,7,0.108591095,0
37,33,7,0.10460783,2
37,13,7,0.111034505,2
37,35,7,0.099991255,2
37,36,7,0.10989514,2
29,32,7,0.11245253,0
29,43,7,0.103269726,0
56,11,7,0.8303837,0
56,16,7,0.88045,0
23,19,7,0.12167083,0
27,17,7,0.10686234,0
27,30,7,0.1103235,0
27,1,7,0.10528604,0
9,14,7,0.106437184,0
9,49,7,0.11258225,0
57,33,7,0.11143514,2
57,13,7,0.11019462,2
57,35,7,0.095499024,2
57,36,7,0.10892243,2
28,32,7,0.11858787,0
28,43,7,0.118627675,0
23,11,7,0.86870146,0
23,16,7,0.9127062,0
5,17,7,0.108647235,1
5,30,7,0.11407323,1
5,1,7,0.11223878,1
5,8,7,0.08071503,1
5,53,7,0.07716721,1
5,14,7,0.10246017,1
5,49,7,0.08896219,1
5,3,7,0.119229935,1
5,25,7,0.08160009,1
5,31,7,0.075758055,1
5,12,7,0.09535089,1
5,34,7,0.086935796,1
5,46,7,0.9129966,1
5,58,7,0.08497166,1
5,59,7,0.0842934,1
5,41,7,0.08244837,1
5,33,7,0.11392201,2
5,13,7,0.10938498,2
5,35,7,0.118822664,2
5,36,7,0.113173746,2
5,48,7,0.07857607,1
5,39,7,0.9203492,1
5,52,7,0.06786141,1
5,6,7,0.115990534,1
5,18,7,0.10953053,1
5,40,7,0.095243424,1
5,32,7,0.0955454,1
5,43,7,0.08664648,1
5,15,7,0.083417766,1
5,54,7,0.06845504,1
5,55,7,0.09295865,1
5,21,7,0.084075436,1
5,2,7,0.059287712,1
5,47,7,0.08107725,1
5,22,7,0.07762788,1
5,20,7,0.10339631,1
5,24,7,0.08505783,1
5,10,7,0.10648678,1
5,0,7,0.870221,1
5,11,7,0.1783347,1
5,16,7,0.18779607,1
5,51,7,0.085956275,1
43,17,8,0.0,2
59,46,8,0.0,0
47,17,8,0.0,2
18,30,8,0.09373369,0
34,61,8,0.0,0
0,42,8,0.5246802,0
58,61,8,0.0,0
45,42,8,0.52232695,0
32,57,8,0.16867109,0
3,57,8,0.95444083,0
4,39,8,0.10037043,0
1,39,8,0.13376352,0
9,38,8,0.93886995,0
41,38,8,0.083579354,0
43,55,8,0.0,2
6,5,8,0.19490981,0
18,5,8,0.13362247,0
25,5,8,0.22777161,0
11,5,8,0.18905887,0
