src,dst,id,edge_weight,edge_importance
52,17,0,0.13321215,2
52,5,0,0.11790048,2
52,25,0,0.12237494,2
52,6,0,0.13759732,2
52,18,0,0.117725305,2
52,40,0,0.1338704,2
52,28,0,0.10720137,2
52,32,0,0.10920488,2
52,49,0,0.123269446,2
52,57,0,0.107260615,2
52,50,0,0.13954282,2
52,3,0,0.14411059,2
52,13,0,0.12943679,2
52,20,0,0.1461653,2
52,44,0,0.12791026,2
52,26,0,0.14199233,2
52,47,0,0.13551553,2
52,35,0,0.13197449,1
52,1,0,0.109301336,1
45,2,0,0.12063835,2
45,39,0,0.11064382,2
45,34,0,0.14058408,2
45,36,0,0.11950924,2
45,9,0,0.11431628,2
45,7,0,0.109596536,2
45,31,0,0.12114958,1
45,22,0,0.10568666,2
45,29,0,0.12115385,2
45,12,0,0.12864134,2
45,54,0,0.1260269,2
45,23,0,0.14830919,2
45,33,0,0.1473654,2
45,21,0,0.10438154,2
45,51,0,0.13956459,2
45,53,0,0.121200524,2
45,0,0,0.8599993,2
45,56,0,0.121577725,2
45,19,0,0.12265487,2
45,24,0,0.11665395,2
45,14,0,0.1137132,2
45,8,0,0.11786931,2
45,4,0,0.109456465,2
45,30,0,0.106168225,1
45,27,0,0.13209513,2
45,41,0,0.14927053,2
45,58,0,0.118358225,2
45,15,0,0.13043381,2
45,46,0,0.12408699,2
45,10,0,0.12011755,2
45,16,0,0.11819551,2
45,48,0,0.10823657,2
45,37,0,0.121542916,2
45,55,0,0.111966394,2
45,38,0,0.13896994,2
45,17,0,0.1304591,2
45,5,0,0.13355255,2
45,25,0,0.122258864,2
45,6,0,0.11901298,2
45,18,0,0.14946549,2
45,40,0,0.09953231,2
45,28,0,0.15019663,2
45,32,0,0.09626259,2
45,49,0,0.12902552,2
45,57,0,0.14864504,2
45,50,0,0.12519778,2
45,3,0,0.1275185,2
45,13,0,0.12573108,2
45,20,0,0.1509659,2
45,44,0,0.11076731,2
45,26,0,0.12697291,2
45,47,0,0.13687004,2
45,35,0,0.11895787,1
45,1,0,0.13893747,1
32,8,1,0.1541195,2
23,8,1,0.119551316,2
26,8,1,0.12183747,2
28,8,1,0.118067525,2
18,8,1,0.14825647,2
25,8,1,0.10250253,2
13,8,1,0.11155526,2
40,8,1,0.131399,2
29,8,1,0.1270398,2
39,8,1,0.13572244,2
12,8,1,0.13300717,2
36,8,1,0.1184402,2
16,8,1,0.106023334,2
2,8,1,0.09035271,1
38,8,1,0.0903777,2
35,8,1,0.10204289,2
24,8,1,0.1154084,2
33,8,1,0.099696964,2
37,8,1,0.12042442,2
1,8,1,0.12086075,2
15,8,1,0.121922664,2
9,8,1,0.13219173,1
14,8,1,0.097216606,2
20,8,1,0.10124296,2
4,8,1,0.10120359,2
3,8,1,0.119686574,2
22,8,1,0.1528066,2
10,8,1,0.102559745,2
5,8,1,0.122074425,2
31,8,1,0.11329343,2
19,8,1,0.1317965,2
30,8,1,0.11648522,2
0,8,1,0.1260786,2
11,8,1,0.13020138,2
21,8,1,0.1193074,1
17,8,1,0.1328741,2
26,34,1,0.10578013,2
28,34,1,0.102509536,2
18,34,1,0.13666055,2
25,34,1,0.10523515,2
13,34,1,0.12630375,2
40,34,1,0.10093345,2
29,34,1,0.12502393,2
39,34,1,0.11275905,2
12,34,1,0.105491884,2
36,34,1,0.12763782,2
16,34,1,0.1156203,2
2,34,1,0.118568696,1
38,34,1,0.110265404,2
35,34,1,0.12044462,2
24,34,1,0.10757981,2
33,34,1,0.1359681,2
37,34,1,0.11420568,2
1,34,1,0.11513609,2
15,34,1,0.12428875,2
9,34,1,0.10489914,1
14,34,1,0.12571636,2
20,34,1,0.12805897,2
4,34,1,0.113190554,2
3,34,1,0.1159166,2
22,34,1,0.11217613,2
10,34,1,0.106140755,2
5,34,1,0.11349731,2
31,34,1,0.13710384,2
19,34,1,0.124018565,2
30,34,1,0.11728644,2
0,34,1,0.12119318,2
11,34,1,0.111105815,2
21,34,1,0.11413708,1
17,34,1,0.13504128,2
32,34,1,0.14728798,2
23,34,1,0.1289759,2
32,27,1,0.13328297,2
23,27,1,0.13992909,2
26,27,1,0.12262541,2
28,27,1,0.12002342,2
18,27,1,0.114995636,2
25,27,1,0.107757546,2
13,27,1,0.13809721,2
40,27,1,0.11636201,2
29,27,1,0.12911385,2
39,27,1,0.11517622,2
12,27,1,0.088066734,2
36,27,1,0.1091445,2
16,27,1,0.10623932,2
2,27,1,0.11526634,1
38,27,1,0.12152753,2
35,27,1,0.11050009,2
24,27,1,0.116974406,2
33,27,1,0.13456947,2
37,27,1,0.11684472,2
1,27,1,0.117608555,2
15,27,1,0.110175654,2
9,27,1,0.11635284,1
14,27,1,0.12156123,2
20,27,1,0.11780379,2
4,27,1,0.11400491,2
3,27,1,0.11842581,2
22,27,1,0.11551356,2
10,27,1,0.11183509,2
5,27,1,0.12819128,2
31,27,1,0.11655606,2
19,27,1,0.114485584,2
30,27,1,0.13473292,2
0,27,1,0.13529645,2
11,27,1,0.11467866,2
21,27,1,0.13205567,1
17,27,1,0.12143055,2
32,7,1,0.43765548,1
23,7,1,0.14620215,1
26,6,1,0.115096875,2
28,6,1,0.11652442,2
18,6,1,0.12963746,2
25,6,1,0.12814507,2
13,6,1,0.1280033,2
40,6,1,0.13093375,2
29,6,1,0.13161083,2
39,6,1,0.12942904,2
12,6,1,0.12811767,2
36,6,1,0.11361105,2
16,6,1,0.1078411,2
2,6,1,0.08998077,1
38,6,1,0.1391471,2
35,6,1,0.13378175,2
24,6,1,0.11365165,2
33,6,1,0.123512365,2
37,6,1,0.12832311,2
1,6,1,0.13282852,2
15,6,1,0.14676191,2
9,6,1,0.102064125,1
14,6,1,0.098241396,2
20,6,1,0.11484262,2
4,6,1,0.11749268,2
3,6,1,0.09986011,2
22,6,1,0.11893415,2
10,6,1,0.105465315,2
5,6,1,0.11808806,2
31,6,1,0.10474158,2
19,6,1,0.14064214,2
30,6,1,0.09845114,2
0,6,1,0.10588583,2
11,6,1,0.12860313,2
21,6,1,0.102590784,1
17,6,1,0.1414721,2
8,32,1,0.15101217,2
8,23,1,0.11744958,2
8,26,1,0.11995337,2
8,28,1,0.14148387,2
8,18,1,0.112502284,2
8,25,1,0.13201502,2
8,13,1,0.115184575,2
8,40,1,0.12054,2
8,29,1,0.114286125,2
8,39,1,0.14123936,2
8,12,1,0.115868926,2
8,36,1,0.12252634,2
8,16,1,0.105972484,2
8,2,1,0.11503841,1
8,38,1,0.10163844,2
8,35,1,0.11853647,2
8,24,1,0.1401137,2
8,33,1,0.10256781,2
8,37,1,0.11606884,2
8,1,1,0.121903345,2
8,15,1,0.12269411,2
8,9,1,0.11122909,1
8,14,1,0.092761435,2
8,20,1,0.1309084,2
8,4,1,0.10863081,2
8,3,1,0.10699132,2
8,22,1,0.10719576,2
8,10,1,0.11294127,2
8,5,1,0.10878613,2
8,31,1,0.13935514,2
8,19,1,0.12044142,2
8,30,1,0.114616156,2
8,0,1,0.8506774,2
8,11,1,0.1148579,2
8,21,1,0.12028223,1
8,17,1,0.117984615,2
34,26,1,0.122365564,2
34,28,1,0.12347673,2
34,18,1,0.11395316,2
34,25,1,0.1268134,2
34,13,1,0.10769877,2
34,40,1,0.109367184,2
34,29,1,0.10008479,2
34,39,1,0.11682782,2
34,12,1,0.12419324,2
34,36,1,0.09302745,2
34,16,1,0.11410849,2
34,2,1,0.11978345,1
34,38,1,0.11796078,2
34,35,1,0.12112458,2
34,24,1,0.0986614,2
34,33,1,0.12792742,2
34,37,1,0.12068989,2
34,1,1,0.11284667,2
34,15,1,0.11282242,2
34,9,1,0.10220976,1
34,14,1,0.11310299,2
34,20,1,0.11102818,2
34,4,1,0.09821149,2
34,3,1,0.15101872,2
34,22,1,0.109477915,2
34,10,1,0.11398254,2
34,5,1,0.117278524,2
34,31,1,0.12132668,2
34,19,1,0.12523325,2
34,30,1,0.12670809,2
34,0,1,0.82666177,2
34,11,1,0.11120793,2
34,21,1,0.09503339,1
34,17,1,0.13145728,2
34,32,1,0.1263707,2
34,23,1,0.1314432,2
27,32,1,0.11219453,2
27,23,1,0.11946037,2
27,26,1,0.1340648,2
27,28,1,0.12017576,2
27,18,1,0.11950567,2
27,25,1,0.105920374,2
27,13,1,0.13580628,2
27,40,1,0.121043414,2
27,29,1,0.12195115,2
27,39,1,0.10296113,2
27,12,1,0.11893053,2
27,36,1,0.13267744,2
27,16,1,0.11355412,2
27,2,1,0.113882445,1
27,38,1,0.14233059,2
27,35,1,0.113748625,2
27,24,1,0.08361721,2
27,33,1,0.122456,2
27,37,1,0.11118868,2
27,1,1,0.10966781,2
27,15,1,0.09850371,2
27,9,1,0.110028245,1
27,14,1,0.10652535,2
27,20,1,0.10076303,2
27,4,1,0.10051636,2
27,3,1,0.12574057,2
27,22,1,0.107090086,2
27,10,1,0.11178217,2
27,5,1,0.121402025,2
27,31,1,0.12593576,2
27,19,1,0.111563064,2
27,30,1,0.08577809,2
27,0,1,0.8544351,2
27,11,1,0.13202913,2
27,21,1,0.12328095,1
27,17,1,0.13775586,2
7,32,1,0.110862456,1
7,23,1,0.11754681,1
6,26,1,0.09635931,2
6,28,1,0.12424852,2
6,18,1,0.10632902,2
6,25,1,0.1101046,2
6,13,1,0.106449135,2
6,40,1,0.11234501,2
6,29,1,0.12465194,2
6,39,1,0.11391669,2
6,12,1,0.12835458,2
6,36,1,0.11224087,2
6,16,1,0.11588637,2
6,2,1,0.10580293,1
6,38,1,0.12765275,2
6,35,1,0.070480116,2
6,24,1,0.11817785,2
6,33,1,0.09877278,2
6,37,1,0.11064579,2
6,1,1,0.10904368,2
6,15,1,0.12942754,2
6,9,1,0.09824936,1
6,14,1,0.1085952,2
6,20,1,0.08975428,2
6,4,1,0.10911092,2
6,3,1,0.11872228,2
6,22,1,0.119707756,2
6,10,1,0.109063536,2
6,5,1,0.116130784,2
6,31,1,0.09555396,2
6,19,1,0.107062474,2
6,30,1,0.11738153,2
6,0,1,0.8707617,2
6,11,1,0.09911256,2
6,21,1,0.10726772,1
6,17,1,0.11257635,2
41,55,2,0.09978469,0
25,33,2,0.4221176,0
61,15,2,0.08168217,0
45,36,2,0.0,0
1,36,2,0.0,0
27,55,2,0.11398502,0
2,46,2,0.11517678,2
12,55,2,0.0,0
43,17,2,0.96218425,0
19,17,2,0.108547226,0
22,39,2,0.0,0
58,55,2,0.10211168,0
47,55,2,0.10222125,0
18,46,2,0.11715317,2
54,55,2,0.11055168,0
5,55,2,0.109633565,0
20,55,2,0.11070573,0
37,39,2,0.0,0
50,39,2,0.0,0
24,39,2,0.0,0
14,39,2,0.0,0
3,39,2,0.0,0
10,15,2,0.12145161,0
10,42,2,0.122729726,1
28,33,2,0.30930117,0
13,55,2,0.08656872,0
21,31,2,0.10270019,1
60,31,2,0.10088794,1
58,31,2,0.10900919,1
47,31,2,0.12776677,1
41,31,2,0.115122855,1
25,31,2,0.06541493,1
61,31,2,0.1140135,1
12,11,2,0.0,0
44,11,2,0.0,0
60,42,2,0.12559834,1
22,32,2,0.0,0
22,35,2,0.0,0
13,42,2,0.085227974,1
61,42,2,0.114571996,1
38,42,2,0.10182105,1
45,56,2,0.0,0
1,56,2,0.0,0
21,42,2,0.0973742,1
57,31,2,0.09074782,1
5,31,2,0.110177346,1
59,31,2,0.08696445,1
2,31,2,0.1164534,2
12,29,2,0.0,0
44,29,2,0.0,0
20,31,2,0.1026649,1
37,35,2,0.0,0
50,35,2,0.0,0
24,35,2,0.0,0
14,35,2,0.0,0
3,35,2,0.0,0
54,42,2,0.09873592,1
16,42,2,0.118473336,1
23,42,2,0.0942723,1
20,42,2,0.108832344,1
18,31,2,0.08215836,2
54,31,2,0.12530853,1
16,31,2,0.10736795,1
23,31,2,0.08469031,1
41,42,2,0.10970005,1
25,42,2,0.10024015,1
38,31,2,0.09787657,1
45,4,2,0.0,0
1,4,2,0.0,0
27,31,2,0.1213107,1
58,42,2,0.09567494,1
47,42,2,0.12753224,1
18,42,2,0.1339862,2
57,42,2,0.07221164,1
5,42,2,0.10752512,1
59,42,2,0.10193664,1
2,42,2,0.09584559,2
27,42,2,0.1134888,1
43,31,2,0.0981752,1
19,31,2,0.08494945,1
28,31,2,0.082813315,1
13,31,2,0.103610106,1
10,31,2,0.105524905,1
37,32,2,0.0,0
50,32,2,0.0,0
24,32,2,0.0,0
14,32,2,0.0,0
3,32,2,0.0,0
28,42,2,0.09968191,1
43,42,2,0.09869967,1
19,42,2,0.09527038,1
20,30,2,0.11461599,0
53,30,2,0.0,0
28,51,2,0.31377232,0
6,51,2,0.0,0
21,48,2,0.120476246,0
40,48,2,0.0,0
43,52,2,0.10271401,0
19,52,2,0.107443735,0
34,0,2,0.7579645,0
25,0,2,0.8214946,0
49,0,2,0.73793936,0
7,26,2,0.0,0
61,26,2,0.101111606,0
38,9,2,0.110852,0
45,9,2,0.0,0
1,9,2,0.0,0
12,8,2,0.0,0
44,8,2,0.0,0
55,41,2,0.080702946,0
33,25,2,0.16819103,0
15,61,2,0.09767108,0
36,45,2,0.0,0
36,1,2,0.0,0
55,27,2,0.1030786,0
46,2,2,0.08754314,2
55,12,2,0.0,0
17,43,2,0.09697064,0
17,19,2,0.106620714,0
39,22,2,0.0,0
55,58,2,0.11258363,0
55,47,2,0.10814587,0
46,18,2,0.10320482,2
55,54,2,0.09620109,0
55,5,2,0.10188433,0
55,20,2,0.10498126,0
39,37,2,0.0,0
39,50,2,0.0,0
39,24,2,0.0,0
39,14,2,0.0,0
39,3,2,0.0,0
15,10,2,0.08397266,0
42,10,2,0.10536274,1
33,28,2,0.09813805,0
55,13,2,0.10697009,0
31,21,2,0.09583056,1
31,60,2,0.09755743,1
31,58,2,0.111161605,1
31,47,2,0.097655796,1
31,41,2,0.092787534,1
31,25,2,0.36154765,1
31,61,2,0.10409681,1
11,12,2,0.0,0
11,44,2,0.0,0
42,60,2,0.107805274,1
32,22,2,0.0,0
35,22,2,0.0,0
42,13,2,0.09855866,1
42,61,2,0.091273956,1
42,38,2,0.09170934,1
56,45,2,0.0,0
56,1,2,0.0,0
42,21,2,0.11027469,1
31,57,2,0.10251506,1
31,5,2,0.10651795,1
31,59,2,0.10184853,1
31,2,2,0.11052784,2
29,12,2,0.0,0
29,44,2,0.0,0
31,20,2,0.09803078,1
35,37,2,0.0,0
35,50,2,0.0,0
35,24,2,0.0,0
35,14,2,0.0,0
35,3,2,0.0,0
42,54,2,0.11045639,1
42,16,2,0.09265131,1
42,23,2,0.118580356,1
42,20,2,0.090920955,1
31,18,2,0.09440583,2
31,54,2,0.0862449,1
31,16,2,0.10417047,1
31,23,2,0.106397845,1
42,41,2,0.097228184,1
42,25,2,0.29457805,1
31,38,2,0.11591013,1
4,45,2,0.0,0
4,1,2,0.0,0
31,27,2,0.107908316,1
42,58,2,0.11125128,1
42,47,2,0.10090124,1
42,18,2,0.09942393,2
42,57,2,0.103311464,1
42,5,2,0.107866295,1
42,59,2,0.098633304,1
42,2,2,0.10674735,2
42,27,2,0.09746889,1
31,43,2,0.10531983,1
31,19,2,0.11134445,1
31,28,2,0.122962445,1
31,13,2,0.113672644,1
31,10,2,0.10091701,1
32,37,2,0.0,0
32,50,2,0.0,0
32,24,2,0.0,0
32,14,2,0.0,0
32,3,2,0.0,0
42,28,2,0.15058552,1
42,43,2,0.09692605,1
42,19,2,0.10270542,1
30,20,2,0.09501697,0
30,53,2,0.0,0
51,28,2,0.14415167,0
51,6,2,0.0,0
48,21,2,0.09923317,0
48,40,2,0.0,0
52,43,2,0.11073317,0
52,19,2,0.10708298,0
0,34,2,0.46363902,0
0,25,2,0.1957107,0
0,49,2,0.44959846,0
26,7,2,0.0,0
26,61,2,0.103831016,0
9,38,2,0.0922318,0
9,45,2,0.0,0
9,1,2,0.0,0
8,12,2,0.0,0
8,44,2,0.0,0
0,30,3,0.11520966,2
2,30,3,0.11620136,2
23,30,3,0.12908961,1
35,30,3,0.13401163,2
33,30,3,0.122272424,2
4,30,3,0.09760695,2
5,30,3,0.13073544,2
19,30,3,0.08735632,2
32,30,3,0.118097164,2
26,30,3,0.13349256,2
1,30,3,0.10504283,2
27,30,3,0.11473761,2
28,30,3,0.09656668,2
8,30,3,0.15823703,1
13,30,3,0.12504679,2
34,30,3,0.108342044,2
25,30,3,0.10268676,2
9,30,3,0.118079476,2
14,30,3,0.12864889,2
3,30,3,0.12249568,2
10,30,3,0.11364714,2
18,30,3,0.13933642,2
11,30,3,0.121806994,2
21,30,3,0.11630873,2
17,30,3,0.14274485,2
20,30,3,0.07812597,2
12,30,3,0.11195845,2
6,30,3,0.10446419,2
29,30,3,0.10727985,2
7,30,3,0.112425424,2
24,30,3,0.14636068,2
16,30,3,0.11813716,2
36,30,3,0.12659015,2
0,31,3,0.12701592,2
2,31,3,0.11478217,2
23,31,3,0.14001027,1
35,31,3,0.118796304,2
33,31,3,0.1053438,2
4,31,3,0.10020282,2
5,31,3,0.11704562,2
19,31,3,0.08832182,2
32,31,3,0.13811815,2
26,31,3,0.13497333,2
1,31,3,0.11022971,2
27,31,3,0.12234527,2
28,31,3,0.15593417,2
8,31,3,0.15079764,1
13,31,3,0.11079437,2
34,31,3,0.11173812,2
25,31,3,0.113394104,2
9,31,3,0.11685694,2
14,31,3,0.10118132,2
3,31,3,0.11805919,2
10,31,3,0.123845086,2
18,31,3,0.13737144,2
11,31,3,0.12704822,2
21,31,3,0.119332895,2
17,31,3,0.09696449,2
20,31,3,0.11044508,2
12,31,3,0.092544116,2
6,31,3,0.090467334,2
29,31,3,0.08717999,2
7,31,3,0.11294432,2
24,31,3,0.14006348,2
16,31,3,0.11160868,2
36,31,3,0.10670127,2
0,15,3,0.12935637,2
2,15,3,0.12879692,2
