,Unnamed: 0,src,dst,id,importance,explainer,edge_btw,explainer_hitrate,edge_btw_hitrate,max_hitrate
132,54,34,43,0,2.0,0.14859888,0.008664815,0.024,0.0,0.024
133,162,34,45,0,2.0,0.14058408,0.008664815,0.024,0.0,0.024
134,108,34,52,0,2.0,0.1343831,0.008664815,0.024,0.0,0.024
135,2,34,42,0,2.0,0.12203231,0.0,0.024,0.0,0.024
136,214,35,11,0,0.0,0.12294922,0.017095266,0.024,0.0,0.024
137,212,35,45,0,1.0,0.13300629,0.016532459,0.024,0.0,0.024
138,158,35,52,0,1.0,0.13197449,0.016532459,0.024,0.0,0.024
139,104,35,43,0,1.0,0.12868968,0.0,0.024,0.0,0.024
140,109,36,52,0,2.0,0.15795094,0.008664815,0.024,0.0,0.024
141,55,36,43,0,2.0,0.13397743,0.008664815,0.024,0.0,0.024
142,163,36,45,0,2.0,0.11950924,0.008664815,0.024,0.0,0.024
143,3,36,42,0,2.0,0.11959457,0.0,0.024,0.0,0.024
144,138,37,52,0,2.0,0.13793764,0.008664815,0.024,0.0,0.024
145,84,37,43,0,2.0,0.12529884,0.008664815,0.024,0.0,0.024
146,192,37,45,0,2.0,0.121542916,0.008664815,0.024,0.0,0.024
147,32,37,42,0,2.0,0.12448819,0.0,0.024,0.0,0.024
148,194,38,45,0,2.0,0.13896994,0.008664815,0.024,0.0,0.024
149,140,38,52,0,2.0,0.12850106,0.008664815,0.024,0.0,0.024
150,86,38,43,0,2.0,0.11030049,0.008664815,0.024,0.0,0.024
151,34,38,42,0,2.0,0.12882069,0.0,0.024,0.0,0.024
152,53,39,43,0,2.0,0.13713764,0.008664815,0.024,0.0,0.024
153,107,39,52,0,2.0,0.13395073,0.008664815,0.024,0.0,0.024
154,161,39,45,0,2.0,0.11575059,0.008664815,0.024,0.0,0.024
155,1,39,42,0,2.0,0.12057068,0.0,0.024,0.0,0.024
156,146,40,52,0,2.0,0.15057325,0.008664815,0.024,0.0,0.024
157,200,40,45,0,2.0,0.14118335,0.008664815,0.024,0.0,0.024
158,92,40,43,0,2.0,0.12844262,0.008664815,0.024,0.0,0.024
159,40,40,42,0,2.0,0.12831187,0.0,0.024,0.0,0.024
160,185,41,45,0,2.0,0.14927053,0.008664815,0.024,0.0,0.024
161,77,41,43,0,2.0,0.13392876,0.008664815,0.024,0.0,0.024
162,131,41,52,0,2.0,0.12892036,0.008664815,0.024,0.0,0.024
163,25,41,42,0,2.0,0.13802357,0.0,0.024,0.0,0.024
164,155,44,52,0,2.0,0.12791026,0.008664815,0.024,0.0,0.024
165,209,44,45,0,2.0,0.123611376,0.008664815,0.024,0.0,0.024
166,101,44,43,0,2.0,0.12007759,0.008664815,0.024,0.0,0.024
167,49,44,42,0,2.0,0.11813872,0.0,0.024,0.0,0.024
168,134,46,52,0,2.0,0.13476954,0.008664815,0.024,0.0,0.024
169,188,46,45,0,2.0,0.12408699,0.008664815,0.024,0.0,0.024
170,80,46,43,0,2.0,0.120816745,0.008664815,0.024,0.0,0.024
171,28,46,42,0,2.0,0.13814633,0.0,0.024,0.0,0.024
172,211,47,45,0,2.0,0.13794722,0.008664815,0.024,0.0,0.024
173,157,47,52,0,2.0,0.13551553,0.008664815,0.024,0.0,0.024
174,103,47,43,0,2.0,0.1261895,0.008664815,0.024,0.0,0.024
175,51,47,42,0,2.0,0.121216,0.0,0.024,0.0,0.024
176,191,48,45,0,2.0,0.14755653,0.008664815,0.024,0.0,0.024
177,137,48,52,0,2.0,0.12526496,0.008664815,0.024,0.0,0.024
178,83,48,43,0,2.0,0.112146325,0.008664815,0.024,0.0,0.024
179,31,48,42,0,2.0,0.11894216,0.0,0.024,0.0,0.024
180,203,49,45,0,2.0,0.14851046,0.008664815,0.024,0.0,0.024
181,95,49,43,0,2.0,0.13947776,0.008664815,0.024,0.0,0.024
182,149,49,52,0,2.0,0.12326944599999999,0.008664815,0.024,0.0,0.024
183,43,49,42,0,2.0,0.13549092,0.0,0.024,0.0,0.024
184,97,50,43,0,2.0,0.14809427,0.008664815,0.024,0.0,0.024
185,151,50,52,0,2.0,0.13954282,0.008664815,0.024,0.0,0.024
186,205,50,45,0,2.0,0.13712366,0.008664815,0.024,0.0,0.024
187,45,50,42,0,2.0,0.12386129,0.0,0.024,0.0,0.024
188,174,51,45,0,2.0,0.13956459,0.008664815,0.024,0.0,0.024
189,66,51,43,0,2.0,0.13617107,0.008664815,0.024,0.0,0.024
190,120,51,52,0,2.0,0.11795660000000001,0.008664815,0.024,0.0,0.024
191,14,51,42,0,2.0,0.1324546,0.0,0.024,0.0,0.024
192,67,53,43,0,2.0,0.13275631,0.008664815,0.024,0.0,0.024
193,175,53,45,0,2.0,0.13088633,0.008664815,0.024,0.0,0.024
194,121,53,52,0,2.0,0.11596382400000001,0.008664815,0.024,0.0,0.024
195,15,53,42,0,2.0,0.14409673,0.0,0.024,0.0,0.024
196,116,54,52,0,2.0,0.13542365,0.008664815,0.024,0.0,0.024
197,62,54,43,0,2.0,0.13377473,0.008664815,0.024,0.0,0.024
198,170,54,45,0,2.0,0.1260269,0.008664815,0.024,0.0,0.024
199,10,54,42,0,2.0,0.12439565,0.0,0.024,0.0,0.024
200,85,55,43,0,2.0,0.15099989,0.008664815,0.024,0.0,0.024
201,139,55,52,0,2.0,0.12308397,0.008664815,0.024,0.0,0.024
202,193,55,45,0,2.0,0.111966394,0.008664815,0.024,0.0,0.024
203,33,55,42,0,2.0,0.13581197,0.0,0.024,0.0,0.024
204,69,56,43,0,2.0,0.16197607,0.008664815,0.024,0.0,0.024
205,177,56,45,0,2.0,0.12685373,0.008664815,0.024,0.0,0.024
206,123,56,52,0,2.0,0.12452293,0.008664815,0.024,0.0,0.024
207,17,56,42,0,2.0,0.122540414,0.0,0.024,0.0,0.024
208,96,57,43,0,2.0,0.15669063,0.008664815,0.024,0.0,0.024
209,204,57,45,0,2.0,0.14864504,0.008664815,0.024,0.0,0.024
210,150,57,52,0,2.0,0.12042872,0.008664815,0.024,0.0,0.024
211,44,57,42,0,2.0,0.13876401,0.0,0.024,0.0,0.024
212,132,58,52,0,2.0,0.13703783,0.008664815,0.024,0.0,0.024
213,78,58,43,0,2.0,0.12582536,0.008664815,0.024,0.0,0.024
214,186,58,45,0,2.0,0.118358225,0.008664815,0.024,0.0,0.024
215,26,58,42,0,2.0,0.13302335,0.0,0.024,0.0,0.024
216,356,0,6,1,1.0,0.8707617,0.011495696000000001,0.0,0.0,0.0
217,320,0,27,1,1.0,0.8544351,0.012639487,0.0,0.0,0.0
218,248,0,8,1,1.0,0.8506773999999999,0.0,0.0,0.0,0.0
219,284,0,34,1,1.0,0.82666177,0.012639487,0.0,0.0,0.0
220,324,32,7,1,0.0,0.43765548,0.024695122000000003,0.0,0.0,0.0
221,216,32,8,1,1.0,0.1541195,0.02354336,0.0,0.0,0.0
222,242,22,8,1,1.0,0.15280660000000001,0.0,0.0,0.0,0.0
223,277,3,34,1,1.0,0.15101872,0.012639487,0.0,0.0,0.0
224,220,18,8,1,1.0,0.14825647,0.0,0.0,0.0,0.0
225,252,32,34,1,1.0,0.14728798,0.02354336,0.0,0.0,0.0
226,344,15,6,1,1.0,0.14676191,0.011495696000000001,0.0,0.0,0.0
227,325,23,7,1,0.0,0.14620215,0.024695122000000003,0.0,0.0,0.0
228,302,38,27,1,1.0,0.14233059,0.012639487,0.0,0.0,0.0
229,219,28,8,1,1.0,0.14148387,0.0,0.0,0.0,0.0
230,359,17,6,1,1.0,0.1414721,0.011495696000000001,0.0,0.0,0.0
231,225,39,8,1,2.0,0.14123936,0.0,0.0,0.0,0.0
232,354,19,6,1,1.0,0.14064214,0.011495696000000001,0.0,0.0,0.0
233,232,24,8,1,1.0,0.1401137,0.0,0.0,0.0,0.0
234,289,23,27,1,1.0,0.13992909,0.02354336,0.0,0.0,0.0
235,245,31,8,1,1.0,0.13935514,0.0,0.0,0.0,0.0
236,338,38,6,1,1.0,0.1391471,0.011495696000000001,0.0,0.0,0.0
237,294,13,27,1,1.0,0.13809721,0.012639487,0.0,0.0,0.0
238,323,17,27,1,1.0,0.13775586,0.012639487,0.0,0.0,0.0
239,281,31,34,1,1.0,0.13710384,0.012639487,0.0,0.0,0.0
240,256,18,34,1,1.0,0.13666055,0.012639487,0.0,0.0,0.0
241,269,33,34,1,1.0,0.1359681,0.012639487,0.0,0.0,0.0
242,287,17,34,1,1.0,0.13504128,0.012639487,0.0,0.0,0.0
243,319,30,27,1,1.0,0.13473292,0.012639487,0.0,0.0,0.0
244,305,33,27,1,1.0,0.13456947,0.012639487,0.0,0.0,0.0
245,290,26,27,1,1.0,0.13406479999999998,0.012639487,0.0,0.0,0.0
246,339,35,6,1,1.0,0.13378175,0.011495696000000001,0.0,0.0,0.0
247,288,32,27,1,1.0,0.13328297,0.02354336,0.0,0.0,0.0
248,226,12,8,1,1.0,0.13300717,0.0,0.0,0.0,0.0
249,251,17,8,1,1.0,0.1328741,0.0,0.0,0.0,0.0
250,343,1,6,1,1.0,0.13282852,0.011495696000000001,0.0,0.0,0.0
251,299,36,27,1,1.0,0.13267744,0.012639487,0.0,0.0,0.0
252,237,9,8,1,2.0,0.13219173,0.0,0.0,0.0,0.0
253,322,21,27,1,2.0,0.13205567,0.012639487,0.0,0.0,0.0
254,321,11,27,1,1.0,0.13202913,0.012639487,0.0,0.0,0.0
255,221,25,8,1,1.0,0.13201502,0.0,0.0,0.0,0.0
256,246,19,8,1,1.0,0.13179649999999998,0.0,0.0,0.0,0.0
257,332,29,6,1,1.0,0.13161083,0.011495696000000001,0.0,0.0,0.0
258,253,23,34,1,1.0,0.1314432,0.02354336,0.0,0.0,0.0
259,223,40,8,1,1.0,0.131399,0.0,0.0,0.0,0.0
260,331,40,6,1,1.0,0.13093375,0.011495696000000001,0.0,0.0,0.0
261,239,20,8,1,1.0,0.13090839999999998,0.0,0.0,0.0,0.0
262,249,11,8,1,1.0,0.13020138,0.0,0.0,0.0,0.0
263,328,18,6,1,1.0,0.12963746,0.011495696000000001,0.0,0.0,0.0
264,333,39,6,1,2.0,0.12942904,0.011495696000000001,0.0,0.0,0.0
265,296,29,27,1,1.0,0.12911385,0.012639487,0.0,0.0,0.0
266,357,11,6,1,1.0,0.12860313,0.011495696000000001,0.0,0.0,0.0
267,334,12,6,1,1.0,0.12835458,0.011495696000000001,0.0,0.0,0.0
268,342,37,6,1,1.0,0.12832311,0.011495696000000001,0.0,0.0,0.0
269,316,5,27,1,1.0,0.12819128,0.012639487,0.0,0.0,0.0
270,329,25,6,1,1.0,0.12814507,0.011495696000000001,0.0,0.0,0.0
271,275,20,34,1,1.0,0.12805897,0.012639487,0.0,0.0,0.0
272,330,13,6,1,1.0,0.12800330000000001,0.011495696000000001,0.0,0.0,0.0
273,263,36,34,1,1.0,0.12763782,0.012639487,0.0,0.0,0.0
274,224,29,8,1,1.0,0.1270398,0.0,0.0,0.0,0.0
275,257,25,34,1,1.0,0.1268134,0.012639487,0.0,0.0,0.0
276,283,30,34,1,1.0,0.12670809,0.012639487,0.0,0.0,0.0
277,258,13,34,1,1.0,0.12630375,0.012639487,0.0,0.0,0.0
278,317,31,27,1,1.0,0.12593576,0.012639487,0.0,0.0,0.0
279,313,3,27,1,1.0,0.12574057,0.012639487,0.0,0.0,0.0
280,274,14,34,1,1.0,0.12571636,0.012639487,0.0,0.0,0.0
281,282,19,34,1,1.0,0.12523325,0.012639487,0.0,0.0,0.0
282,260,29,34,1,1.0,0.12502393,0.012639487,0.0,0.0,0.0
283,272,15,34,1,1.0,0.12428875,0.012639487,0.0,0.0,0.0
284,327,28,6,1,1.0,0.12424852,0.011495696000000001,0.0,0.0,0.0
285,262,12,34,1,1.0,0.12419324,0.012639487,0.0,0.0,0.0
286,341,33,6,1,1.0,0.123512365,0.011495696000000001,0.0,0.0,0.0
287,255,28,34,1,1.0,0.12347673,0.012639487,0.0,0.0,0.0
288,236,15,8,1,1.0,0.12269411,0.0,0.0,0.0,0.0
289,227,36,8,1,1.0,0.12252634,0.0,0.0,0.0,0.0
290,254,26,34,1,1.0,0.12236556400000001,0.012639487,0.0,0.0,0.0
291,244,5,8,1,1.0,0.122074425,0.0,0.0,0.0,0.0
292,235,1,8,1,1.0,0.121903345,0.0,0.0,0.0,0.0
293,218,26,8,1,1.0,0.12183747,0.0,0.0,0.0,0.0
294,310,14,27,1,1.0,0.12156123,0.012639487,0.0,0.0,0.0
295,267,35,34,1,1.0,0.12112458,0.012639487,0.0,0.0,0.0
296,295,40,27,1,1.0,0.121043414,0.012639487,0.0,0.0,0.0
297,270,37,34,1,1.0,0.12068989,0.012639487,0.0,0.0,0.0
298,234,37,8,1,1.0,0.12042442,0.0,0.0,0.0,0.0
299,250,21,8,1,2.0,0.12028223,0.0,0.0,0.0,0.0
300,291,28,27,1,1.0,0.12017576,0.012639487,0.0,0.0,0.0
301,265,2,34,1,2.0,0.11978345,0.012639487,0.0,0.0,0.0
302,350,22,6,1,1.0,0.119707756,0.011495696000000001,0.0,0.0,0.0
303,241,3,8,1,1.0,0.119686574,0.0,0.0,0.0,0.0
304,217,23,8,1,1.0,0.11955131599999999,0.0,0.0,0.0,0.0
305,292,18,27,1,1.0,0.11950567,0.012639487,0.0,0.0,0.0
306,298,12,27,1,1.0,0.11893053,0.012639487,0.0,0.0,0.0
307,349,3,6,1,1.0,0.11872228,0.011495696000000001,0.0,0.0,0.0
308,231,35,8,1,1.0,0.11853647,0.0,0.0,0.0,0.0
309,340,24,6,1,1.0,0.11817785,0.011495696000000001,0.0,0.0,0.0
310,352,5,6,1,1.0,0.11808806,0.011495696000000001,0.0,0.0,0.0
311,266,38,34,1,1.0,0.11796078,0.012639487,0.0,0.0,0.0
312,311,20,27,1,1.0,0.11780379,0.012639487,0.0,0.0,0.0
313,307,1,27,1,1.0,0.117608555,0.012639487,0.0,0.0,0.0
314,348,4,6,1,1.0,0.11749268,0.011495696000000001,0.0,0.0,0.0
315,355,30,6,1,1.0,0.11738153,0.011495696000000001,0.0,0.0,0.0
316,280,5,34,1,1.0,0.11727852400000001,0.012639487,0.0,0.0,0.0
317,304,24,27,1,1.0,0.116974406,0.012639487,0.0,0.0,0.0
318,306,37,27,1,1.0,0.11684472,0.012639487,0.0,0.0,0.0
319,261,39,34,1,2.0,0.11682782,0.012639487,0.0,0.0,0.0
320,247,30,8,1,1.0,0.11648522,0.0,0.0,0.0,0.0
321,309,9,27,1,2.0,0.11635284,0.012639487,0.0,0.0,0.0
322,336,16,6,1,1.0,0.11588637,0.011495696000000001,0.0,0.0,0.0
323,264,16,34,1,1.0,0.1156203,0.012639487,0.0,0.0,0.0
324,314,22,27,1,1.0,0.11551356,0.012639487,0.0,0.0,0.0
325,301,2,27,1,2.0,0.11526634,0.012639487,0.0,0.0,0.0
326,222,13,8,1,1.0,0.115184575,0.0,0.0,0.0,0.0
327,297,39,27,1,2.0,0.11517622,0.012639487,0.0,0.0,0.0
328,271,1,34,1,1.0,0.11513609,0.012639487,0.0,0.0,0.0
329,326,26,6,1,1.0,0.115096875,0.011495696000000001,0.0,0.0,0.0
330,229,2,8,1,2.0,0.11503841,0.0,0.0,0.0,0.0
331,347,20,6,1,1.0,0.11484262,0.011495696000000001,0.0,0.0,0.0
332,318,19,27,1,1.0,0.114485584,0.012639487,0.0,0.0,0.0
333,286,21,34,1,2.0,0.11413708,0.012639487,0.0,0.0,0.0
334,312,4,27,1,1.0,0.11400491,0.012639487,0.0,0.0,0.0
335,279,10,34,1,1.0,0.11398254,0.012639487,0.0,0.0,0.0
336,303,35,27,1,1.0,0.113748625,0.012639487,0.0,0.0,0.0
337,335,36,6,1,1.0,0.11361105,0.011495696000000001,0.0,0.0,0.0
338,300,16,27,1,1.0,0.11355412,0.012639487,0.0,0.0,0.0
339,276,4,34,1,1.0,0.113190554,0.012639487,0.0,0.0,0.0
340,243,10,8,1,1.0,0.11294127,0.0,0.0,0.0,0.0
341,278,22,34,1,1.0,0.11217613,0.012639487,0.0,0.0,0.0
342,315,10,27,1,1.0,0.11183509,0.012639487,0.0,0.0,0.0
343,285,11,34,1,1.0,0.11120793,0.012639487,0.0,0.0,0.0
344,308,15,27,1,1.0,0.110175654,0.012639487,0.0,0.0,0.0
345,259,40,34,1,1.0,0.109367184,0.012639487,0.0,0.0,0.0
346,351,10,6,1,1.0,0.109063536,0.011495696000000001,0.0,0.0,0.0
347,240,4,8,1,1.0,0.10863081,0.0,0.0,0.0,0.0
348,346,14,6,1,1.0,0.1085952,0.011495696000000001,0.0,0.0,0.0
349,293,25,27,1,1.0,0.107757546,0.012639487,0.0,0.0,0.0
350,268,24,34,1,1.0,0.10757981,0.012639487,0.0,0.0,0.0
351,358,21,6,1,2.0,0.10726772,0.011495696000000001,0.0,0.0,0.0
352,228,16,8,1,1.0,0.106023334,0.0,0.0,0.0,0.0
353,337,2,6,1,2.0,0.10580293,0.011495696000000001,0.0,0.0,0.0
354,273,9,34,1,2.0,0.10489914,0.012639487,0.0,0.0,0.0
355,353,31,6,1,1.0,0.10474158,0.011495696000000001,0.0,0.0,0.0
356,233,33,8,1,1.0,0.10256781,0.0,0.0,0.0,0.0
357,345,9,6,1,2.0,0.102064125,0.011495696000000001,0.0,0.0,0.0
358,230,38,8,1,1.0,0.10163844,0.0,0.0,0.0,0.0
359,238,14,8,1,1.0,0.097216606,0.0,0.0,0.0,0.0
360,401,18,42,2,2.0,0.1339862,0.020030043,0.0,0.0,0.0
361,396,2,42,2,2.0,0.10674735,0.020030043,0.0,0.0,0.0
362,434,18,46,2,2.0,0.11715317,0.013925613,0.0,0.0,0.0
363,433,2,46,2,2.0,0.11517678,0.013925613,0.0,0.0,0.0
364,373,2,31,2,2.0,0.11645339999999998,0.0,0.0,0.0,0.0
