,src,dst,id,importance,weight,weight_positive,weight_negative,edge_weight
90,6,43,0,2.0,0.11667541,0.10368411,0.11667541,0.010024216545006502
91,18,43,0,2.0,0.14297238,0.14297238,0.09563084,0.010024216545001225
92,40,43,0,2.0,0.12844262,0.12844262,0.11639823,0.010024216545010232
93,28,43,0,2.0,0.12169991,0.09573612,0.12169991,0.010024216545006057
94,32,43,0,2.0,0.11234749,0.10877928,0.11234749,0.010024216545008824
95,49,43,0,2.0,0.13947776,0.13947776,0.124909945,0.0
96,57,43,0,2.0,0.15669063,0.15669063,0.12981041,0.0
97,50,43,0,2.0,0.14809427,0.14809427,0.110283345,0.0
98,3,43,0,2.0,0.10529383,0.09784715,0.10529383,0.010024216545011833
99,13,43,0,2.0,0.12691566,0.12691566,0.118640035,0.010024216545001512
100,20,43,0,2.0,0.1553849,0.13312376,0.1553849,0.010024216545001342
101,44,43,0,2.0,0.12007759,0.11369219,0.12007759,0.0
102,26,43,0,2.0,0.13451448,0.13451448,0.13030124,0.010024216545011696
103,47,43,0,2.0,0.1261895,0.1261895,0.108858235,0.0
104,35,43,0,1.0,0.12868968,0.12868968,0.11864226,0.013196491706209191
105,1,43,0,1.0,0.13620384,0.13620384,0.11197384,0.013196491706209942
106,2,52,0,2.0,0.1149109,0.1149109,0.11473641,0.010024216544999192
107,39,52,0,2.0,0.13395073,0.11061865,0.13395073,0.010024216545004995
108,34,52,0,2.0,0.1343831,0.1343831,0.10308082,0.010024216545003543
109,36,52,0,2.0,0.15795094,0.15795094,0.1344615,0.010024216545002036
110,9,52,0,2.0,0.15453015,0.10399154,0.15453015,0.010024216545005016
111,7,52,0,2.0,0.14696966,0.14696966,0.114343725,0.01002421654500378
112,31,52,0,1.0,0.14602374,0.12105450000000001,0.14602374,0.010024216545000323
113,22,52,0,2.0,0.15021953,0.15021953,0.12131821,0.01002421654500102
114,29,52,0,2.0,0.12816028,0.113330625,0.12816028,0.010024216545008851
115,12,52,0,2.0,0.14946643,0.14946643,0.12368066,0.01002421654500491
116,54,52,0,2.0,0.13542365,0.13542365,0.1295326,0.0
117,23,52,0,2.0,0.134404,0.111912474,0.134404,0.010024216545003451
118,33,52,0,2.0,0.15986301,0.15986301,0.12075024,0.010024216545001727
119,21,52,0,2.0,0.12930682,0.11927246,0.12930682,0.010024216545008829
120,51,52,0,2.0,0.11795660000000001,0.112595186,0.11795660000000001,0.010024216545004424
121,53,52,0,2.0,0.11596382400000001,0.11596382400000001,0.11063419999999999,0.0
122,0,52,0,2.0,0.84373164,0.11502321,0.84373164,0.010024216545017187
123,56,52,0,2.0,0.12452293,0.12452293,0.12141179,0.0
124,19,52,0,2.0,0.1481095,0.12552042,0.1481095,0.010024216545003578
125,24,52,0,2.0,0.118176065,0.118176065,0.10966131,0.010024216545002641
126,14,52,0,2.0,0.1431647,0.1431647,0.14025752,0.010024216545011106
127,8,52,0,2.0,0.1299531,0.1299531,0.12212107,0.010024216545012777
128,4,52,0,2.0,0.11910646400000001,0.11910646400000001,0.106956676,0.010024216545007259
129,30,52,0,1.0,0.11640402,0.10577752,0.11640402,0.010024216544999978
130,27,52,0,2.0,0.13184695,0.12538552,0.13184695,0.010024216545000304
131,41,52,0,2.0,0.12892036,0.12159715,0.12892036,0.010024216545000632
132,58,52,0,2.0,0.13703783,0.13129768,0.13703783,0.0
133,15,52,0,2.0,0.1398914,0.13608143,0.1398914,0.010024216545012246
134,46,52,0,2.0,0.13476954,0.13470203,0.13476954,0.01002421654500542
135,10,52,0,2.0,0.12559134,0.12559134,0.105239294,0.010024216545000223
136,16,52,0,2.0,0.122045316,0.122045316,0.11404232,0.010024216544999064
137,48,52,0,2.0,0.12526496,0.12526496,0.11470639999999999,0.010024216545000603
138,37,52,0,2.0,0.13793764,0.110122524,0.13793764,0.010024216544999985
139,55,52,0,2.0,0.12308397,0.12308397,0.12304827,0.0
140,38,52,0,2.0,0.12850106,0.11711136,0.12850106,0.010024216545005883
141,17,52,0,2.0,0.13321215,0.12739277,0.13321215,0.010024216545008267
142,5,52,0,2.0,0.13236506,0.13236506,0.11790048,0.010024216545003921
143,25,52,0,2.0,0.12237494,0.09841367,0.12237494,0.010024216545004237
144,6,52,0,2.0,0.13759732,0.1165503,0.13759732,0.010024216544999999
145,18,52,0,2.0,0.117725305,0.1103105,0.117725305,0.010024216545006582
146,40,52,0,2.0,0.15057325,0.15057325,0.1338704,0.010024216545007722
147,28,52,0,2.0,0.122466594,0.122466594,0.10720137,0.010024216544999357
148,32,52,0,2.0,0.12890483,0.12890483,0.10920488,0.010024216545008438
149,49,52,0,2.0,0.12326944599999999,0.11477021,0.12326944599999999,0.010024216544998951
150,57,52,0,2.0,0.12042872,0.12042872,0.107260615,0.0
151,50,52,0,2.0,0.13954282,0.09736743,0.13954282,0.01002421654500214
152,3,52,0,2.0,0.14411059,0.13143402,0.14411059,0.010024216545008211
153,13,52,0,2.0,0.13928036,0.13928036,0.12943679,0.010024216545005406
154,20,52,0,2.0,0.14616529999999997,0.11966412,0.14616529999999997,0.010024216545008962
155,44,52,0,2.0,0.12791026,0.11735986,0.12791026,0.010024216544999236
156,26,52,0,2.0,0.14199233,0.09384956,0.14199233,0.010024216545007
157,47,52,0,2.0,0.13551553,0.115770996,0.13551553,0.010024216545014553
158,35,52,0,1.0,0.13197449,0.11970753,0.13197449,0.013196491706207973
159,1,52,0,1.0,0.109301336,0.10343668,0.109301336,0.013196491706208536
160,2,45,0,2.0,0.12909763,0.12909763,0.12063835,0.010024216545003193
161,39,45,0,2.0,0.11575059,0.11575059,0.11064382,0.010024216545012706
162,34,45,0,2.0,0.14058408,0.12939852,0.14058408,0.010024216544998415
163,36,45,0,2.0,0.11950924,0.11876167,0.11950924,0.010024216545000537
164,9,45,0,2.0,0.14602482,0.14602482,0.11431628,0.010024216545003524
165,7,45,0,2.0,0.109596536,0.10682634,0.109596536,0.010024216545002315
166,31,45,0,1.0,0.12814023,0.12814023,0.12114958,0.010024216544999737
167,22,45,0,2.0,0.13990605,0.13990605,0.10568666,0.01002421654500341
168,29,45,0,2.0,0.12512662,0.12512662,0.12115385,0.010024216545003562
169,12,45,0,2.0,0.13149756,0.13149756,0.12864134,0.010024216545002811
170,54,45,0,2.0,0.1260269,0.12595028,0.1260269,0.0
171,23,45,0,2.0,0.14830919,0.09509576,0.14830919,0.010024216545000101
172,33,45,0,2.0,0.1473654,0.13408116,0.1473654,0.010024216545016491
173,21,45,0,2.0,0.11422138,0.11422138,0.10438154,0.010024216544999047
174,51,45,0,2.0,0.13956459,0.111994445,0.13956459,0.0
175,53,45,0,2.0,0.13088633,0.13088633,0.121200524,0.0
176,0,45,0,2.0,0.8599993,0.12657483,0.8599993,0.010024216545002745
177,56,45,0,2.0,0.12685373,0.12685373,0.121577725,0.0
178,19,45,0,2.0,0.14047804,0.14047804,0.12265487,0.01002421654499782
179,24,45,0,2.0,0.14554317,0.14554317,0.11665395,0.010024216545006192
180,14,45,0,2.0,0.12761399,0.12761399,0.1137132,0.01002421654500002
181,8,45,0,2.0,0.14283745,0.14283745,0.11786931,0.010024216545005408
182,4,45,0,2.0,0.12291093,0.12291093,0.109456465,0.0100242165450003
183,30,45,0,1.0,0.13960272,0.13960272,0.106168225,0.010024216545005644
184,27,45,0,2.0,0.14184463,0.14184463,0.13209513,0.010024216545001558
185,41,45,0,2.0,0.14927053,0.13540258,0.14927053,0.01002421654500013
186,58,45,0,2.0,0.118358225,0.10933312,0.118358225,0.0
187,15,45,0,2.0,0.13430622,0.13430622,0.13043381,0.010024216545003527
188,46,45,0,2.0,0.12408699,0.1129019,0.12408699,0.0
189,10,45,0,2.0,0.12011755,0.11823683,0.12011755,0.010024216545004287
190,16,45,0,2.0,0.15173182,0.15173182,0.11819551,0.010024216545008345
191,48,45,0,2.0,0.14755653,0.14755653,0.10823657,0.0
192,37,45,0,2.0,0.121542916,0.11614475,0.121542916,0.010024216545011705
193,55,45,0,2.0,0.111966394,0.10130916,0.111966394,0.0
194,38,45,0,2.0,0.13896994,0.13322659,0.13896994,0.010024216545003291
195,17,45,0,2.0,0.13801835,0.13801835,0.13045910000000002,0.010024216545008293
196,5,45,0,2.0,0.14609441,0.14609441,0.13355255,0.010024216545010239
197,25,45,0,2.0,0.13970760000000002,0.13970760000000002,0.12225886400000001,0.01002421654500601
198,6,45,0,2.0,0.12910303,0.12910303,0.11901298,0.010024216544998136
199,18,45,0,2.0,0.14946549,0.11842651,0.14946549,0.010024216544999295
200,40,45,0,2.0,0.14118335,0.14118335,0.09953231,0.010024216545000091
201,28,45,0,2.0,0.15019663,0.11138045,0.15019663,0.010024216545002145
202,32,45,0,2.0,0.14406511,0.14406511,0.09626259,0.01002421654499909
203,49,45,0,2.0,0.14851046,0.14851046,0.12902552,0.0
204,57,45,0,2.0,0.14864504,0.10796528,0.14864504,0.0
205,50,45,0,2.0,0.13712366,0.13712366,0.12519778,0.0
206,3,45,0,2.0,0.1275185,0.12652336,0.1275185,0.010024216545006662
207,13,45,0,2.0,0.15258548,0.15258548,0.12573108,0.01002421654500153
208,20,45,0,2.0,0.1509659,0.11474554,0.1509659,0.010024216545002091
209,44,45,0,2.0,0.123611376,0.123611376,0.11076731,0.010024216545010413
210,26,45,0,2.0,0.12697291,0.11592809999999999,0.12697291,0.01002421654500359
211,47,45,0,2.0,0.13794722,0.13794722,0.13687004,0.0
212,35,45,0,1.0,0.13300629,0.13300629,0.11895787,0.013196491706210177
213,1,45,0,1.0,0.13893747,0.124592654,0.13893747,0.013196491706210478
214,35,11,0,0.0,0.12294922,0.12294922,0.112641126,0.0
215,1,11,0,0.0,0.11189727,0.108853176,0.11189727,0.004999817043036594
216,32,8,1,1.0,0.1541195,0.1541195,0.15101217,0.0
217,23,8,1,1.0,0.11955131599999999,0.11955131599999999,0.11744958,0.0
218,26,8,1,1.0,0.12183747,0.12183747,0.11995337,0.0
219,28,8,1,1.0,0.14148387,0.118067525,0.14148387,0.0
220,18,8,1,1.0,0.14825647,0.14825647,0.11250228400000001,0.0
221,25,8,1,1.0,0.13201502,0.10250253,0.13201502,0.0
222,13,8,1,1.0,0.115184575,0.11155526,0.115184575,0.0
223,40,8,1,1.0,0.131399,0.131399,0.12054000000000001,0.0
224,29,8,1,1.0,0.1270398,0.1270398,0.114286125,0.0
225,39,8,1,2.0,0.14123936,0.13572244,0.14123936,0.0
226,12,8,1,1.0,0.13300717,0.13300717,0.115868926,0.0
227,36,8,1,1.0,0.12252634,0.11844020000000001,0.12252634,0.0
228,16,8,1,1.0,0.106023334,0.106023334,0.105972484,0.0
229,2,8,1,2.0,0.11503841,0.09035271,0.11503841,0.015161048853505997
230,38,8,1,1.0,0.10163844,0.09037769999999999,0.10163844,0.0
231,35,8,1,1.0,0.11853647,0.10204289,0.11853647,0.0
232,24,8,1,1.0,0.1401137,0.11540839999999998,0.1401137,0.0
233,33,8,1,1.0,0.10256781,0.099696964,0.10256781,0.0
234,37,8,1,1.0,0.12042442,0.12042442,0.11606884,0.0
235,1,8,1,1.0,0.121903345,0.12086075,0.121903345,0.015161048853502395
236,15,8,1,1.0,0.12269411,0.121922664,0.12269411,0.0
237,9,8,1,2.0,0.13219173,0.13219173,0.11122909,0.0
238,14,8,1,1.0,0.097216606,0.097216606,0.092761435,0.0
239,20,8,1,1.0,0.13090839999999998,0.10124296,0.13090839999999998,0.0
240,4,8,1,1.0,0.10863081,0.10120359,0.10863081,0.015161048853503027
241,3,8,1,1.0,0.119686574,0.119686574,0.10699132,0.015161048853505317
242,22,8,1,1.0,0.15280660000000001,0.15280660000000001,0.10719576,0.0
243,10,8,1,1.0,0.11294127,0.102559745,0.11294127,0.0
244,5,8,1,1.0,0.122074425,0.122074425,0.10878613,0.015161048853502905
245,31,8,1,1.0,0.13935514,0.11329343,0.13935514,0.0
246,19,8,1,1.0,0.13179649999999998,0.13179649999999998,0.12044142,0.0
247,30,8,1,1.0,0.11648522,0.11648522,0.114616156,0.0
248,0,8,1,1.0,0.8506773999999999,0.1260786,0.8506773999999999,0.015161048853503589
249,11,8,1,1.0,0.13020138,0.13020138,0.1148579,0.0
250,21,8,1,2.0,0.12028223,0.11930739999999998,0.12028223,0.0
251,17,8,1,1.0,0.1328741,0.1328741,0.117984615,0.0
252,32,34,1,1.0,0.14728798,0.14728798,0.12637069999999997,0.019700778426344934
253,23,34,1,1.0,0.1314432,0.1289759,0.1314432,0.019700778426344864
254,26,34,1,1.0,0.12236556400000001,0.10578013,0.12236556400000001,0.015161048853506729
255,28,34,1,1.0,0.12347673,0.102509536,0.12347673,0.015161048853506937
256,18,34,1,1.0,0.13666055,0.13666055,0.11395316,0.01516104885350311
257,25,34,1,1.0,0.1268134,0.10523515,0.1268134,0.015161048853502982
258,13,34,1,1.0,0.12630375,0.12630375,0.10769877,0.015161048853505998
259,40,34,1,1.0,0.109367184,0.10093345,0.109367184,0.0
260,29,34,1,1.0,0.12502393,0.12502393,0.10008479,0.01516104885350301
261,39,34,1,2.0,0.11682782,0.11275905,0.11682782,0.0
262,12,34,1,1.0,0.12419324,0.10549188400000001,0.12419324,0.015161048853503205
263,36,34,1,1.0,0.12763782,0.12763782,0.09302745,0.0
264,16,34,1,1.0,0.1156203,0.1156203,0.11410849,0.015161048853505867
265,2,34,1,2.0,0.11978345,0.118568696,0.11978345,0.015161048853503932
266,38,34,1,1.0,0.11796078,0.110265404,0.11796078,0.0
267,35,34,1,1.0,0.12112458,0.12044462,0.12112458,0.0
268,24,34,1,1.0,0.10757981,0.10757981,0.0986614,0.015161048853502468
269,33,34,1,1.0,0.1359681,0.1359681,0.12792742,0.015161048853504003
270,37,34,1,1.0,0.12068989,0.11420568,0.12068989,0.0
271,1,34,1,1.0,0.11513609,0.11513609,0.11284667,0.01516104885350222
272,15,34,1,1.0,0.12428875,0.12428875,0.11282242,0.015161048853503186
273,9,34,1,2.0,0.10489914,0.10489914,0.10220976,0.015161048853505025
274,14,34,1,1.0,0.12571636,0.12571636,0.11310299,0.01516104885350299
275,20,34,1,1.0,0.12805897,0.12805897,0.11102818,0.015161048853504912
276,4,34,1,1.0,0.113190554,0.113190554,0.09821149,0.015161048853502161
277,3,34,1,1.0,0.15101872,0.11591660000000002,0.15101872,0.015161048853503088
278,22,34,1,1.0,0.11217613,0.11217613,0.109477915,0.015161048853505495
279,10,34,1,1.0,0.11398254,0.106140755,0.11398254,0.015161048853504156
280,5,34,1,1.0,0.11727852400000001,0.11349731,0.11727852400000001,0.01516104885350479
281,31,34,1,1.0,0.13710384,0.13710384,0.12132668,0.015161048853505128
282,19,34,1,1.0,0.12523325,0.124018565,0.12523325,0.015161048853503613
283,30,34,1,1.0,0.12670809,0.11728644,0.12670809,0.015161048853503976
284,0,34,1,1.0,0.82666177,0.12119318,0.82666177,0.015161048853502881
285,11,34,1,1.0,0.11120793,0.111105815,0.11120793,0.015161048853502099
286,21,34,1,2.0,0.11413708,0.11413708,0.09503339,0.015161048853504774
287,17,34,1,1.0,0.13504128,0.13504128,0.13145728,0.01516104885350753
288,32,27,1,1.0,0.13328297,0.13328297,0.11219453,0.0
289,23,27,1,1.0,0.13992909,0.13992909,0.11946037,0.0197007784263447
290,26,27,1,1.0,0.13406479999999998,0.12262541,0.13406479999999998,0.01516104885350286
291,28,27,1,1.0,0.12017576,0.12002342,0.12017576,0.0
292,18,27,1,1.0,0.11950567,0.114995636,0.11950567,0.015161048853503977
293,25,27,1,1.0,0.107757546,0.107757546,0.105920374,0.015161048853506855
294,13,27,1,1.0,0.13809721,0.13809721,0.13580628,0.01516104885350441
295,40,27,1,1.0,0.121043414,0.11636201,0.121043414,0.0
296,29,27,1,1.0,0.12911385,0.12911385,0.12195115,0.0
297,39,27,1,2.0,0.11517622,0.11517622,0.10296113,0.0
298,12,27,1,1.0,0.11893053,0.08806673400000001,0.11893053,0.015161048853505131
299,36,27,1,1.0,0.13267744,0.10914449999999999,0.13267744,0.0
300,16,27,1,1.0,0.11355412,0.10623932,0.11355412,0.0151610488535041
301,2,27,1,2.0,0.11526634,0.11526634,0.113882445,0.015161048853505867
302,38,27,1,1.0,0.14233059,0.12152753,0.14233059,0.0
303,35,27,1,1.0,0.113748625,0.11050009,0.113748625,0.0
304,24,27,1,1.0,0.116974406,0.116974406,0.08361721,0.015161048853504146
305,33,27,1,1.0,0.13456947,0.13456947,0.122456,0.0
306,37,27,1,1.0,0.11684472,0.11684472,0.11118868,0.0
307,1,27,1,1.0,0.117608555,0.117608555,0.10966781,0.015161048853502043
308,15,27,1,1.0,0.110175654,0.110175654,0.09850371,0.01516104885350774
309,9,27,1,2.0,0.11635284,0.11635284,0.110028245,0.01516104885350446
310,14,27,1,1.0,0.12156123,0.12156123,0.10652535,0.015161048853501878
311,20,27,1,1.0,0.11780379,0.11780379,0.10076303,0.015161048853504644
312,4,27,1,1.0,0.11400491,0.11400491,0.10051636,0.015161048853504474
313,3,27,1,1.0,0.12574057,0.11842581,0.12574057,0.015161048853502765
314,22,27,1,1.0,0.11551356,0.11551356,0.107090086,0.01516104885350233
315,10,27,1,1.0,0.11183509,0.11183509,0.11178217,0.01516104885350321
316,5,27,1,1.0,0.12819128,0.12819128,0.121402025,0.015161048853502937
317,31,27,1,1.0,0.12593576,0.11655606,0.12593576,0.0
318,19,27,1,1.0,0.114485584,0.114485584,0.111563064,0.0151610488535029
319,30,27,1,1.0,0.13473292,0.13473292,0.08577809,0.0
320,0,27,1,1.0,0.8544351,0.13529645,0.8544351,0.015161048853502212
321,11,27,1,1.0,0.13202913,0.11467866,0.13202913,0.015161048853505372
322,21,27,1,2.0,0.13205567,0.13205567,0.12328095,0.0151610488535077
323,17,27,1,1.0,0.13775586,0.12143055,0.13775586,0.015161048853502578
324,32,7,1,0.0,0.43765548,0.43765548,0.110862456,0.0
325,23,7,1,0.0,0.14620215,0.14620215,0.11754681,0.0
326,26,6,1,1.0,0.115096875,0.115096875,0.09635931,0.0
327,28,6,1,1.0,0.12424852,0.11652442,0.12424852,0.0
328,18,6,1,1.0,0.12963746,0.12963746,0.10632902,0.0
329,25,6,1,1.0,0.12814507,0.12814507,0.11010460000000001,0.0
330,13,6,1,1.0,0.12800330000000001,0.12800330000000001,0.106449135,0.0
331,40,6,1,1.0,0.13093375,0.13093375,0.11234501,0.0
332,29,6,1,1.0,0.13161083,0.13161083,0.12465194,0.0
333,39,6,1,2.0,0.12942904,0.12942904,0.11391669,0.0
334,12,6,1,1.0,0.12835458,0.12811767,0.12835458,0.0
335,36,6,1,1.0,0.11361105,0.11361105,0.11224087,0.0
336,16,6,1,1.0,0.11588637,0.10784110000000001,0.11588637,0.0
337,2,6,1,2.0,0.10580293,0.08998077,0.10580293,0.014984770348947263
338,38,6,1,1.0,0.1391471,0.1391471,0.12765275,0.0
339,35,6,1,1.0,0.13378175,0.13378175,0.070480116,0.0
340,24,6,1,1.0,0.11817785,0.11365165,0.11817785,0.0
341,33,6,1,1.0,0.123512365,0.123512365,0.09877278,0.0
342,37,6,1,1.0,0.12832311,0.12832311,0.11064579,0.0
343,1,6,1,1.0,0.13282852,0.13282852,0.10904368,0.014984770348947341
344,15,6,1,1.0,0.14676191,0.14676191,0.12942754,0.0
345,9,6,1,2.0,0.102064125,0.102064125,0.09824936,0.0
346,14,6,1,1.0,0.1085952,0.098241396,0.1085952,0.0
347,20,6,1,1.0,0.11484262,0.11484262,0.08975428,0.0
348,4,6,1,1.0,0.11749268,0.11749268,0.10911092,0.014984770348947424
349,3,6,1,1.0,0.11872228,0.09986011,0.11872228,0.014984770348946894
350,22,6,1,1.0,0.119707756,0.11893415,0.119707756,0.0
351,10,6,1,1.0,0.109063536,0.105465315,0.109063536,0.0
352,5,6,1,1.0,0.11808806,0.11808806,0.116130784,0.014984770348947364
353,31,6,1,1.0,0.10474158,0.10474158,0.09555396,0.0
354,19,6,1,1.0,0.14064214,0.14064214,0.107062474,0.0
355,30,6,1,1.0,0.11738153,0.09845114,0.11738153,0.0
356,0,6,1,1.0,0.8707617,0.10588583,0.8707617,0.014984770348947156
357,11,6,1,1.0,0.12860313,0.12860313,0.09911256,0.0
358,21,6,1,2.0,0.10726772,0.102590784,0.10726772,0.0
359,17,6,1,1.0,0.1414721,0.1414721,0.11257635,0.0
360,41,55,2,1.0,0.09978469,0.09978469,0.080702946,0.0
361,27,55,2,1.0,0.11398502,0.11398502,0.1030786,0.0
362,12,55,2,0.25,0.0,0.0,0.0,0.0
363,58,55,2,1.0,0.11258363,0.10211168,0.11258363,0.0
364,47,55,2,1.0,0.10814587,0.10222125,0.10814587,0.0
365,54,55,2,1.0,0.11055168,0.11055168,0.09620109,0.0
366,5,55,2,1.0,0.109633565,0.109633565,0.10188433,0.0
367,20,55,2,1.0,0.11070573,0.11070573,0.10498126,0.0
