,src,dst,id,importance,weight,weight_positive,weight_negative,edge_weight
815,34,29,5,1.6666666666666665,0.11365073,0.09042245,0.11365073,0.0
816,11,29,5,1.6666666666666665,0.11982931,0.11982931,0.10602389,0.017694579498921635
817,14,29,5,1.6666666666666665,0.1274872,0.09694498,0.1274872,0.01769457949892165
818,2,29,5,1.6666666666666665,0.13890074,0.09251123,0.13890074,0.017694579498921705
819,21,29,5,1.6666666666666665,0.12980919,0.1154815,0.12980919,0.017694579498921694
820,4,15,5,0.8333333333333333,0.12436031,0.12436031,0.098094635,0.01836138236343646
821,38,15,5,0.3333333333333333,0.13966964,0.13966964,0.09138038,0.0
822,22,15,5,0.8333333333333333,0.13048658,0.13048658,0.12228788,0.0
823,33,15,5,0.8333333333333333,0.13851681,0.110722765,0.13851681,0.0
824,32,15,5,0.8333333333333333,0.12372161,0.11938701,0.12372161,0.0
825,4,31,5,0.8333333333333333,0.12576114,0.12576114,0.11415058,0.018361382363436454
826,38,31,5,0.3333333333333333,0.13005668,0.13005668,0.09255115,0.0
827,22,31,5,0.8333333333333333,0.12944932,0.101934545,0.12944932,0.018361382363436447
828,33,31,5,0.8333333333333333,0.09272772,0.08315089,0.09272772,0.0
829,32,31,5,0.8333333333333333,0.11616964,0.11581866,0.11616964,0.0
830,4,12,5,0.8333333333333333,0.12582926,0.12582926,0.11264092,0.01836138236343646
831,38,12,5,0.3333333333333333,0.12573181,0.12573181,0.11690973,0.0
832,22,12,5,0.8333333333333333,0.11314862,0.098811455,0.11314862,0.0
833,33,12,5,0.8333333333333333,0.120891154,0.120891154,0.097075164,0.0
834,32,12,5,0.8333333333333333,0.11787147,0.101074256,0.11787147,0.0
835,19,22,6,0.0,0.0,0.0,0.0,0.0
836,59,22,6,0.0,0.0,0.0,0.0,0.0
837,54,22,6,0.0,0.0,0.0,0.0,0.0
838,19,52,6,0.0,0.0,0.0,0.0,0.0
839,59,52,6,0.0,0.0,0.0,0.0,0.0
840,54,52,6,0.0,0.0,0.0,0.0,0.0
841,21,52,6,0.0,0.0,0.0,0.0,0.0
842,19,15,6,0.0,0.0,0.0,0.0,0.0
843,59,15,6,0.0,0.0,0.0,0.0,0.0
844,54,15,6,0.0,0.0,0.0,0.0,0.0
845,21,15,6,0.0,0.0,0.0,0.0,0.0
846,2,16,6,0.0,0.0,0.0,0.0,0.0
847,46,16,6,0.0,0.0,0.0,0.0,0.0
848,2,32,6,0.0,0.0,0.0,0.0,0.0
849,46,32,6,0.0,0.0,0.0,0.0,0.0
850,2,56,6,0.0,0.0,0.0,0.0,0.0
851,46,56,6,0.0,0.0,0.0,0.0,0.0
852,39,41,6,0.0,0.0,0.0,0.0,0.0
853,42,41,6,0.0,0.0,0.0,0.0,0.0
854,58,41,6,0.0,0.0,0.0,0.0,0.0
855,20,41,6,0.0,0.0,0.0,0.0,0.0
856,61,41,6,0.0,0.0,0.0,0.0,0.0
857,39,34,6,0.0,0.0,0.0,0.0,0.0
858,42,34,6,0.0,0.0,0.0,0.0,0.0
859,58,34,6,0.0,0.0,0.0,0.0,0.0
860,20,34,6,0.0,0.0,0.0,0.0,0.0
861,61,34,6,0.0,0.0,0.0,0.0,0.0
862,39,4,6,0.0,0.0,0.0,0.0,0.0
863,42,4,6,0.0,0.0,0.0,0.0,0.0
864,58,4,6,0.0,0.0,0.0,0.0,0.0
865,20,4,6,0.0,0.0,0.0,0.0,0.0
866,61,4,6,0.0,0.0,0.0,0.0,0.0
867,39,38,6,0.0,0.0,0.0,0.0,0.0
868,42,38,6,0.0,0.0,0.0,0.0,0.0
869,58,38,6,0.0,0.0,0.0,0.0,0.0
870,20,38,6,0.0,0.0,0.0,0.0,0.0
871,55,33,6,0.0,0.0,0.0,0.0,0.0
872,30,33,6,0.0,0.0,0.0,0.0,0.0
873,55,36,6,0.0,0.0,0.0,0.0,0.0
874,30,36,6,0.0,0.0,0.0,0.0,0.0
875,55,12,6,0.0,0.0,0.0,0.0,0.0
876,30,12,6,0.0,0.0,0.0,0.0,0.0
877,11,50,6,0.0,0.0,0.0,0.0,0.0
878,53,50,6,0.0,0.0,0.0,0.0,0.0
879,11,43,6,0.0,0.0,0.0,0.0,0.0
880,53,43,6,0.0,0.0,0.0,0.0,0.0
881,11,8,6,0.0,0.0,0.0,0.0,0.0
882,53,8,6,0.0,0.0,0.0,0.0,0.0
883,60,5,6,0.0,0.0,0.0,0.0,0.0
884,24,5,6,0.0,0.0,0.0,0.0,0.0
885,49,5,6,0.0,0.0,0.0,0.0,0.0
886,60,9,6,0.0,0.0,0.0,0.0,0.0
887,24,9,6,0.0,0.0,0.0,0.0,0.0
888,49,9,6,0.0,0.0,0.0,0.0,0.0
889,23,9,6,0.0,0.0,0.0,0.0,0.0
890,60,17,6,0.0,0.0,0.0,0.0,0.0
891,24,17,6,0.0,0.0,0.0,0.0,0.0
892,49,17,6,0.0,0.0,0.0,0.0,0.0
893,23,17,6,0.0,0.0,0.0,0.0,0.0
894,14,51,6,0.0,0.0,0.0,0.0,0.0
895,62,51,6,0.0,0.0,0.0,0.0,0.0
896,14,28,6,0.0,0.0,0.0,0.0,0.0
897,62,28,6,0.0,0.0,0.0,0.0,0.0
898,14,45,6,0.0,0.0,0.0,0.0,0.0
899,62,45,6,0.0,0.0,0.0,0.0,0.0
900,25,6,6,0.0,0.0,0.0,0.0,0.0
901,40,6,6,0.0,0.0,0.0,0.0,0.0
902,25,47,6,0.0,0.0,0.0,0.0,0.0
903,40,47,6,0.0,0.0,0.0,0.0,0.0
904,25,57,6,0.0,0.0,0.0,0.0,0.0
905,40,57,6,0.0,0.0,0.0,0.0,0.0
906,24,10,6,0.0,0.0,0.0,0.0,0.0
907,49,10,6,0.0,0.0,0.0,0.0,0.0
908,3,35,6,0.0,0.0,0.0,0.0,0.0
909,18,35,6,0.0,0.0,0.0,0.0,0.0
910,26,35,6,0.0,0.0,0.0,0.0,0.0
911,3,27,6,0.0,0.0,0.0,0.0,0.0
912,18,27,6,0.0,0.0,0.0,0.0,0.0
913,13,37,6,0.0,0.0,0.0,0.0,0.0
914,48,37,6,0.0,0.0,0.0,0.0,0.0
915,7,37,6,0.0,0.0,0.0,0.0,0.0
916,29,37,6,0.0,0.0,0.0,0.0,0.0
917,31,44,6,1.0,0.8981747,0.6493528000000001,0.8981747,0.0
918,1,44,6,0.0,0.7884406999999999,0.7884406999999999,0.050714478,0.0
919,31,0,6,1.0,0.70131207,0.70131207,0.07349968,0.0
920,1,0,6,0.0,0.42852402,0.42852402,0.11909998,0.0
921,45,7,7,1.1666666666666665,0.12987046,0.12987046,0.108578704,0.0
922,33,7,7,1.3333333333333333,0.107426,0.09879794,0.107426,0.0
923,13,7,7,1.3333333333333333,0.12160922,0.10445223,0.12160922,0.0
924,35,7,7,1.6666666666666665,0.116631635,0.11010444,0.116631635,0.0
925,36,7,7,1.3333333333333333,0.11575474,0.11575474,0.111206606,0.0
926,19,4,7,0.3333333333333333,0.7097644000000001,0.7097644000000001,0.18430072,0.0
927,0,4,7,0.3333333333333333,0.8148634,0.24990681,0.8148634,0.025880172547798484
928,11,4,7,0.3333333333333333,0.18807732,0.18807732,0.11715191,0.0
929,16,4,7,0.3333333333333333,0.11747961,0.11747961,0.10771693,0.0
930,19,56,7,0.3333333333333333,0.17259915,0.17259915,0.13693228,0.020512025169891753
931,11,56,7,0.3333333333333333,0.8303837,0.17627110000000001,0.8303837,0.03145481851159764
932,16,56,7,0.3333333333333333,0.88045,0.16111942,0.88045,0.03145481851159763
933,19,23,7,0.3333333333333333,0.17216998,0.17216998,0.12167083,0.020512025169891736
934,11,23,7,0.3333333333333333,0.86870146,0.18330969,0.86870146,0.03145481851159767
935,16,23,7,0.3333333333333333,0.9127062,0.19247124,0.9127062,0.03145481851159771
936,17,44,7,0.3333333333333333,0.13142112,0.13142112,0.103161596,0.02342920218935043
937,30,44,7,0.3333333333333333,0.13331012,0.13331012,0.11280262,0.023429202189350365
938,1,44,7,0.3333333333333333,0.101242855,0.101242855,0.08964765,0.023429202189350434
939,17,50,7,0.3333333333333333,0.12275808,0.12275808,0.10330407,0.023429202189350403
940,30,50,7,0.3333333333333333,0.122129284,0.122129284,0.117420465,0.02342920218935039
941,1,50,7,0.3333333333333333,0.16308568,0.16308568,0.10402921,0.023429202189350393
942,17,27,7,0.3333333333333333,0.12553549,0.12553549,0.10686234,0.023429202189350382
943,30,27,7,0.3333333333333333,0.13103773,0.13103773,0.11032349999999999,0.0
944,1,27,7,0.3333333333333333,0.15248159,0.15248159,0.10528604,0.023429202189350434
945,17,5,7,1.3333333333333333,0.85790956,0.85790956,0.108647235,0.0
946,30,5,7,1.3333333333333333,0.8576509,0.8576509,0.11407323,0.0
947,1,5,7,1.3333333333333333,0.87292004,0.87292004,0.11223878,0.08452817219720742
948,14,5,7,1.3333333333333333,0.8676195,0.8676195,0.10246017,0.0
949,49,5,7,1.3333333333333333,0.8261578000000002,0.8261578000000002,0.08896219,0.0
950,33,5,7,1.6666666666666665,0.8324973,0.8324973,0.11392201,0.0
951,13,5,7,1.6666666666666665,0.8217855,0.8217855,0.10938498,0.0
952,35,5,7,2.0,0.8568979999999999,0.8568979999999999,0.11882266400000001,0.0
953,36,5,7,1.6666666666666665,0.88778126,0.88778126,0.11317374599999999,0.0
954,32,5,7,1.3333333333333333,0.8352036,0.8352036,0.09554539999999999,0.0
955,43,5,7,1.3333333333333333,0.77758956,0.77758956,0.08664648,0.0
956,0,5,7,1.3333333333333333,0.8702209999999999,0.8520538000000001,0.8702209999999999,0.05206344340430007
957,11,5,7,1.3333333333333333,0.8632834999999999,0.8632834999999999,0.1783347,0.0
958,16,5,7,1.3333333333333333,0.8229011999999999,0.8229011999999999,0.18779607,0.0
959,8,5,7,1.3333333333333333,0.18109614,0.18109614,0.08071503,0.0
960,53,5,7,1.3333333333333333,0.16888765,0.16888765,0.07716721,0.0
961,3,5,7,1.3333333333333333,0.52791953,0.52791953,0.119229935,0.02242621276937012
962,25,5,7,1.3333333333333333,0.1410359,0.1410359,0.08160009,0.0
963,31,5,7,1.3333333333333333,0.16736999,0.16736999,0.075758055,0.0
964,12,5,7,1.3333333333333333,0.09535089,0.09240677,0.09535089,0.0
965,34,5,7,1.3333333333333333,0.18777394,0.18777394,0.086935796,0.0
966,46,5,7,1.3333333333333333,0.9129966,0.13114206,0.9129966,0.0
967,58,5,7,1.3333333333333333,0.13440539,0.13440539,0.08497166,0.0
968,59,5,7,1.3333333333333333,0.14306407,0.14306407,0.08429339999999999,0.0
969,41,5,7,1.3333333333333333,0.14242363,0.14242363,0.08244837,0.0
970,48,5,7,1.3333333333333333,0.1323488,0.1323488,0.07857607,0.0
971,39,5,7,1.3333333333333333,0.9203492,0.12537341,0.9203492,0.0
972,52,5,7,1.3333333333333333,0.17789112,0.17789112,0.06786141,0.0
973,6,5,7,1.0,0.7284522,0.7284522,0.115990534,0.0
974,18,5,7,1.3333333333333333,0.26268020000000003,0.26268020000000003,0.10953053,0.0
975,40,5,7,1.3333333333333333,0.150456,0.150456,0.09524342400000001,0.0
976,15,5,7,1.3333333333333333,0.12357886,0.12357886,0.08341776599999999,0.0
977,54,5,7,1.3333333333333333,0.15475272,0.15475272,0.06845504,0.0
978,55,5,7,1.3333333333333333,0.09295865,0.09254101,0.09295865,0.0
979,21,5,7,1.3333333333333333,0.11760563,0.11760563,0.08407543599999999,0.0
980,2,5,7,1.3333333333333333,0.1523712,0.1523712,0.059287712,0.022426212769370207
981,47,5,7,1.3333333333333333,0.17715283,0.17715283,0.08107725,0.0
982,22,5,7,1.3333333333333333,0.12583245,0.12583245,0.07762788,0.0
983,20,5,7,1.3333333333333333,0.19300051,0.19300051,0.10339631,0.0
984,24,5,7,1.3333333333333333,0.15639149,0.15639149,0.08505783,0.0
985,10,5,7,1.3333333333333333,0.44110572,0.44110572,0.10648678,0.0
986,51,5,7,1.3333333333333333,0.10424316,0.10424316,0.085956275,0.0
987,14,26,7,0.3333333333333333,0.10791235,0.10791235,0.098552,0.01971606824548004
988,49,26,7,0.3333333333333333,0.11834647,0.11834647,0.095318004,0.0
989,14,42,7,0.3333333333333333,0.11577349,0.11577349,0.10440878,0.019716068245480063
990,49,42,7,0.3333333333333333,0.108591095,0.09457954,0.108591095,0.0
991,14,9,7,0.3333333333333333,0.11946095,0.11946095,0.106437184,0.0
992,49,9,7,0.3333333333333333,0.11258225,0.10967968,0.11258225,0.0
993,33,37,7,1.3333333333333333,0.11183445,0.11183445,0.10460783,0.026411711945051927
994,13,37,7,1.3333333333333333,0.111034505,0.108396046,0.111034505,0.026411711945051923
995,35,37,7,1.6666666666666665,0.1311414,0.1311414,0.099991255,0.02641171194505193
996,36,37,7,1.3333333333333333,0.13751118,0.13751118,0.10989514,0.02641171194505191
997,33,57,7,1.3333333333333333,0.11738172,0.11738172,0.11143514,0.02641171194505192
998,13,57,7,1.3333333333333333,0.123854324,0.123854324,0.11019462,0.026411711945051892
999,35,57,7,1.6666666666666665,0.12119077,0.12119077,0.095499024,0.026411711945051944
1000,36,57,7,1.3333333333333333,0.13060011,0.13060011,0.10892243,0.0264117119450519
1001,32,38,7,0.3333333333333333,0.13869645,0.13869645,0.11555222400000001,0.019716068245480018
1002,43,38,7,0.3333333333333333,0.10992206,0.08988124,0.10992206,0.0
1003,32,29,7,0.3333333333333333,0.125366,0.125366,0.11245253,0.0
1004,43,29,7,0.3333333333333333,0.10453626,0.10453626,0.10326972599999999,0.0
1005,32,28,7,0.3333333333333333,0.13062732,0.13062732,0.11858787,0.0
1006,43,28,7,0.3333333333333333,0.118627675,0.107585005,0.118627675,0.0
1007,43,17,8,2.0,0.0,0.0,0.0,0.0
1008,47,17,8,2.0,0.0,0.0,0.0,0.0
1009,43,55,8,2.0,0.0,0.0,0.0,0.0
1010,47,55,8,2.0,0.0,0.0,0.0,0.0
1011,43,2,8,2.0,0.0,0.0,0.0,0.0
1012,47,2,8,2.0,0.0,0.0,0.0,0.0
1013,59,46,8,0.0,0.0,0.0,0.0,0.0
1014,59,56,8,0.0,0.0,0.0,0.0,0.0
1015,47,56,8,1.0,0.0,0.0,0.0,0.0
1016,8,56,8,0.0,0.0,0.0,0.0,0.0
1017,14,56,8,0.0,0.0,0.0,0.0,0.0
1018,7,56,8,0.0,0.0,0.0,0.0,0.0
1019,16,56,8,0.0,0.0,0.0,0.0,0.0
1020,60,56,8,0.0,0.0,0.0,0.0,0.0
1021,29,56,8,0.0,0.0,0.0,0.0,0.0
1022,20,56,8,0.0,0.0,0.0,0.0,0.0
1023,28,56,8,0.0,0.0,0.0,0.0,0.0
1024,18,30,8,0.0,0.09373369,0.09373369,0.08099758,0.0
1025,18,5,8,0.0,0.13362247,0.13362247,0.08967326,0.0
1026,0,5,8,0.0,0.6166885999999999,0.11923533,0.6166885999999999,0.0
1027,32,5,8,0.0,0.1239499,0.1239499,0.09634982,0.0
1028,3,5,8,0.0,0.12224497,0.12224497,0.09429842,0.0
1029,4,5,8,0.0,0.12125061,0.12125061,0.100134894,0.0
1030,1,5,8,0.0,0.10016549,0.09830645,0.10016549,0.0
1031,9,5,8,0.0,0.10398699,0.08748515,0.10398699,0.0
1032,41,5,8,0.0,0.09761646,0.09761646,0.09221484,0.0
1033,6,5,8,0.0,0.19490981,0.19490981,0.09451644,0.0
1034,25,5,8,0.0,0.22777161,0.22777161,0.10339200000000001,0.0
1035,11,5,8,0.0,0.18905887,0.18905887,0.1362664,0.0
1036,35,5,8,0.0,0.45788994,0.45788994,0.14556561,0.0
1037,44,5,8,0.0,0.43828726,0.11045229,0.43828726,0.0
1038,26,5,8,0.0,0.117478915,0.117478915,0.09085291,0.0
1039,36,5,8,0.0,0.11902551,0.11902551,0.10004081599999999,0.0
1040,54,5,8,0.0,0.12445281,0.12445281,0.09960980000000001,0.0
1041,21,5,8,0.0,0.1045387,0.1045387,0.08881447,0.0
1042,51,5,8,0.0,0.36075416,0.36075416,0.11496704,0.0
1043,50,5,8,0.0,0.12719934,0.12719934,0.096742935,0.0
1044,31,5,8,0.0,0.107220896,0.08879282,0.107220896,0.0
1045,19,5,8,0.0,0.41913490000000003,0.41913490000000003,0.11814592,0.0
1046,22,5,8,0.0,0.139964,0.139964,0.119783185,0.0
1047,18,12,8,0.0,0.09396022,0.09379683400000001,0.09396022,0.0
1048,6,12,8,0.0,0.09793794,0.09793794,0.089738265,0.0
1049,25,12,8,0.0,0.11062116,0.084810175,0.11062116,0.0
1050,18,27,8,0.0,0.10102925,0.095147125,0.10102925,0.0
1051,6,27,8,0.0,0.09983686,0.092050076,0.09983686,0.0
1052,25,27,8,0.0,0.09758464,0.07917262,0.09758464,0.0
1053,34,61,8,0.0,0.0,0.0,0.0,0.0
1054,58,61,8,0.0,0.0,0.0,0.0,0.0
1055,0,42,8,0.0,0.6476130999999999,0.5246801999999999,0.6476130999999999,0.0
1056,45,42,8,0.0,0.52232695,0.52232695,0.49196145,0.0
1057,0,48,8,0.0,0.57430196,0.5649772,0.57430196,0.0
1058,44,48,8,0.0,0.6126022,0.6126022,0.13245416,0.0
1059,0,23,8,0.0,0.6420186999999999,0.54228586,0.6420186999999999,0.0
1060,44,23,8,0.0,0.6021755,0.6021755,0.12908554,0.0
1061,58,52,8,0.0,0.0,0.0,0.0,0.0
1062,24,52,8,0.0,0.0,0.0,0.0,0.0
1063,32,57,8,0.0,0.16867109,0.16867109,0.11504539999999999,0.0
1064,3,57,8,0.0,0.95444083,0.95444083,0.10071096,0.0
1065,32,15,8,0.0,0.19265082,0.19265082,0.08071271,0.0
1066,3,15,8,0.0,0.09958395,0.09396109,0.09958395,0.0
1067,4,39,8,0.0,0.10037043,0.10037043,0.09912404400000001,0.0
1068,1,39,8,0.0,0.13376352,0.13376352,0.10531086,0.0
1069,4,13,8,0.0,0.10623415,0.10623415,0.10284683,0.0
1070,1,13,8,0.0,0.16871229,0.16871229,0.11062871,0.0
1071,9,38,8,0.0,0.93886995,0.93886995,0.09534433,0.0
1072,41,38,8,0.0,0.08890044,0.08357935400000001,0.08890044,0.0
1073,9,33,8,0.0,0.10455879,0.10455879,0.08440803,0.0
1074,41,33,8,0.0,0.105241954,0.105241954,0.09472809,0.0
1075,49,33,8,0.0,0.9133600000000001,0.9133600000000001,0.107622914,0.0
1076,26,37,8,0.0,0.08831083,0.08779445,0.08831083,0.0
1077,36,37,8,0.0,0.12267895,0.12267895,0.104256004,0.0
1078,26,40,8,0.0,0.11150886,0.11150886,0.10421063,0.0
1079,36,40,8,0.0,0.9309257,0.9309257,0.09857984,0.0
1080,54,53,8,0.0,0.1615806,0.1615806,0.09618621,0.0
1081,21,53,8,0.0,0.10420861,0.085772075,0.10420861,0.0
1082,54,10,8,0.0,0.110520564,0.10479308,0.110520564,0.0
1083,21,10,8,0.0,0.09676565,0.09676565,0.09288377,0.0
1084,8,1,9,1.3333333333333333,0.0,0.0,0.0,0.0
1085,34,1,9,1.3333333333333333,0.0,0.0,0.0,0.0
1086,8,12,9,1.3333333333333333,0.0,0.0,0.0,0.03414040008858041
1087,34,12,9,1.3333333333333333,0.0,0.0,0.0,0.0
1088,8,37,9,1.3333333333333333,0.0,0.0,0.0,0.034140400088580415
1089,34,37,9,1.3333333333333333,0.0,0.0,0.0,0.01569843261730764
1090,8,30,9,1.3333333333333333,0.11061898,0.11061898,0.109100394,0.13566759348113117
1091,3,30,9,1.3333333333333333,0.113532625,0.09628222,0.113532625,0.21217079632226846
1092,33,30,9,1.3333333333333333,0.10383172,0.10383172,0.089799084,0.0
1093,14,30,9,1.3333333333333333,0.10802619,0.08678469999999999,0.10802619,0.033270998909147566
1094,43,30,9,1.3333333333333333,0.11089277,0.09919569,0.11089277,0.0
1095,36,30,9,1.3333333333333333,0.11046134,0.10083623,0.11046134,0.0
1096,0,6,9,0.0,0.435522,0.09269682,0.435522,0.026143518474688075
1097,13,6,9,0.0,0.12132242,0.07427807,0.12132242,0.0
1098,29,6,9,0.0,0.105747625,0.105747625,0.07541297,0.0
1099,11,6,9,0.0,0.4174013,0.4174013,0.11920410000000002,0.0
1100,20,6,9,0.6666666666666666,0.11672173400000001,0.090915434,0.11672173400000001,0.0
1101,42,6,9,0.6666666666666666,0.09037373,0.06974922,0.09037373,0.0
1102,0,41,9,0.6666666666666666,0.47755256,0.111048274,0.47755256,0.07886429963390174
1103,13,41,9,0.6666666666666666,0.09637127,0.09637127,0.09525626,0.07886429963390254
1104,29,41,9,0.6666666666666666,0.1013803,0.1013803,0.097109586,0.07886429963390228
1105,11,41,9,0.6666666666666666,0.11855768,0.07574406,0.11855768,0.07886429963390237
1106,20,41,9,1.3333333333333333,0.12672666,0.09354546,0.12672666,0.07886429963390187
1107,42,41,9,1.3333333333333333,0.09738559,0.09738559,0.09254180000000001,0.0
1108,44,41,9,1.3333333333333333,0.11090921,0.11090921,0.09920654,0.0
1109,27,41,9,1.3333333333333333,0.09892743,0.092516825,0.09892743,0.09167694536896838
1110,32,41,9,0.6666666666666666,0.11911041,0.11911041,0.09812136,0.06100695785938001
1111,15,41,9,0.6666666666666666,0.1099692,0.1099692,0.09768463,0.061006957859379894
1112,5,41,9,0.6666666666666666,0.107460454,0.107460454,0.10687042,0.06100695785937979
1113,7,41,9,0.6666666666666666,0.10669814,0.10274974,0.10669814,0.06100695785937984
1114,19,41,9,0.6666666666666666,0.11890542,0.11890542,0.09567114,0.06100695785937981
1115,23,41,9,0.6666666666666666,0.11949889,0.11949889,0.11270902,0.06100695785937972
1116,28,41,9,0.6666666666666666,0.11210193,0.11210193,0.10774943,0.06100695785938001
1117,18,41,9,0.6666666666666666,0.11590958,0.09710352,0.11590958,0.061006957859379936
1118,2,41,9,1.3333333333333333,0.12472508,0.12472508,0.11624909,0.0610069578593798
1119,9,41,9,0.6666666666666666,0.12164154,0.12164154,0.09890595,0.061006957859379825
1120,4,41,9,0.6666666666666666,0.11086177,0.11086177,0.105774984,0.06100695785938004
1121,21,41,9,1.3333333333333333,0.13405131,0.13405131,0.117502674,0.03346393545539759
1122,3,41,9,1.3333333333333333,0.101803795,0.08152072,0.101803795,0.25132274798461657
1123,16,41,9,1.3333333333333333,0.10594812,0.098169625,0.10594812,0.03346393545539765
1124,25,41,9,1.3333333333333333,0.09438062,0.093163304,0.09438062,0.033463935455397525
1125,40,41,9,1.3333333333333333,0.7826335,0.7826335,0.09509459,0.03346393545539775
1126,0,35,9,0.0,0.48346797,0.07989204,0.48346797,0.026143518474688113
1127,13,35,9,0.0,0.108564526,0.08833999,0.108564526,0.026143518474688175
1128,29,35,9,0.0,0.1169536,0.1169536,0.085140675,0.026143518474688075
1129,11,35,9,0.0,0.20138855,0.20138855,0.092541255,0.026143518474688123
1130,20,35,9,0.6666666666666666,0.09881827,0.09058522,0.09881827,0.026143518474688134
1131,42,35,9,0.6666666666666666,0.12518410000000002,0.12518410000000002,0.10530298,0.0
1132,0,17,9,0.6666666666666666,0.5406986,0.09348780000000001,0.5406986,0.029638418262483666
1133,13,17,9,0.6666666666666666,0.1260439,0.1260439,0.095497124,0.029638418262483646
1134,29,17,9,0.6666666666666666,0.15751903,0.15751903,0.082845226,0.0
1135,11,17,9,0.6666666666666666,0.11841645,0.07236256,0.11841645,0.029638418262483708
1136,20,17,9,1.3333333333333333,0.11643384,0.11643384,0.10779567,0.0
1137,42,17,9,1.3333333333333333,0.13290925,0.13290925,0.08687273400000001,0.0
1138,10,17,9,1.3333333333333333,0.7453873000000001,0.7453873000000001,0.1217228,0.013815610625645298
1139,44,38,9,1.1666666666666665,0.10697635,0.10697635,0.10647418,0.0
1140,27,38,9,1.1666666666666665,0.10374519,0.08593463,0.10374519,0.01837516932187339
1141,44,39,9,1.1666666666666665,0.11959115,0.09127673,0.11959115,0.0
1142,27,39,9,1.1666666666666665,0.10863903,0.08453145599999999,0.10863903,0.0183751693218734
1143,44,24,9,1.1666666666666665,0.09891994,0.08675375,0.09891994,0.0
1144,27,24,9,1.1666666666666665,0.11356962,0.10077465,0.11356962,0.0
1145,32,31,9,0.0,0.095553115,0.095553115,0.09508189,0.0
1146,15,31,9,0.0,0.1143626,0.10614357,0.1143626,0.026250305239635747
1147,5,31,9,0.0,0.10544033,0.10544033,0.098441094,0.026250305239635594
1148,7,31,9,0.0,0.112746105,0.0916206,0.112746105,0.0262503052396357
1149,19,31,9,0.0,0.114430465,0.10147987,0.114430465,0.026250305239635688
1150,23,31,9,0.0,0.10663664,0.10642564,0.10663664,0.026250305239635768
1151,28,31,9,0.0,0.1114451,0.10146318,0.1114451,0.0262503052396359
1152,18,31,9,0.0,0.1062215,0.07920492,0.1062215,0.026250305239635893
1153,2,31,9,0.6666666666666666,0.11375126,0.11375126,0.11297917,0.026250305239635726
1154,9,31,9,0.0,0.095042765,0.09330839,0.095042765,0.026250305239635993
1155,4,31,9,0.0,0.11440597,0.10454078,0.11440597,0.02625030523963584
1156,32,22,9,0.0,0.102638185,0.08181501,0.102638185,0.0
1157,15,22,9,0.0,0.11838146,0.08712834,0.11838146,0.02625030523963598
1158,5,22,9,0.0,0.10887963,0.10404444,0.10887963,0.02625030523963586
1159,7,22,9,0.0,0.109439895,0.109439895,0.09372734,0.026250305239635882
1160,19,22,9,0.0,0.10940448,0.10940448,0.10139998,0.026250305239635636
1161,23,22,9,0.0,0.115989946,0.10850123,0.115989946,0.0
1162,28,22,9,0.0,0.10972436,0.10875019999999999,0.10972436,0.0
1163,18,22,9,0.0,0.10171571,0.09689127,0.10171571,0.026250305239635802
1164,2,22,9,0.6666666666666666,0.089715436,0.089715436,0.07888996599999999,0.026250305239635733
1165,9,22,9,0.0,0.11054460000000002,0.08932686599999999,0.11054460000000002,0.02625030523963586
1166,4,22,9,0.0,0.10379047,0.10206681,0.10379047,0.026250305239635827
1167,32,26,9,0.0,0.12100739,0.12100739,0.10335335,0.0
1168,15,26,9,0.0,0.11126259,0.11126259,0.10075111,0.026250305239635747
1169,5,26,9,0.0,0.11947446,0.11947446,0.111787386,0.026250305239635643
1170,7,26,9,0.0,0.10877304,0.10877304,0.09362917,0.02625030523963576
1171,19,26,9,0.0,0.11212554599999999,0.11212554599999999,0.09281588,0.026250305239635768
1172,23,26,9,0.0,0.10357105,0.10357105,0.100344226,0.02625030523963568
1173,28,26,9,0.0,0.1118394,0.1118394,0.10312422,0.0
1174,18,26,9,0.0,0.11783668,0.10063293,0.11783668,0.026250305239635775
1175,2,26,9,0.6666666666666666,0.11909489,0.11909489,0.092011765,0.026250305239635806
1176,9,26,9,0.0,0.10558377,0.09830501,0.10558377,0.026250305239635834
1177,4,26,9,0.0,0.11465937,0.11465937,0.09764838,0.026250305239635747
1178,9,27,10,0.0,0.121115506,0.11962549,0.121115506,0.020068329215469277
1179,28,27,10,0.0,0.16761048,0.16761048,0.09998710000000001,0.0
1180,6,27,10,0.0,0.13684368,0.13684368,0.10464636,0.020068329215469263
1181,3,27,10,0.0,0.1491362,0.1491362,0.11077802,0.020068329215469326
1182,16,27,10,0.0,0.12009618400000001,0.12009618400000001,0.12001977,0.020068329215469197
1183,13,27,10,0.0,0.11257511,0.10004877,0.11257511,0.020068329215469395
1184,17,27,10,0.0,0.12786116,0.12786116,0.08635499,0.020068329215469246
1185,30,27,10,0.0,0.16236848,0.16236848,0.10376418400000001,0.0
1186,18,27,10,0.0,0.13519879999999998,0.13519879999999998,0.123889245,0.020068329215469246
1187,5,27,10,0.0,0.11267119,0.11267119,0.11230548,0.020068329215469267
1188,20,27,10,0.0,0.11869144400000001,0.11869144400000001,0.101562165,0.020068329215469253
1189,10,27,10,0.0,0.114955105,0.11101559,0.114955105,0.020068329215469326
1190,22,27,10,0.0,0.13988858,0.13988858,0.09337523,0.020068329215469288
1191,8,27,10,0.0,0.15096697,0.15096697,0.10546767,0.020068329215469315
