,src,dst,id,importance,explainer,edge_btw
618,44,21,4,1,0.10075372,0.004869558
601,35,8,4,0,0,0.001233915
603,35,52,4,0,0,0.001233915
604,16,52,4,0,0,0.001233915
605,35,22,4,0,0,0.001233915
606,16,22,4,0,0,0.001233915
607,37,7,4,0,0,0.001233915
609,37,14,4,0,0,0.001233915
610,19,14,4,0,0,0.001233915
611,37,50,4,0,0,0.001233915
612,19,50,4,0,0,0.001233915
621,28,21,4,2,0.11863346,0
622,5,21,4,2,0.11724892,0
623,57,21,4,2,0.11142137,0
664,6,3,4,1,0.6137659,0
642,11,3,4,1,0.52483314,0
641,32,3,4,1,0.5031371,0
659,9,3,4,1,0.4297173,0
654,41,3,4,1,0.42694134,0
663,42,3,4,1,0.42629468,0
658,38,3,4,1,0.30893126,0
662,30,3,4,1,0.16496457,0
653,59,3,4,1,0.12540904,0
637,23,3,4,1,0.12209879,0
639,34,3,4,1,0.12164805,0
651,58,3,4,1,0.120926715,0
649,43,3,4,1,0.12018774,0
624,47,21,4,1,0.119193316,0
648,12,3,4,1,0.11869667,0
655,29,3,4,1,0.1158016,0
647,40,3,4,1,0.11557206,0
657,18,3,4,1,0.11308614,0
640,55,3,4,1,0.10988094,0
652,10,3,4,1,0.10903988,0
638,13,3,4,1,0.10834953,0
656,4,3,4,1,0.10452954,0
650,53,3,4,1,0.103435285,0
661,31,3,4,1,0.09921954,0
665,51,3,4,1,0.09659877,0
660,49,3,4,1,0.093900055,0
615,2,61,4,0,0.13868944,0
616,46,61,4,0,0.11964509,0
614,44,61,4,0,0.1138386,0
602,16,8,4,0,0,0
608,19,7,4,0,0,0
707,9,17,5,1.666666667,0.1292025,0.022267206
820,4,15,5,0.833333333,0.12436031,0.011605938
822,22,15,5,0.833333333,0.13048658,0.011605938
823,33,15,5,0.833333333,0.13851681,0.011605938
824,32,15,5,0.833333333,0.12372161,0.011605938
825,4,31,5,0.833333333,0.12576114,0.011605938
827,22,31,5,0.833333333,0.12944932,0.011605938
828,33,31,5,0.833333333,0.09272772,0.011605938
829,32,31,5,0.833333333,0.11616964,0.011605938
830,4,12,5,0.833333333,0.12582926,0.011605938
832,22,12,5,0.833333333,0.11314862,0.011605938
833,33,12,5,0.833333333,0.120891154,0.011605938
834,32,12,5,0.833333333,0.11787147,0.011605938
821,38,15,5,0.333333333,0.13966964,0.011605938
826,38,31,5,0.333333333,0.13005668,0.011605938
831,38,12,5,0.333333333,0.12573181,0.011605938
744,36,37,5,2,0.14000182,0.010671265
771,36,18,5,2,0.13049647,0.010671265
798,36,29,5,2,0.15819396,0.010671265
739,9,37,5,1.666666667,0.12699182,0.010671265
740,1,37,5,1.666666667,0.14925045,0.010671265
741,30,37,5,1.666666667,0.14203037,0.010671265
742,7,37,5,1.666666667,0.15597884,0.010671265
743,5,37,5,1.666666667,0.15016022,0.010671265
745,13,37,5,1.666666667,0.11996704,0.010671265
746,28,37,5,1.666666667,0.17257863,0.010671265
747,8,37,5,1.666666667,0.109802455,0.010671265
749,19,37,5,1.666666667,0.118685775,0.010671265
750,25,37,5,1.666666667,0.14840572,0.010671265
752,10,37,5,1.666666667,0.12429585,0.010671265
753,27,37,5,1.666666667,0.15066275,0.010671265
755,23,37,5,1.666666667,0.123080015,0.010671265
756,35,37,5,1.666666667,0.15753442,0.010671265
757,20,37,5,1.666666667,0.15124868,0.010671265
758,3,37,5,1.666666667,0.17493188,0.010671265
759,24,37,5,1.666666667,0.14321645,0.010671265
760,0,37,5,1.666666667,0.4732057,0.010671265
761,34,37,5,1.666666667,0.12655827,0.010671265
762,11,37,5,1.666666667,0.13788173,0.010671265
763,14,37,5,1.666666667,0.14068966,0.010671265
764,2,37,5,1.666666667,0.10701528,0.010671265
765,21,37,5,1.666666667,0.13804853,0.010671265
766,9,18,5,1.666666667,0.13001022,0.010671265
767,1,18,5,1.666666667,0.13860965,0.010671265
768,30,18,5,1.666666667,0.12071042,0.010671265
769,7,18,5,1.666666667,0.14479022,0.010671265
770,5,18,5,1.666666667,0.19654551,0.010671265
772,13,18,5,1.666666667,0.1151066,0.010671265
773,28,18,5,1.666666667,0.18212046,0.010671265
774,8,18,5,1.666666667,0.117029436,0.010671265
776,19,18,5,1.666666667,0.12894922,0.010671265
777,25,18,5,1.666666667,0.114679836,0.010671265
779,10,18,5,1.666666667,0.14243074,0.010671265
780,27,18,5,1.666666667,0.13801429,0.010671265
782,23,18,5,1.666666667,0.11698601,0.010671265
783,35,18,5,1.666666667,0.1809885,0.010671265
784,20,18,5,1.666666667,0.20251165,0.010671265
785,3,18,5,1.666666667,0.14340597,0.010671265
786,24,18,5,1.666666667,0.12326227,0.010671265
787,0,18,5,1.666666667,0.58007306,0.010671265
788,34,18,5,1.666666667,0.13034812,0.010671265
789,11,18,5,1.666666667,0.12573913,0.010671265
790,14,18,5,1.666666667,0.124086164,0.010671265
791,2,18,5,1.666666667,0.1388363,0.010671265
792,21,18,5,1.666666667,0.13549578,0.010671265
793,9,29,5,1.666666667,0.12898804,0.010671265
794,1,29,5,1.666666667,0.14020517,0.010671265
795,30,29,5,1.666666667,0.11932764,0.010671265
796,7,29,5,1.666666667,0.12775874,0.010671265
797,5,29,5,1.666666667,0.14823556,0.010671265
799,13,29,5,1.666666667,0.1282096,0.010671265
800,28,29,5,1.666666667,0.17142911,0.010671265
801,8,29,5,1.666666667,0.1422571,0.010671265
803,19,29,5,1.666666667,0.10951955,0.010671265
804,25,29,5,1.666666667,0.1280995,0.010671265
806,10,29,5,1.666666667,0.114523426,0.010671265
807,27,29,5,1.666666667,0.12253181,0.010671265
809,23,29,5,1.666666667,0.1331502,0.010671265
810,35,29,5,1.666666667,0.13318662,0.010671265
811,20,29,5,1.666666667,0.17867865,0.010671265
812,3,29,5,1.666666667,0.1836354,0.010671265
813,24,29,5,1.666666667,0.12459641,0.010671265
814,0,29,5,1.666666667,0.4907398,0.010671265
815,34,29,5,1.666666667,0.11365073,0.010671265
816,11,29,5,1.666666667,0.11982931,0.010671265
817,14,29,5,1.666666667,0.1274872,0.010671265
818,2,29,5,1.666666667,0.13890074,0.010671265
819,21,29,5,1.666666667,0.12980919,0.010671265
748,16,37,5,1,0.13583674,0.010671265
751,6,37,5,1,0.14155126,0.010671265
754,26,37,5,1,0.13093777,0.010671265
775,16,18,5,1,0.110283844,0.010671265
778,6,18,5,1,0.09587088,0.010671265
781,26,18,5,1,0.1470913,0.010671265
802,16,29,5,1,0.1308593,0.010671265
805,6,29,5,1,0.14503852,0.010671265
808,26,29,5,1,0.14375405,0.010671265
712,36,17,5,2,0.13215941,0
708,1,17,5,1.666666667,0.1272093,0
709,30,17,5,1.666666667,0.12676814,0
710,7,17,5,1.666666667,0.14747192,0
711,5,17,5,1.666666667,0.13968162,0
713,13,17,5,1.666666667,0.111902416,0
714,28,17,5,1.666666667,0.115788296,0
715,8,17,5,1.666666667,0.12072616,0
717,19,17,5,1.666666667,0.11963526,0
718,25,17,5,1.666666667,0.111469135,0
720,10,17,5,1.666666667,0.1120884,0
721,27,17,5,1.666666667,0.12111133,0
723,23,17,5,1.666666667,0.122748576,0
724,35,17,5,1.666666667,0.1831957,0
725,20,17,5,1.666666667,0.23353815,0
726,3,17,5,1.666666667,0.19284372,0
727,24,17,5,1.666666667,0.13056068,0
728,0,17,5,1.666666667,0.5835974,0
729,34,17,5,1.666666667,0.13891932,0
730,11,17,5,1.666666667,0.13667122,0
731,14,17,5,1.666666667,0.12128441,0
732,2,17,5,1.666666667,0.12092266,0
733,21,17,5,1.666666667,0.13023123,0
734,4,17,5,1.5,0.13293304,0
736,22,17,5,1.5,0.09361068,0
737,33,17,5,1.5,0.14336398,0
738,32,17,5,1.5,0.11584102,0
716,16,17,5,1,0.12854122,0
719,6,17,5,1,0.13137951,0
722,26,17,5,1,0.13796277,0
735,38,17,5,1,0.123979926,0
913,13,37,6,0,0,0.002048131
887,24,9,6,0,0,0.001920123
888,49,9,6,0,0,0.001920123
891,24,17,6,0,0,0.001920123
892,49,17,6,0,0,0.001920123
893,23,17,6,0,0,0.001920123
906,24,10,6,0,0,0.001920123
907,49,10,6,0,0,0.001920123
908,3,35,6,0,0,0.001792115
845,21,15,6,0,0,0.001664107
886,60,9,6,0,0,0.001664107
890,60,17,6,0,0,0.001664107
861,61,34,6,0,0,0.001570234
866,61,4,6,0,0,0.001570234
883,60,5,6,0,0,0.001536098
838,19,52,6,0,0,0.001493429
839,59,52,6,0,0,0.001493429
840,54,52,6,0,0,0.001493429
842,19,15,6,0,0,0.001493429
843,59,15,6,0,0,0.001493429
844,54,15,6,0,0,0.001493429
852,39,41,6,0,0,0.001442226
857,39,34,6,0,0,0.001442226
858,42,34,6,0,0,0.001442226
859,58,34,6,0,0,0.001442226
860,20,34,6,0,0,0.001442226
862,39,4,6,0,0,0.001442226
863,42,4,6,0,0,0.001442226
864,58,4,6,0,0,0.001442226
865,20,4,6,0,0,0.001442226
867,39,38,6,0,0,0.00140809
868,42,38,6,0,0,0.00140809
869,58,38,6,0,0,0.00140809
870,20,38,6,0,0,0.00140809
835,19,22,6,0,0,0.001365421
911,3,27,6,0,0,0.001280082
912,18,27,6,0,0,0.001280082
846,2,16,6,0,0,0.001194743
848,2,32,6,0,0,0.001194743
849,46,32,6,0,0,0.001194743
850,2,56,6,0,0,0.001194743
851,46,56,6,0,0,0.001194743
871,55,33,6,0,0,0.001194743
873,55,36,6,0,0,0.001194743
874,30,36,6,0,0,0.001194743
875,55,12,6,0,0,0.001194743
876,30,12,6,0,0,0.001194743
877,11,50,6,0,0,0.001194743
879,11,43,6,0,0,0.001194743
880,53,43,6,0,0,0.001194743
881,11,8,6,0,0,0.001194743
882,53,8,6,0,0,0.001194743
894,14,51,6,0,0,0.001194743
896,14,28,6,0,0,0.001194743
897,62,28,6,0,0,0.001194743
898,14,45,6,0,0,0.001194743
899,62,45,6,0,0,0.001194743
900,25,6,6,0,0,0.001194743
902,25,47,6,0,0,0.001194743
903,40,47,6,0,0,0.001194743
904,25,57,6,0,0,0.001194743
905,40,57,6,0,0,0.001194743
917,31,44,6,1,0.8981747,0.001024066
919,31,0,6,1,0.70131207,0.001024066
920,1,0,6,0,0.42852402,0.001024066
836,59,22,6,0,0,0
837,54,22,6,0,0,0
841,21,52,6,0,0,0
847,46,16,6,0,0,0
853,42,41,6,0,0,0
854,58,41,6,0,0,0
855,20,41,6,0,0,0
856,61,41,6,0,0,0
872,30,33,6,0,0,0
878,53,50,6,0,0,0
884,24,5,6,0,0,0
885,49,5,6,0,0,0
889,23,9,6,0,0,0
895,62,51,6,0,0,0
901,40,6,6,0,0,0
909,18,35,6,0,0,0
910,26,35,6,0,0,0
914,48,37,6,0,0,0
915,7,37,6,0,0,0
916,29,37,6,0,0,0
918,1,44,6,0,0.7884407,0
957,11,5,7,1.333333333,0.8632835,0.083350821
958,16,5,7,1.333333333,0.8229012,0.083350821
945,17,5,7,1.333333333,0.85790956,0.061299435
946,30,5,7,1.333333333,0.8576509,0.061299435
947,1,5,7,1.333333333,0.87292004,0.061299435
952,35,5,7,2,0.856898,0.059180791
950,33,5,7,1.666666667,0.8324973,0.059180791
951,13,5,7,1.666666667,0.8217855,0.059180791
953,36,5,7,1.666666667,0.88778126,0.059180791
956,0,5,7,1.333333333,0.870221,0.045219263
921,45,7,7,1.166666667,0.12987046,0.033333333
931,11,56,7,0.333333333,0.8303837,0.02074657
932,16,56,7,0.333333333,0.88045,0.02074657
934,11,23,7,0.333333333,0.86870146,0.02074657
935,16,23,7,0.333333333,0.9127062,0.02074657
987,14,26,7,0.333333333,0.10791235,0.01680791
988,49,26,7,0.333333333,0.11834647,0.01680791
989,14,42,7,0.333333333,0.11577349,0.01680791
990,49,42,7,0.333333333,0.108591095,0.01680791
991,14,9,7,0.333333333,0.11946095,0.01680791
992,49,9,7,0.333333333,0.11258225,0.01680791
1001,32,38,7,0.333333333,0.13869645,0.01680791
1002,43,38,7,0.333333333,0.10992206,0.01680791
1003,32,29,7,0.333333333,0.125366,0.01680791
1004,43,29,7,0.333333333,0.10453626,0.01680791
1005,32,28,7,0.333333333,0.13062732,0.01680791
1006,43,28,7,0.333333333,0.118627675,0.01680791
926,19,4,7,0.333333333,0.7097644,0.014942158
936,17,44,7,0.333333333,0.13142112,0.011393597
939,17,50,7,0.333333333,0.12275808,0.011393597
940,30,50,7,0.333333333,0.122129284,0.011393597
941,1,50,7,0.333333333,0.16308568,0.011393597
942,17,27,7,0.333333333,0.12553549,0.011393597
943,30,27,7,0.333333333,0.13103773,0.011393597
944,1,27,7,0.333333333,0.15248159,0.011393597
930,19,56,7,0.333333333,0.17259915,0.009986548
933,19,23,7,0.333333333,0.17216998,0.009986548
995,35,37,7,1.666666667,0.1311414,0.008757062
999,35,57,7,1.666666667,0.12119077,0.008757062
993,33,37,7,1.333333333,0.11183445,0.008757062
994,13,37,7,1.333333333,0.111034505,0.008757062
996,36,37,7,1.333333333,0.13751118,0.008757062
997,33,57,7,1.333333333,0.11738172,0.008757062
998,13,57,7,1.333333333,0.123854324,0.008757062
1000,36,57,7,1.333333333,0.13060011,0.008757062
924,35,7,7,1.666666667,0.116631635,0
922,33,7,7,1.333333333,0.107426,0
923,13,7,7,1.333333333,0.12160922,0
925,36,7,7,1.333333333,0.11575474,0
948,14,5,7,1.333333333,0.8676195,0
949,49,5,7,1.333333333,0.8261578,0
954,32,5,7,1.333333333,0.8352036,0
955,43,5,7,1.333333333,0.77758956,0
959,8,5,7,1.333333333,0.18109614,0
960,53,5,7,1.333333333,0.16888765,0
961,3,5,7,1.333333333,0.52791953,0
962,25,5,7,1.333333333,0.1410359,0
963,31,5,7,1.333333333,0.16736999,0
964,12,5,7,1.333333333,0.09535089,0
965,34,5,7,1.333333333,0.18777394,0
966,46,5,7,1.333333333,0.9129966,0
967,58,5,7,1.333333333,0.13440539,0
968,59,5,7,1.333333333,0.14306407,0
969,41,5,7,1.333333333,0.14242363,0
970,48,5,7,1.333333333,0.1323488,0
971,39,5,7,1.333333333,0.9203492,0
972,52,5,7,1.333333333,0.17789112,0
974,18,5,7,1.333333333,0.2626802,0
975,40,5,7,1.333333333,0.150456,0
976,15,5,7,1.333333333,0.12357886,0
977,54,5,7,1.333333333,0.15475272,0
978,55,5,7,1.333333333,0.09295865,0
979,21,5,7,1.333333333,0.11760563,0
980,2,5,7,1.333333333,0.1523712,0
981,47,5,7,1.333333333,0.17715283,0
982,22,5,7,1.333333333,0.12583245,0
983,20,5,7,1.333333333,0.19300051,0
984,24,5,7,1.333333333,0.15639149,0
985,10,5,7,1.333333333,0.44110572,0
986,51,5,7,1.333333333,0.10424316,0
973,6,5,7,1,0.7284522,0
927,0,4,7,0.333333333,0.8148634,0
928,11,4,7,0.333333333,0.18807732,0
929,16,4,7,0.333333333,0.11747961,0
937,30,44,7,0.333333333,0.13331012,0
938,1,44,7,0.333333333,0.101242855,0
1025,18,5,8,0,0.13362247,0.050061696
1055,0,42,8,0,0.6476131,0.041248017
1015,47,56,8,1,0,0.02908514
1024,18,30,8,0,0.09373369,0.021152829
1073,9,33,8,0,0.10455879,0.020800282
1074,41,33,8,0,0.105241954,0.020800282
1014,59,56,8,0,0,0.01480698
1057,0,48,8,0,0.57430196,0.011634056
1059,0,23,8,0,0.6420187,0.011634056
1063,32,57,8,0,0.16867109,0.010752688
1064,3,57,8,0,0.95444083,0.010752688
1065,32,15,8,0,0.19265082,0.010752688
1066,3,15,8,0,0.09958395,0.010752688
1067,4,39,8,0,0.10037043,0.010752688
1068,1,39,8,0,0.13376352,0.010752688
1069,4,13,8,0,0.10623415,0.010752688
1070,1,13,8,0,0.16871229,0.010752688
1071,9,38,8,0,0.93886995,0.010752688
1072,41,38,8,0,0.08890044,0.010752688
1076,26,37,8,0,0.08831083,0.010752688
1077,36,37,8,0,0.12267895,0.010752688
1078,26,40,8,0,0.11150886,0.010752688
1079,36,40,8,0,0.9309257,0.010752688
1080,54,53,8,0,0.1615806,0.010752688
1081,21,53,8,0,0.10420861,0.010752688
1082,54,10,8,0,0.110520564,0.010752688
1083,21,10,8,0,0.09676565,0.010752688
1058,44,48,8,0,0.6126022,0.010576415
1060,44,23,8,0,0.6021755,0.010576415
1010,47,55,8,2,0,0.008989952
1012,47,2,8,2,0,0.008989952
1047,18,12,8,0,0.09396022,0.008108585
1050,18,27,8,0,0.10102925,0.008108585
1013,59,46,8,0,0,0.007932311
1048,6,12,8,0,0.09793794,0.00740349
1049,25,12,8,0,0.11062116,0.00740349
1051,6,27,8,0,0.09983686,0.00740349
1052,25,27,8,0,0.09758464,0.00740349
1007,43,17,8,2,0,0.003172924
1009,43,55,8,2,0,0.003172924
1011,43,2,8,2,0,0.003172924
1061,58,52,8,0,0,0.003172924
1053,34,61,8,0,0,0.002115283
1008,47,17,8,2,0,0
1016,8,56,8,0,0,0
1017,14,56,8,0,0,0
1018,7,56,8,0,0,0
1019,16,56,8,0,0,0
1020,60,56,8,0,0,0
1021,29,56,8,0,0,0
1022,20,56,8,0,0,0
1023,28,56,8,0,0,0
1026,0,5,8,0,0.6166886,0
1027,32,5,8,0,0.1239499,0
1028,3,5,8,0,0.12224497,0
1029,4,5,8,0,0.12125061,0
1030,1,5,8,0,0.10016549,0
1031,9,5,8,0,0.10398699,0
1032,41,5,8,0,0.09761646,0
1033,6,5,8,0,0.19490981,0
1034,25,5,8,0,0.22777161,0
1035,11,5,8,0,0.18905887,0
1036,35,5,8,0,0.45788994,0
1037,44,5,8,0,0.43828726,0
1038,26,5,8,0,0.117478915,0
1039,36,5,8,0,0.11902551,0
1040,54,5,8,0,0.12445281,0
1041,21,5,8,0,0.1045387,0
1042,51,5,8,0,0.36075416,0
1043,50,5,8,0,0.12719934,0
1044,31,5,8,0,0.107220896,0
1045,19,5,8,0,0.4191349,0
1046,22,5,8,0,0.139964,0
1054,58,61,8,0,0,0
1056,45,42,8,0,0.52232695,0
1062,24,52,8,0,0,0
1075,49,33,8,0,0.91336,0
1122,3,41,9,1.333333333,0.101803795,0.377777778
1090,8,30,9,1.333333333,0.11061898,0.202020202
1106,20,41,9,1.333333333,0.12672666,0.060185185
1107,42,41,9,1.333333333,0.09738559,0.060185185
1102,0,41,9,0.666666667,0.47755256,0.060185185
1103,13,41,9,0.666666667,0.09637127,0.060185185
1104,29,41,9,0.666666667,0.1013803,0.060185185
1105,11,41,9,0.666666667,0.11855768,0.060185185
1084,8,1,9,1.333333333,0,0.056228956
1086,8,12,9,1.333333333,0,0.056228956
1088,8,37,9,1.333333333,0,0.056228956
1139,44,38,9,1.166666667,0.10697635,0.022474747
1140,27,38,9,1.166666667,0.10374519,0.022474747
1141,44,39,9,1.166666667,0.11959115,0.022474747
1142,27,39,9,1.166666667,0.10863903,0.022474747
1143,44,24,9,1.166666667,0.09891994,0.022474747
1144,27,24,9,1.166666667,0.11356962,0.022474747
1087,34,12,9,1.333333333,0,0.015824916
1089,34,37,9,1.333333333,0,0.015824916
1136,20,17,9,1.333333333,0.11643384,0.015740741
1137,42,17,9,1.333333333,0.13290925,0.015740741
1132,0,17,9,0.666666667,0.5406986,0.015740741
1133,13,17,9,0.666666667,0.1260439,0.015740741
1134,29,17,9,0.666666667,0.15751903,0.015740741
1135,11,17,9,0.666666667,0.11841645,0.015740741
1130,20,35,9,0.666666667,0.09881827,0.008670034
1131,42,35,9,0.666666667,0.1251841,0.008670034
1096,0,6,9,0,0.435522,0.008670034
1126,0,35,9,0,0.48346797,0.008670034
1127,13,35,9,0,0.108564526,0.008670034
1128,29,35,9,0,0.1169536,0.008670034
1129,11,35,9,0,0.20138855,0.008670034
1153,2,31,9,0.666666667,0.11375126,0.006565657
1164,2,22,9,0.666666667,0.089715436,0.006565657
1175,2,26,9,0.666666667,0.11909489,0.006565657
1145,32,31,9,0,0.095553115,0.006565657
1146,15,31,9,0,0.1143626,0.006565657
1147,5,31,9,0,0.10544033,0.006565657
1148,7,31,9,0,0.112746105,0.006565657
1149,19,31,9,0,0.114430465,0.006565657
1150,23,31,9,0,0.10663664,0.006565657
1151,28,31,9,0,0.1114451,0.006565657
1152,18,31,9,0,0.1062215,0.006565657
1154,9,31,9,0,0.095042765,0.006565657
1155,4,31,9,0,0.11440597,0.006565657
1156,32,22,9,0,0.102638185,0.006565657
1157,15,22,9,0,0.11838146,0.006565657
1158,5,22,9,0,0.10887963,0.006565657
1159,7,22,9,0,0.109439895,0.006565657
1160,19,22,9,0,0.10940448,0.006565657
1161,23,22,9,0,0.115989946,0.006565657
1162,28,22,9,0,0.10972436,0.006565657
1163,18,22,9,0,0.10171571,0.006565657
1165,9,22,9,0,0.1105446,0.006565657
1166,4,22,9,0,0.10379047,0.006565657
1167,32,26,9,0,0.12100739,0.006565657
1168,15,26,9,0,0.11126259,0.006565657
1169,5,26,9,0,0.11947446,0.006565657
1170,7,26,9,0,0.10877304,0.006565657
1171,19,26,9,0,0.112125546,0.006565657
1172,23,26,9,0,0.10357105,0.006565657
1173,28,26,9,0,0.1118394,0.006565657
1174,18,26,9,0,0.11783668,0.006565657
1176,9,26,9,0,0.10558377,0.006565657
1177,4,26,9,0,0.11465937,0.006565657
1085,34,1,9,1.333333333,0,0
1091,3,30,9,1.333333333,0.113532625,0
1092,33,30,9,1.333333333,0.10383172,0
1093,14,30,9,1.333333333,0.10802619,0
1094,43,30,9,1.333333333,0.11089277,0
1095,36,30,9,1.333333333,0.11046134,0
1108,44,41,9,1.333333333,0.11090921,0
1109,27,41,9,1.333333333,0.09892743,0
1118,2,41,9,1.333333333,0.12472508,0
1121,21,41,9,1.333333333,0.13405131,0
1123,16,41,9,1.333333333,0.10594812,0
1124,25,41,9,1.333333333,0.09438062,0
1125,40,41,9,1.333333333,0.7826335,0
1138,10,17,9,1.333333333,0.7453873,0
1100,20,6,9,0.666666667,0.116721734,0
1101,42,6,9,0.666666667,0.09037373,0
1110,32,41,9,0.666666667,0.11911041,0
1111,15,41,9,0.666666667,0.1099692,0
1112,5,41,9,0.666666667,0.107460454,0
1113,7,41,9,0.666666667,0.10669814,0
1114,19,41,9,0.666666667,0.11890542,0
1115,23,41,9,0.666666667,0.11949889,0
1116,28,41,9,0.666666667,0.11210193,0
1117,18,41,9,0.666666667,0.11590958,0
1119,9,41,9,0.666666667,0.12164154,0
1120,4,41,9,0.666666667,0.11086177,0
1097,13,6,9,0,0.12132242,0
1098,29,6,9,0,0.105747625,0
1099,11,6,9,0,0.4174013,0
1257,26,14,10,0.875,0.20855777,0.021664675
1284,26,25,10,0.875,0.15318884,0.021664675
1204,9,7,10,0.375,0.112371646,0.016577827
1205,28,7,10,0.375,0.13161135,0.016577827
1206,6,7,10,0.375,0.18340679,0.016577827
1207,3,7,10,0.375,0.11727498,0.016577827
1208,16,7,10,0.375,0.14927687,0.016577827
1209,13,7,10,0.375,0.11011211,0.016577827
1210,17,7,10,0.375,0.18748657,0.016577827
1211,30,7,10,0.375,0.12688084,0.016577827
1212,18,7,10,0.375,0.1186558,0.016577827
1213,5,7,10,0.375,0.14429246,0.016577827
1214,20,7,10,0.375,0.13150558,0.016577827
1215,10,7,10,0.375,0.120820306,0.016577827
1216,22,7,10,0.375,0.14127101,0.016577827
1217,8,7,10,0.375,0.17008114,0.016577827
1218,24,7,10,0.375,0.1314737,0.016577827
1219,15,7,10,0.375,0.122285664,0.016577827
1220,0,7,10,0.375,0.584302,0.016577827
1221,4,7,10,0.375,0.11225308,0.016577827
1222,2,7,10,0.375,0.123649284,0.016577827
1223,19,7,10,0.375,0.1283375,0.016577827
1224,21,7,10,0.375,0.1299951,0.016577827
1225,1,7,10,0.375,0.14346056,0.016577827
1226,29,7,10,0.375,0.11749767,0.016577827
1227,11,7,10,0.375,0.09976194,0.016577827
1228,23,7,10,0.375,0.11490929,0.016577827
1229,12,7,10,0.375,0.10835087,0.016577827
1231,9,14,10,0.375,0.13633296,0.016577827
1232,28,14,10,0.375,0.111569464,0.016577827
1233,6,14,10,0.375,0.12062771,0.016577827
1234,3,14,10,0.375,0.09972157,0.016577827
1235,16,14,10,0.375,0.1230748,0.016577827
1236,13,14,10,0.375,0.11314331,0.016577827
1237,17,14,10,0.375,0.17127088,0.016577827
1238,30,14,10,0.375,0.13928454,0.016577827
1239,18,14,10,0.375,0.12217923,0.016577827
1240,5,14,10,0.375,0.12668349,0.016577827
1241,20,14,10,0.375,0.121993475,0.016577827
1242,10,14,10,0.375,0.12950787,0.016577827
1243,22,14,10,0.375,0.15291798,0.016577827
1244,8,14,10,0.375,0.13212499,0.016577827
1245,24,14,10,0.375,0.14347383,0.016577827
1246,15,14,10,0.375,0.13924067,0.016577827
1247,0,14,10,0.375,0.6741913,0.016577827
1248,4,14,10,0.375,0.11145481,0.016577827
1249,2,14,10,0.375,0.108560145,0.016577827
1250,19,14,10,0.375,0.10917333,0.016577827
1251,21,14,10,0.375,0.14086482,0.016577827
1252,1,14,10,0.375,0.14048348,0.016577827
1253,29,14,10,0.375,0.106648415,0.016577827
1254,11,14,10,0.375,0.1231062,0.016577827
1255,23,14,10,0.375,0.16346307,0.016577827
1256,12,14,10,0.375,0.14046179,0.016577827
1258,9,25,10,0.375,0.13021792,0.016577827
1259,28,25,10,0.375,0.13579316,0.016577827
1260,6,25,10,0.375,0.18615966,0.016577827
1261,3,25,10,0.375,0.11181371,0.016577827
1262,16,25,10,0.375,0.1320754,0.016577827
1263,13,25,10,0.375,0.12986103,0.016577827
1264,17,25,10,0.375,0.16366014,0.016577827
1265,30,25,10,0.375,0.13987182,0.016577827
1266,18,25,10,0.375,0.1339053,0.016577827
1267,5,25,10,0.375,0.1282599,0.016577827
1268,20,25,10,0.375,0.119707756,0.016577827
1269,10,25,10,0.375,0.10757908,0.016577827
1270,22,25,10,0.375,0.12456841,0.016577827
1271,8,25,10,0.375,0.17154868,0.016577827
1272,24,25,10,0.375,0.13725413,0.016577827
1273,15,25,10,0.375,0.13879628,0.016577827
1274,0,25,10,0.375,0.63633364,0.016577827
1275,4,25,10,0.375,0.11695341,0.016577827
1276,2,25,10,0.375,0.13345608,0.016577827
1277,19,25,10,0.375,0.115070134,0.016577827
1278,21,25,10,0.375,0.13643445,0.016577827
1279,1,25,10,0.375,0.13107973,0.016577827
1280,29,25,10,0.375,0.1193535,0.016577827
1281,11,25,10,0.375,0.114600174,0.016577827
1282,23,25,10,0.375,0.1446093,0.016577827
1283,12,25,10,0.375,0.12400729,0.016577827
1178,9,27,10,0,0.121115506,0.01592225
1230,26,7,10,0.875,0.27660167,0
1179,28,27,10,0,0.16761048,0
1180,6,27,10,0,0.13684368,0
1181,3,27,10,0,0.1491362,0
1182,16,27,10,0,0.120096184,0
1183,13,27,10,0,0.11257511,0
1184,17,27,10,0,0.12786116,0
1185,30,27,10,0,0.16236848,0
1186,18,27,10,0,0.1351988,0
1187,5,27,10,0,0.11267119,0
1188,20,27,10,0,0.118691444,0
1189,10,27,10,0,0.114955105,0
1190,22,27,10,0,0.13988858,0
1191,8,27,10,0,0.15096697,0
1192,24,27,10,0,0.11970443,0
1193,15,27,10,0,0.13626698,0
1194,0,27,10,0,0.77692246,0
1195,4,27,10,0,0.11129225,0
1196,2,27,10,0,0.14999929,0
1197,19,27,10,0,0.122970894,0
1198,21,27,10,0,0.105411276,0
1199,1,27,10,0,0.12085891,0
1200,29,27,10,0,0.10358154,0
1201,11,27,10,0,0.10200657,0
1202,23,27,10,0,0.14503229,0
1203,12,27,10,0,0.13188064,0
1294,26,32,11,1.75,0.19258714,0.074911348
1295,12,32,11,1.75,0.50161844,0.074911348
1296,17,32,11,1.75,0.29290655,0.074911348
1342,37,24,11,1.5,0.11656444,0.030437352
1343,6,24,11,1.5,0.110486105,0.030437352
1339,37,44,11,1.25,0.10222916,0.030437352
1340,6,44,11,1.25,0.12477943,0.030437352
