,src,dst,id,importance,explainer,edge_btw
1344,11,24,11,0.75,0,0.021128842
1345,25,13,11,1.5,0.12328231,0.021054965
1337,37,41,11,1.25,0.11612127,0.021054965
1338,6,41,11,1.25,0.11570431,0.021054965
1347,25,9,11,1.25,0.12271731,0.021054965
1349,25,35,11,1.25,0.12306595,0.021054965
1346,42,13,11,0.75,0.16534297,0.021054965
1348,42,9,11,0.5,0.15042694,0.021054965
1350,42,35,11,0.5,0.1529043,0.021054965
1321,28,2,11,2,0.11045115,0.014332151
1324,28,18,11,2,0.11495259,0.014332151
1327,28,23,11,2,0.100473806,0.014332151
1285,26,45,11,1.5,0.122092634,0.014332151
1288,26,1,11,1.5,0.12611298,0.014332151
1289,12,1,11,1.5,0.11476232,0.014332151
1290,17,1,11,1.5,0.111004554,0.014332151
1319,22,2,11,1.5,0.10981317,0.014332151
1322,22,18,11,1.5,0.13450651,0.014332151
1325,22,23,11,1.5,0.13885792,0.014332151
1329,15,21,11,1.5,0.11114265,0.014332151
1330,39,21,11,1.5,0.119200766,0.014332151
1335,15,3,11,1.5,0.12617546,0.014332151
1336,39,3,11,1.5,0.1108826,0.014332151
1291,26,30,11,1.25,0.1073692,0.014332151
1292,12,30,11,1.25,0.12435477,0.014332151
1293,17,30,11,1.25,0.13488159,0.014332151
1332,15,14,11,1.25,0.10093226,0.014332151
1333,39,14,11,1.25,0.13242863,0.014332151
1320,43,2,11,1,0.13266066,0.014332151
1323,43,18,11,1,0.119032055,0.014332151
1326,43,23,11,1,0.13795677,0.014332151
1328,10,21,11,0.75,0.1099685,0.014332151
1334,10,3,11,0.75,0.12742156,0.014332151
1331,10,14,11,0.5,0.1309653,0.014332151
1352,36,47,11,1.5,0.10815789,0.01108156
1354,29,47,11,1.5,0.10716136,0.01108156
1363,7,46,11,1.5,0.19683796,0.01108156
1364,19,46,11,1.5,0.16900273,0.01108156
1366,8,46,11,1.5,0.564501,0.01108156
1367,7,33,11,1.5,0.29125562,0.01108156
1368,19,33,11,1.5,0.34339786,0.01108156
1370,8,33,11,1.5,0.16329148,0.01108156
1356,36,34,11,1.25,0.11539865,0.01108156
1358,29,34,11,1.25,0.11321606,0.01108156
1371,7,0,11,1.25,0.7703376,0.01108156
1372,19,0,11,1.25,0.7429443,0.01108156
1374,8,0,11,1.25,0.7806823,0.01108156
1360,36,38,11,1,0.12381392,0.01108156
1362,29,38,11,1,0.12413965,0.01108156
1351,40,47,11,0.75,0.1689344,0.01108156
1353,5,47,11,0.75,0.12646604,0.01108156
1365,31,46,11,0.75,0.49846503,0.01108156
1369,31,33,11,0.75,0.28202975,0.01108156
1355,40,34,11,0.5,0.19972415,0.01108156
1357,5,34,11,0.5,0.11109097,0.01108156
1373,31,0,11,0.5,0.8240892,0.01108156
1359,40,38,11,0.25,0.17190656,0.01108156
1361,5,38,11,0.25,0.12396318,0.01108156
1299,28,32,11,2,0.53034997,0
1301,15,32,11,1.75,0.3007234,0
1302,39,32,11,1.75,0.38620716,0
1303,37,32,11,1.75,0.24502201,0
1304,6,32,11,1.75,0.5846868,0
1305,25,32,11,1.75,0.120272495,0
1308,36,32,11,1.75,0.22722086,0
1310,29,32,11,1.75,0.103986725,0
1311,7,32,11,1.75,0.24156874,0
1312,19,32,11,1.75,0.30368155,0
1314,8,32,11,1.75,0.4029071,0
1286,12,45,11,1.5,0.1220122,0
1287,17,45,11,1.5,0.11642025,0
1297,22,32,11,1.5,0.122974336,0
1298,43,32,11,1,0.12564307,0
1300,10,32,11,1,0.1762387,0
1306,42,32,11,1,0.20747374,0
1307,40,32,11,1,0.21626678,0
1309,5,32,11,1,0.14334668,0
1313,31,32,11,1,0.34986722,0
1315,27,32,11,1,0.3110232,0
1316,16,32,11,1,0.2724757,0
1317,4,32,11,1,0.22130124,0
1318,20,32,11,1,0.30994815,0
1341,11,44,11,0.5,0,0
1453,28,6,12,2,0.12048054,0.018238213
1454,2,6,12,2,0.14156103,0.018238213
1455,30,6,12,2,0.14484179,0.018238213
1456,0,6,12,2,0.47524238,0.018238213
1457,10,6,12,2,0.10101484,0.018238213
1458,26,6,12,2,0.11438069,0.018238213
1459,5,6,12,2,0.12460534,0.018238213
1460,21,6,12,2,0.10560834,0.018238213
1461,13,6,12,2,0.13926756,0.018238213
1462,29,6,12,2,0.11260139,0.018238213
1463,17,6,12,2,0.20236504,0.018238213
1464,9,6,12,2,0.14372976,0.018238213
1465,23,6,12,2,0.12185664,0.018238213
1466,22,6,12,2,0.16165997,0.018238213
1467,15,6,12,2,0.14876753,0.018238213
1468,8,6,12,2,0.13286051,0.018238213
1469,20,6,12,2,0.15778078,0.018238213
1470,1,6,12,2,0.43908286,0.018238213
1471,7,6,12,2,0.14970547,0.018238213
1472,11,6,12,2,0.113943994,0.018238213
1474,16,6,12,2,0.11901553,0.018238213
1475,18,6,12,2,0.13209802,0.018238213
1476,19,6,12,2,0.13367671,0.018238213
1477,3,6,12,2,0.093959406,0.018238213
1478,14,6,12,2,0.12753566,0.018238213
1473,27,6,12,1.5,0.1276051,0.018238213
1375,28,4,12,2,0.12668373,0.01592225
1401,28,25,12,2,0.13555454,0.01592225
1402,2,25,12,2,0.18484211,0.01592225
1403,30,25,12,2,0.15026364,0.01592225
1404,0,25,12,2,0.5449607,0.01592225
1405,10,25,12,2,0.12780085,0.01592225
1406,26,25,12,2,0.11585528,0.01592225
1407,5,25,12,2,0.10939176,0.01592225
1408,21,25,12,2,0.12630032,0.01592225
1409,13,25,12,2,0.11276261,0.01592225
1410,29,25,12,2,0.12109985,0.01592225
1411,17,25,12,2,0.2396794,0.01592225
1412,9,25,12,2,0.12424873,0.01592225
1413,23,25,12,2,0.12667485,0.01592225
1414,22,25,12,2,0.22027615,0.01592225
1415,15,25,12,2,0.11992017,0.01592225
1416,8,25,12,2,0.123176135,0.01592225
1417,20,25,12,2,0.2587612,0.01592225
1418,1,25,12,2,0.30653208,0.01592225
1419,7,25,12,2,0.13954502,0.01592225
1420,11,25,12,2,0.13074052,0.01592225
1422,16,25,12,2,0.11090197,0.01592225
1423,18,25,12,2,0.12873867,0.01592225
1424,19,25,12,2,0.17110056,0.01592225
1425,3,25,12,2,0.14047414,0.01592225
1426,14,25,12,2,0.13294937,0.01592225
1427,28,24,12,2,0.137589,0.01592225
1428,2,24,12,2,0.17097215,0.01592225
1429,30,24,12,2,0.14346685,0.01592225
1430,0,24,12,2,0.4444501,0.01592225
1431,10,24,12,2,0.10884357,0.01592225
1432,26,24,12,2,0.10848927,0.01592225
1433,5,24,12,2,0.119002715,0.01592225
1434,21,24,12,2,0.12764226,0.01592225
1435,13,24,12,2,0.13914193,0.01592225
1436,29,24,12,2,0.11280434,0.01592225
1437,17,24,12,2,0.12013259,0.01592225
1438,9,24,12,2,0.13644063,0.01592225
1439,23,24,12,2,0.10742941,0.01592225
1440,22,24,12,2,0.20030361,0.01592225
1441,15,24,12,2,0.119986795,0.01592225
1442,8,24,12,2,0.12365267,0.01592225
1443,20,24,12,2,0.20458181,0.01592225
1444,1,24,12,2,0.22792128,0.01592225
1445,7,24,12,2,0.12964931,0.01592225
1446,11,24,12,2,0.14161903,0.01592225
1448,16,24,12,2,0.109755956,0.01592225
1449,18,24,12,2,0.15601557,0.01592225
1450,19,24,12,2,0.2379808,0.01592225
1451,3,24,12,2,0.12909618,0.01592225
1452,14,24,12,2,0.10421435,0.01592225
1421,27,25,12,1.5,0.13762894,0.01592225
1447,27,24,12,1.5,0.11908922,0.01592225
1376,2,4,12,2,0.1552856,0
1377,30,4,12,2,0.13185303,0
1378,0,4,12,2,0.59990084,0
1379,10,4,12,2,0.13634971,0
1380,26,4,12,2,0.123661816,0
1381,5,4,12,2,0.14052494,0
1382,21,4,12,2,0.12089071,0
1383,13,4,12,2,0.12177384,0
1384,29,4,12,2,0.122437865,0
1385,17,4,12,2,0.20809823,0
1386,9,4,12,2,0.1460808,0
1387,23,4,12,2,0.134381,0
1388,22,4,12,2,0.46269476,0
1389,15,4,12,2,0.123920195,0
1390,8,4,12,2,0.13760458,0
1391,20,4,12,2,0.14042771,0
1392,1,4,12,2,0.35144016,0
1393,7,4,12,2,0.14477141,0
1394,11,4,12,2,0.12910713,0
1396,16,4,12,2,0.14451341,0
1397,18,4,12,2,0.113737226,0
1398,19,4,12,2,0.15335321,0
1399,3,4,12,2,0.120471366,0
1400,14,4,12,2,0.115925625,0
1395,27,4,12,1.5,0.12436028,0
1479,12,6,12,1,0.14667666,0
1507,14,11,13,1.75,0.15896988,0.016931919
1508,24,11,13,1.75,0.12346087,0.016931919
1509,8,11,13,1.75,0.115002654,0.016931919
1533,14,28,13,1.5,0.10883202,0.016931919
1534,24,28,13,1.5,0.09982135,0.016931919
1535,8,28,13,1.5,0.10050871,0.016931919
1559,14,19,13,1.5,0.13329737,0.016931919
1560,24,19,13,1.5,0.13157924,0.016931919
1561,8,19,13,1.5,0.11691716,0.016931919
1511,23,11,13,1.25,0.116098255,0.016931919
1537,23,28,13,1,0.11966895,0.016931919
1563,23,19,13,1,0.10856012,0.016931919
1506,13,11,13,0.75,0.9084289,0.016931919
1510,6,11,13,0.75,0.09840091,0.016931919
1512,20,11,13,0.75,0.11456652,0.016931919
1513,3,11,13,0.75,0.11689553,0.016931919
1514,25,11,13,0.75,0.12977667,0.016931919
1515,9,11,13,0.75,0.14138587,0.016931919
1516,17,11,13,0.75,0.11790528,0.016931919
1517,16,11,13,0.75,0.12147693,0.016931919
1518,4,11,13,0.75,0.9196108,0.016931919
1519,7,11,13,0.75,0.107449,0.016931919
1520,5,11,13,0.75,0.9293594,0.016931919
1521,1,11,13,0.75,0.12254822,0.016931919
1522,2,11,13,0.75,0.10960446,0.016931919
1523,21,11,13,0.75,0.100256585,0.016931919
1524,22,11,13,0.75,0.106624216,0.016931919
1525,10,11,13,0.75,0.11557135,0.016931919
1526,29,11,13,0.75,0.105749,0.016931919
1527,26,11,13,0.75,0.8896444,0.016931919
1528,0,11,13,0.75,0.54701227,0.016931919
1529,12,11,13,0.75,0.13900436,0.016931919
1530,15,11,13,0.75,0.65878683,0.016931919
1531,27,11,13,0.75,0.13325463,0.016931919
1480,13,18,13,0.5,0.90656143,0.016931919
1532,13,28,13,0.5,0.119055435,0.016931919
1536,6,28,13,0.5,0.16191413,0.016931919
1538,20,28,13,0.5,0.1332389,0.016931919
1539,3,28,13,0.5,0.15072498,0.016931919
1540,25,28,13,0.5,0.11028739,0.016931919
1541,9,28,13,0.5,0.13931723,0.016931919
1542,17,28,13,0.5,0.13696583,0.016931919
1543,16,28,13,0.5,0.1042166,0.016931919
1544,4,28,13,0.5,0.909128,0.016931919
1545,7,28,13,0.5,0.11456991,0.016931919
1546,5,28,13,0.5,0.9309342,0.016931919
1547,1,28,13,0.5,0.11635057,0.016931919
1548,2,28,13,0.5,0.10065824,0.016931919
1549,21,28,13,0.5,0.11138043,0.016931919
1550,22,28,13,0.5,0.92841834,0.016931919
1551,10,28,13,0.5,0.91543424,0.016931919
1552,29,28,13,0.5,0.10018735,0.016931919
1553,26,28,13,0.5,0.11546441,0.016931919
1554,0,28,13,0.5,0.6229936,0.016931919
1555,12,28,13,0.5,0.12817647,0.016931919
1556,15,28,13,0.5,0.90386534,0.016931919
1557,27,28,13,0.5,0.11429471,0.016931919
1558,13,19,13,0.5,0.9122174,0.016931919
1562,6,19,13,0.5,0.16208419,0.016931919
1564,20,19,13,0.5,0.14639781,0.016931919
1565,3,19,13,0.5,0.09985911,0.016931919
1566,25,19,13,0.5,0.1413178,0.016931919
1567,9,19,13,0.5,0.94958735,0.016931919
1568,17,19,13,0.5,0.91173834,0.016931919
1569,16,19,13,0.5,0.11096422,0.016931919
1570,4,19,13,0.5,0.90275955,0.016931919
1571,7,19,13,0.5,0.123728715,0.016931919
1572,5,19,13,0.5,0.14225799,0.016931919
1573,1,19,13,0.5,0.10669104,0.016931919
1574,2,19,13,0.5,0.11997544,0.016931919
1575,21,19,13,0.5,0.11828003,0.016931919
1576,22,19,13,0.5,0.09385213,0.016931919
1577,10,19,13,0.5,0.91064763,0.016931919
1578,29,19,13,0.5,0.100961216,0.016931919
1579,26,19,13,0.5,0.12590578,0.016931919
1580,0,19,13,0.5,0.5521161,0.016931919
1581,12,19,13,0.5,0.10959929,0.016931919
1582,15,19,13,0.5,0.13132028,0.016931919
1583,27,19,13,0.5,0.115922086,0.016931919
1481,14,18,13,1.5,0.115845755,0
1482,24,18,13,1.5,0.1019114,0
1483,8,18,13,1.5,0.0935174,0
1485,23,18,13,1,0.115257114,0
1484,6,18,13,0.5,0.124076284,0
1486,20,18,13,0.5,0.15795194,0
1487,3,18,13,0.5,0.117299855,0
1488,25,18,13,0.5,0.114824064,0
1489,9,18,13,0.5,0.09630228,0
1490,17,18,13,0.5,0.14293313,0
1491,16,18,13,0.5,0.10794336,0
1492,4,18,13,0.5,0.078117214,0
1493,7,18,13,0.5,0.13134833,0
1494,5,18,13,0.5,0.15940972,0
1495,1,18,13,0.5,0.152801,0
1496,2,18,13,0.5,0.09400789,0
1497,21,18,13,0.5,0.9489938,0
1498,22,18,13,0.5,0.10209044,0
1499,10,18,13,0.5,0.12391879,0
1500,29,18,13,0.5,0.118592426,0
1501,26,18,13,0.5,0.10373747,0
1502,0,18,13,0.5,0.46085754,0
1503,12,18,13,0.5,0.15462679,0
1504,15,18,13,0.5,0.9094347,0
1505,27,18,13,0.5,0.124217965,0
1641,9,20,14,2,0.20535322,0.038464477
1640,25,20,14,2,0.11778923,0.038464477
1635,10,20,14,2,0.39570865,0.030313216
1637,16,20,14,2,0.28731975,0.030313216
1633,7,20,14,2,0.2012962,0.030313216
1636,24,20,14,1,0.35873613,0.030313216
1634,1,20,14,1,0.23677182,0.030313216
1659,31,28,14,1.5,0.16871779,0.028991597
1658,17,28,14,1.5,0.16185541,0.028991597
1667,9,34,14,1.25,0.3152131,0.028991597
1666,25,34,14,1.25,0.30999073,0.028991597
1646,4,20,14,2,0.19773242,0.028560515
1645,27,20,14,2,0.1888503,0.028560515
1648,3,20,14,2,0.15868646,0.028560515
1647,2,20,14,1,0.40585035,0.028560515
1644,11,20,14,1,0.23996466,0.028560515
1643,19,20,14,1,0.14993235,0.028560515
1642,5,20,14,1,0.14823356,0.028560515
1653,29,20,14,2,0.19609083,0.027960275
1655,33,20,14,2,0.1788233,0.027960275
1654,14,20,14,2,0.14382654,0.027960275
1651,26,20,14,2,0.12343405,0.027960275
1649,13,20,14,1,0.33009866,0.027960275
1652,6,20,14,1,0.32460424,0.027960275
1656,32,20,14,1,0.23549868,0.027960275
1650,22,20,14,1,0.12261032,0.027960275
1616,25,23,14,1.25,0.2641186,0.022880061
1617,9,23,14,1.25,0.22213484,0.022880061
1663,17,18,14,1.5,0.1738909,0.020588235
1660,17,15,14,1.5,0.15169857,0.020588235
1661,31,15,14,1.5,0.14855035,0.020588235
1664,31,18,14,1.5,0.14324357,0.020588235
1662,12,15,14,1.5,0.13915929,0.020168067
1665,12,18,14,1.5,0.119878575,0.020168067
1613,10,23,14,1.25,0.53542274,0.017754011
1593,16,8,14,1.25,0.32396263,0.017754011
1589,7,8,14,1.25,0.26766822,0.017754011
1591,10,8,14,1.25,0.26686123,0.017754011
1615,16,23,14,1.25,0.24188234,0.017754011
1611,7,23,14,1.25,0.19642735,0.017754011
1590,1,8,14,0.25,0.42515346,0.017754011
1592,24,8,14,0.25,0.31965187,0.017754011
1612,1,23,14,0.25,0.29022834,0.017754011
1614,24,23,14,0.25,0.24892335,0.017754011
1621,27,23,14,1.25,0.27346253,0.01657754
1624,3,23,14,1.25,0.18660532,0.01657754
1622,4,23,14,1.25,0.17793408,0.01657754
1618,5,23,14,0.25,0.21488617,0.01657754
1623,2,23,14,0.25,0.16425961,0.01657754
1619,19,23,14,0.25,0.14301664,0.01657754
1620,11,23,14,0.25,0.13475604,0.01657754
1629,29,23,14,1.25,0.15729494,0.016157372
1631,33,23,14,1.25,0.14716852,0.016157372
1630,14,23,14,1.25,0.14031835,0.016157372
1627,26,23,14,1.25,0.12078455,0.016157372
1628,6,23,14,0.25,0.42509824,0.016157372
1632,32,23,14,0.25,0.17670426,0.016157372
1625,13,23,14,0.25,0.16759995,0.016157372
1626,22,23,14,0.25,0.15427543,0.016157372
1584,7,21,14,1.25,0.29593238,0.013109244
1672,4,0,14,1.25,0.77154845,0.010684274
1674,3,0,14,1.25,0.7384462,0.010684274
1671,27,0,14,1.25,0.6876897,0.010684274
1669,19,0,14,0.25,0.80204093,0.010684274
1673,2,0,14,0.25,0.7510322,0.010684274
1668,5,0,14,0.25,0.7227515,0.010684274
1670,11,0,14,0.25,0.7170667,0.010684274
1679,29,30,14,1.25,0.27318344,0.010084034
1681,33,30,14,1.25,0.23097487,0.010084034
1677,26,30,14,1.25,0.2239932,0.010084034
1680,14,30,14,1.25,0.2090685,0.010084034
1675,13,30,14,0.25,0.17115392,0.010084034
1676,22,30,14,0.25,0.163211,0.010084034
1682,32,30,14,0.25,0.14669473,0.010084034
1678,6,30,14,0.25,0.13145861,0.010084034
1657,12,20,14,1.5,0.39743882,0
1638,17,20,14,1.5,0.15689391,0
1639,31,20,14,1.5,0.119855724,0
1602,3,8,14,1.25,0.20909475,0
1588,16,21,14,1.25,0.2053005,0
1594,25,8,14,1.25,0.19878478,0
1586,10,21,14,1.25,0.19279455,0
1599,27,8,14,1.25,0.19163439,0
1607,29,8,14,1.25,0.1841149,0
1595,9,8,14,1.25,0.16594808,0
1600,4,8,14,1.25,0.1428304,0
1608,14,8,14,1.25,0.12266077,0
1605,26,8,14,1.25,0.120725326,0
1609,33,8,14,1.25,0.117192246,0
1585,1,21,14,0.25,0.49145547,0
1603,13,8,14,0.25,0.4543427,0
1610,32,8,14,0.25,0.30175313,0
1606,6,8,14,0.25,0.2549044,0
1597,19,8,14,0.25,0.21765888,0
1596,5,8,14,0.25,0.2110732,0
1587,24,21,14,0.25,0.18911493,0
1601,2,8,14,0.25,0.18789507,0
1604,22,8,14,0.25,0.18540975,0
1598,11,8,14,0.25,0.17626713,0
1737,34,51,15,0,0,0.004231607
1755,15,48,15,0,0.07790638,0.004223228
1756,44,48,15,0,0.078134954,0.004223228
1757,0,48,15,0,0.8212442,0.004223228
1758,25,48,15,0,0.9342115,0.004223228
1759,7,48,15,0,0.947621,0.004223228
1720,3,39,15,0,0,0.003116097
1721,38,39,15,0,0,0.003116097
1722,18,39,15,0,0,0.003116097
1723,40,39,15,0,0,0.003116097
1724,37,39,15,0,0,0.003116097
1725,35,39,15,0,0,0.003116097
1726,20,39,15,0,0,0.003116097
1727,12,39,15,0,0,0.003116097
1729,3,51,15,0,0,0.003116097
1730,38,51,15,0,0,0.003116097
1731,18,51,15,0,0,0.003116097
1732,40,51,15,0,0,0.003116097
1733,37,51,15,0,0,0.003116097
1734,35,51,15,0,0,0.003116097
1735,20,51,15,0,0,0.003116097
1736,12,51,15,0,0,0.003116097
1712,3,49,15,0,0,0.002796631
1750,15,2,15,0,0.9377556,0.002714932
1700,36,45,15,0,0,0.00188537
1704,36,4,15,0,0,0.00188537
1705,13,4,15,0,0,0.00188537
1706,47,4,15,0,0,0.00188537
1707,42,4,15,0,0,0.00188537
1708,36,41,15,0,0,0.00188537
1709,13,41,15,0,0,0.00188537
1710,47,41,15,0,0,0.00188537
1711,42,41,15,0,0,0.00188537
1691,26,50,15,2,0,0.001759678
1694,26,19,15,2,0,0.001759678
1695,14,19,15,2,0,0.001759678
1696,28,19,15,2,0,0.001759678
1697,26,9,15,2,0,0.001759678
1698,14,9,15,2,0,0.001759678
1699,28,9,15,2,0,0.001759678
1683,43,31,15,0,0,0.001759678
1685,43,1,15,0,0,0.001759678
1686,27,1,15,0,0,0.001759678
1687,43,8,15,0,0,0.001759678
1688,27,8,15,0,0,0.001759678
1738,29,30,15,0,0,0.001759678
1740,29,32,15,0,0,0.001759678
1741,22,32,15,0,0,0.001759678
1742,29,24,15,0,0,0.001759678
1743,22,24,15,0,0,0.001759678
1744,23,46,15,0,0,0.001759678
1746,23,21,15,0,0,0.001759678
1747,33,21,15,0,0,0.001759678
1748,23,17,15,0,0,0.001759678
1749,33,17,15,0,0,0.001759678
1689,11,6,15,0,0,0.001508296
1692,14,50,15,2,0,0
1693,28,50,15,2,0,0
1684,27,31,15,0,0,0
1690,10,6,15,0,0,0
1701,13,45,15,0,0,0
1702,47,45,15,0,0,0
1703,42,45,15,0,0,0
1713,38,49,15,0,0,0
1714,18,49,15,0,0,0
1715,40,49,15,0,0,0
1716,37,49,15,0,0,0
1717,35,49,15,0,0,0
1718,20,49,15,0,0,0
1719,12,49,15,0,0,0
1728,34,39,15,0,0,0
1739,22,30,15,0,0,0
1745,33,46,15,0,0,0
1751,44,2,15,0,0.9350533,0
1752,0,2,15,0,0.93983406,0
1753,25,2,15,0,0.9365203,0
1754,7,2,15,0,0.9402968,0
1760,5,48,15,0,0.076337636,0
1761,16,48,15,0,0.07930637,0
1826,28,4,16,1.833333333,0.942545,0.027905492
1802,28,15,16,1.833333333,0.799712,0.027905492
1803,19,15,16,1.833333333,0.11148902,0.027905492
1828,27,4,16,1.833333333,0.1112042,0.027905492
1827,19,4,16,1.833333333,0.10859201,0.027905492
1804,27,15,16,1.833333333,0.10770322,0.027905492
1842,28,22,16,1.833333333,0.9023515,0.023371648
1843,19,22,16,1.833333333,0.8169545,0.023371648
1844,27,22,16,1.833333333,0.10710102,0.023371648
1795,0,15,16,0.833333333,0.5031608,0.022318008
1819,0,4,16,0.833333333,0.35606387,0.022318008
1771,0,6,16,0.833333333,0.32968765,0.022318008
1770,8,6,16,0.833333333,0.12864527,0.022318008
1777,24,6,16,0.833333333,0.12708119,0.022318008
1774,14,6,16,0.833333333,0.118740425,0.022318008
1825,24,4,16,0.833333333,0.11369102,0.022318008
1798,14,15,16,0.833333333,0.11354077,0.022318008
1772,23,6,16,0.833333333,0.11201038,0.022318008
1820,23,4,16,0.833333333,0.11098397,0.022318008
1818,8,4,16,0.833333333,0.11046559,0.022318008
1801,24,15,16,0.833333333,0.107015766,0.022318008
1776,20,6,16,0.833333333,0.105680756,0.022318008
1797,3,15,16,0.833333333,0.10442581,0.022318008
1824,20,4,16,0.833333333,0.103978105,0.022318008
1799,18,15,16,0.833333333,0.10327032,0.022318008
1773,3,6,16,0.833333333,0.102820165,0.022318008
1775,18,6,16,0.833333333,0.09992921,0.022318008
1823,18,4,16,0.833333333,0.09841712,0.022318008
1822,14,4,16,0.833333333,0.09515916,0.022318008
1800,20,15,16,0.833333333,0.094931245,0.022318008
1821,3,4,16,0.833333333,0.09334155,0.022318008
1794,8,15,16,0.833333333,0.09098114,0.022318008
1796,23,15,16,0.833333333,0.08450884,0.022318008
1814,2,15,16,0.833333333,0.9218744,0.020291777
1838,2,4,16,0.833333333,0.6505609,0.020291777
1807,7,15,16,0.833333333,0.1316734,0.020291777
1809,9,15,16,0.833333333,0.13061203,0.020291777
1834,1,4,16,0.833333333,0.119376585,0.020291777
1837,21,4,16,0.833333333,0.11824051,0.020291777
1831,7,4,16,0.833333333,0.11556811,0.020291777
1806,11,15,16,0.833333333,0.11542687,0.020291777
1830,11,4,16,0.833333333,0.11439888,0.020291777
1836,17,4,16,0.833333333,0.11392931,0.020291777
1840,5,4,16,0.833333333,0.112127855,0.020291777
1812,17,15,16,0.833333333,0.107918724,0.020291777
1808,26,15,16,0.833333333,0.10789633,0.020291777
1810,1,15,16,0.833333333,0.10746969,0.020291777
1813,21,15,16,0.833333333,0.1074257,0.020291777
1833,9,4,16,0.833333333,0.10645494,0.020291777
1815,25,15,16,0.833333333,0.104438715,0.020291777
1817,13,15,16,0.833333333,0.10409624,0.020291777
1805,12,15,16,0.833333333,0.10361216,0.020291777
1839,25,4,16,0.833333333,0.10191549,0.020291777
1816,5,15,16,0.833333333,0.09962854,0.020291777
1835,29,4,16,0.833333333,0.099390544,0.020291777
1811,29,15,16,0.833333333,0.09763067,0.020291777
1832,26,4,16,0.833333333,0.09724928,0.020291777
1841,13,4,16,0.833333333,0.09264335,0.020291777
1829,12,4,16,0.833333333,0.0810129,0.020291777
1762,8,10,16,0.166666667,0.106551036,0.012356322
1854,2,16,16,0.166666667,0.15711915,0.012024757
1852,17,16,16,0.166666667,0.124009654,0.012024757
1855,25,16,16,0.166666667,0.12250361,0.012024757
1856,5,16,16,0.166666667,0.12227842,0.012024757
1847,7,16,16,0.166666667,0.122112855,0.012024757
1851,29,16,16,0.166666667,0.116456114,0.012024757
1846,11,16,16,0.166666667,0.115666725,0.012024757
1849,9,16,16,0.166666667,0.11532744,0.012024757
1850,1,16,16,0.166666667,0.1144021,0.012024757
1848,26,16,16,0.166666667,0.0979752,0.012024757
1853,21,16,16,0.166666667,0.09653361,0.012024757
1845,12,16,16,0.166666667,0.09601533,0.012024757
1857,13,16,16,0.166666667,0.0903144,0.012024757
1767,18,10,16,0.166666667,0.9263661,0
1763,0,10,16,0.166666667,0.92438173,0
1766,14,10,16,0.166666667,0.91196984,0
1769,24,10,16,0.166666667,0.90177107,0
1778,28,6,16,1.833333333,0.62696534,0
1790,2,6,16,0.833333333,0.32855275,0
1791,25,6,16,0.833333333,0.122034006,0
1779,19,6,16,1.833333333,0.12141265,0
1792,5,6,16,0.833333333,0.11983831,0
1784,26,6,16,0.833333333,0.11821105,0
1786,1,6,16,0.833333333,0.11641415,0
1788,17,6,16,0.833333333,0.11635985,0
1783,7,6,16,0.833333333,0.11619275,0
1785,9,6,16,0.833333333,0.115120776,0
1768,20,10,16,0.166666667,0.11233738,0
1782,11,6,16,0.833333333,0.11123154,0
1764,23,10,16,0.166666667,0.10844953,0
1765,3,10,16,0.166666667,0.10793051,0
1780,27,6,16,1.833333333,0.107319005,0
1787,29,6,16,0.833333333,0.10537613,0
1781,12,6,16,0.833333333,0.0965559,0
1793,13,6,16,0.833333333,0.09542312,0
1789,21,6,16,0.833333333,0.08652853,0
1906,43,58,17,0,0.10624228,0.079661017
1908,50,35,17,0,0.09085275,0.054237288
1862,51,33,17,0,0.10539436,0.052165725
1863,10,33,17,0,0.1024649,0.052165725
1912,3,17,17,0,0,0.027683616
1920,2,22,17,0,0.10357767,0.014124294
1921,14,22,17,0,0.11993548,0.014124294
1922,15,39,17,0,0.11719565,0.014124294
1923,42,39,17,0,0.103200994,0.014124294
1858,51,49,17,0,0.09472373,0.014030132
1860,51,34,17,0,0.10457609,0.014030132
1861,10,34,17,0,0.0958133,0.014030132
1898,46,38,17,0,0.10335403,0.014030132
1899,45,38,17,0,0.09935706,0.014030132
1900,46,57,17,0,0.10282067,0.014030132
1901,45,57,17,0,0.099958695,0.014030132
1902,27,48,17,0,0.09983058,0.014030132
1903,20,48,17,0,0.09856088,0.014030132
1904,27,31,17,0,0.09942149,0.014030132
1905,20,31,17,0,0.09751427,0.014030132
1913,56,40,17,2,0,0.003389831
1918,13,44,17,1.5,0,0.001977401
1919,37,44,17,1.5,0,0.001977401
1910,5,1,17,0,0,0.001129944
1914,13,40,17,2,0,0
1915,37,40,17,2,0,0
1916,30,40,17,2,0,0
1917,54,40,17,2,0,0
1859,10,49,17,0,0.089082226,0
1864,46,33,17,0,0.91172177,0
1865,45,33,17,0,0.103901744,0
1866,27,33,17,0,0.13428923,0
1867,20,33,17,0,0.17173485,0
1868,43,33,17,0,0.10142397,0
1869,50,33,17,0,0.09729703,0
1870,2,33,17,0,0.100412205,0
1871,15,33,17,0,0.0962751,0
1872,42,33,17,0,0.09462875,0
1873,14,33,17,0,0.10153405,0
1874,52,33,17,0,0.10328499,0
1875,19,33,17,0,0.109276414,0
1876,12,33,17,0,0.12270518,0
1877,18,33,17,0,0.09146387,0
1878,0,33,17,0,0.8590123,0
1879,16,33,17,0,0.09497845,0
1880,8,33,17,0,0.09978961,0
