,0
top5,0.4563809523809524
top10,0.6072380952380951
top15,0.7525079365079365
top20,0.8378333333333333
top25,0.8834857142857143
top30,0.8886666666666666
top35,0.8933877551020408
top40,0.8985357142857143
top45,0.9040952380952382
top50,0.9091714285714284
