,0
top5,0.45175609756097557
top10,0.7080975609756097
top15,0.8232357723577236
top20,0.8984634146341465
top25,0.9238048780487806
top30,0.9272682926829269
top35,0.9247177700348433
top40,0.9181219512195122
top45,0.9099566395663956
top50,0.9120146341463413
